Elapsed time(s),ECG(mV),EMG(mV),foot GSR(mV),hand GSR(mV),HR(bpm),marker(mV),RESP(mV)
14.71,0.045,0.293,7.822,11.931,83,8.85,46.49
14.774,0.162,0.376,7.876,11.957,83,8.85,46.66
14.839,-0.062,0.396,7.929,11.979,82,8.85,46.79
14.903,-0.106,0.262,7.977,11.985,82,8.85,46.86
14.968,-0.109,0.197,8.022,11.979,82,8.85,47.12
15.032,-0.109,0.023,8.062,11.972,82,8.85,47.47
15.097,-0.106,0.163,8.096,11.963,82,8.85,47.68
15.161,-0.104,0.026,8.125,11.952,82,8.85,47.78
15.226,-0.078,0.163,8.15,11.933,82,8.85,47.85
15.29,-0.033,0.197,8.171,11.912,82,8.88,48.02
15.355,-0.112,0.034,8.188,11.88,82,8.89,48.23
15.419,-0.132,0.117,8.201,11.846,82,9.01,48.2
15.484,0.94,0.026,8.211,11.808,82,9.14,47.94
15.548,-0.089,0.313,8.217,11.769,87,9.05,47.6
15.613,-0.103,0.034,8.221,11.731,87,9.12,47.32
15.677,-0.026,0.228,8.221,11.691,87,9.3,47
15.742,0.148,0.181,8.219,11.651,87,9.47,46.67
15.806,0.046,0.391,8.215,11.613,87,9.68,46.38
15.871,-0.097,0.391,8.21,11.578,87,9.68,46.26
15.935,-0.11,0.376,8.201,11.543,87,9.61,46.15
16,-0.111,0.365,8.191,11.51,87,9.65,46.1
16.065,-0.101,0.396,8.177,11.477,87,9.76,46.22
16.129,-0.101,0.381,8.162,11.445,87,9.68,46.24
16.194,-0.054,0.378,8.147,11.415,87,9.79,46.14
16.258,-0.05,0.365,8.129,11.388,85,9.91,46.09
16.323,0.658,0.344,8.112,11.362,85,10,46.08
16.387,0.095,0.394,8.092,11.339,85,9.9,46.08
16.452,0.688,0.352,8.07,11.318,85,9.82,46.06
16.516,-0.116,0.355,8.049,11.299,85,9.79,46.04
16.581,-0.089,0.399,8.028,11.288,85,9.73,45.97
16.645,0.021,0.386,8.007,11.284,85,9.74,45.93
16.71,0.173,0.332,7.985,11.288,85,9.69,45.93
16.774,-0.014,0.295,7.965,11.305,85,9.65,45.92
16.839,-0.095,0.275,7.943,11.33,85,9.61,45.93
16.903,-0.098,0.293,7.924,11.369,86,9.61,45.97
16.968,-0.087,0.404,7.906,11.421,86,9.71,46.07
17.032,-0.075,0.319,7.891,11.482,86,9.77,46.18
17.097,-0.07,0.163,7.877,11.554,86,9.86,46.2
17.161,-0.035,0.223,7.87,11.635,86,9.86,46.2
17.226,-0.003,0.199,7.868,11.723,86,9.72,46.16
17.29,-0.086,0.249,7.869,11.816,86,9.63,46.1
17.355,-0.038,0.117,7.877,11.913,86,9.52,46.06
17.419,0.939,0.197,7.89,12.012,86,9.52,46.06
17.484,-0.075,0.249,7.91,12.114,86,9.46,46.09
17.548,-0.069,0.163,7.934,12.213,86,9.38,46.12
17.613,0.015,0.251,7.964,12.306,84,9.28,46.19
17.677,0.193,0.332,7.994,12.396,84,9.14,46.34
17.742,0.045,0.306,8.028,12.48,84,9.17,46.53
17.806,-0.072,0.199,8.063,12.56,84,9.22,46.75
17.871,-0.08,0.023,8.1,12.631,84,9.24,46.98
17.935,-0.085,0.275,8.139,12.694,84,9.24,47.15
18,-0.085,0.223,8.179,12.75,84,9.33,47.31
18.065,-0.084,0.35,8.218,12.801,84,9.36,47.49
18.129,-0.067,0.332,8.257,12.848,84,9.41,47.7
18.194,-0.01,0.386,8.295,12.888,84,9.23,47.85
18.258,-0.088,0.277,8.33,12.915,84,9.08,47.99
18.323,-0.125,0.329,8.359,12.939,88,9.06,48.07
18.387,0.928,0.386,8.383,12.954,88,9.08,48.02
18.452,-0.044,0.243,8.402,12.959,88,9.21,47.83
18.516,-0.099,0.117,8.421,12.951,88,9.34,47.6
18.581,-0.039,0.272,8.436,12.937,88,9.36,47.37
18.645,0.126,0.225,8.447,12.917,88,9.4,47.1
18.71,0.099,0.117,8.456,12.892,88,9.45,46.87
18.774,-0.086,0.246,8.461,12.859,88,9.5,46.72
18.839,-0.108,0.311,8.462,12.823,88,9.5,46.62
18.903,-0.11,0.272,8.461,12.788,88,9.45,46.56
18.968,-0.113,0.287,8.456,12.745,88,9.41,46.49
19.032,-0.112,0.021,8.449,12.702,84,9.4,46.43
19.097,-0.113,0.326,8.442,12.657,84,9.39,46.38
19.161,-0.048,0.275,8.432,12.61,84,9.39,46.37
19.226,-0.086,0.378,8.422,12.563,84,9.41,46.34
19.29,-0.135,0.386,8.412,12.516,84,9.43,46.32
19.355,0.41,0.251,8.402,12.469,84,9.43,46.25
19.419,0.387,0.199,8.39,12.421,84,9.4,46.19
19.484,-0.129,0.228,8.376,12.372,84,9.32,46.18
19.548,-0.091,0.306,8.36,12.326,84,9.32,46.2
19.613,0.031,0.404,8.341,12.28,84,9.34,46.21
19.677,0.145,0.047,8.323,12.239,84,9.4,46.22
19.742,-0.065,0.215,8.303,12.198,84,9.41,46.25
19.806,-0.125,0.207,8.282,12.16,84,9.43,46.29
19.871,-0.127,0.347,8.261,12.125,84,9.43,46.32
19.935,-0.131,0.197,8.239,12.09,84,9.44,46.35
20,-0.128,0.241,8.22,12.058,84,9.49,46.35
20.065,-0.132,0.329,8.199,12.026,84,9.55,46.28
20.129,-0.116,0.3,8.177,11.999,84,9.57,46.21
20.194,-0.057,0.225,8.156,11.972,84,9.51,46.18
20.258,-0.13,0.321,8.133,11.946,84,9.51,46.19
20.323,-0.171,0.287,8.11,11.921,84,9.46,46.18
20.387,0.845,0.311,8.088,11.898,84,9.43,46.16
20.452,-0.092,0.376,8.064,11.873,86,9.39,46.12
20.516,-0.151,0.319,8.041,11.85,86,9.36,46.16
20.581,-0.096,0.368,8.016,11.828,86,9.38,46.27
20.645,0.068,0.029,7.991,11.806,86,9.38,46.46
20.71,0.051,0.117,7.966,11.784,86,9.36,46.65
20.774,-0.14,0.243,7.943,11.762,86,9.35,46.82
20.839,-0.162,0.197,7.919,11.741,86,9.35,47.05
20.903,-0.163,0.306,7.898,11.721,86,9.35,47.27
20.968,-0.154,0.35,7.879,11.702,86,9.35,47.46
21.032,-0.151,0.373,7.86,11.684,86,9.35,47.62
21.097,-0.12,0.22,7.845,11.664,88,9.35,47.78
21.161,-0.081,0.357,7.835,11.644,88,9.35,47.93
21.226,-0.164,0.225,7.825,11.627,88,9.35,48.05
21.29,-0.179,0.034,7.812,11.609,88,9.35,48.05
21.355,0.861,0.225,7.8,11.593,88,9.36,47.91
21.419,-0.136,0.199,7.789,11.575,88,9.35,47.64
21.484,-0.14,0.308,7.773,11.558,88,9.34,47.36
21.548,-0.057,0.269,7.757,11.543,88,9.33,47.15
21.613,0.121,0.321,7.742,11.528,88,9.34,47.02
21.677,0.008,0.347,7.727,11.516,88,9.35,46.91
21.742,-0.128,0.228,7.711,11.504,88,9.35,46.8
21.806,-0.135,0.275,7.695,11.496,88,9.35,46.68
21.871,-0.133,0.355,7.68,11.488,88,9.34,46.6
21.935,-0.13,0.355,7.666,11.486,88,9.35,46.54
22,-0.129,0.127,7.658,11.485,88,9.35,46.49
22.065,-0.109,0.163,7.654,11.487,88,9.35,46.41
22.129,-0.044,0.357,7.653,11.492,88,9.35,46.3
22.194,-0.126,0.394,7.65,11.499,88,9.35,46.24
22.258,-0.165,0.264,7.647,11.512,88,9.36,46.22
22.323,0.905,0.332,7.645,11.523,88,9.35,46.21
22.387,-0.075,0.285,7.64,11.538,88,9.35,46.22
22.452,-0.122,0.117,7.64,11.553,86,9.35,46.21
22.516,-0.059,0.344,7.642,11.568,86,9.35,46.2
22.581,0.11,0.223,7.644,11.583,86,9.35,46.22
22.645,0.083,0.249,7.655,11.595,86,9.35,46.25
22.71,-0.101,0.295,7.671,11.609,86,9.36,46.25
22.774,-0.117,0.332,7.684,11.619,86,9.36,46.22
22.839,-0.118,0.199,7.698,11.629,86,9.38,46.14
22.903,-0.117,0.355,7.714,11.636,86,9.38,46.11
22.968,-0.116,0.166,7.732,11.643,86,9.38,46.12
23.032,-0.095,0.117,7.754,11.648,86,9.38,46.13
23.097,-0.04,0.117,7.771,11.65,86,9.38,46.16
23.161,-0.123,0.453,7.788,11.65,84,9.38,46.16
23.226,-0.162,0.293,7.807,11.648,84,9.38,46.18
23.29,0.897,0.399,7.824,11.643,84,9.35,46.21
23.355,-0.082,0.344,7.842,11.635,84,9.36,46.21
23.419,-0.13,0.217,7.857,11.626,84,9.56,46.22
23.484,-0.069,0.332,7.87,11.615,84,9.84,46.18
23.548,0.099,0.223,7.882,11.603,84,9.94,46.13
23.613,0.067,0.117,7.892,11.589,84,9.49,46.1
23.677,-0.113,0.117,7.901,11.575,84,9.5,46.11
23.742,-0.132,0.373,7.907,11.561,84,9.47,46.12
23.806,-0.132,0.217,7.913,11.546,84,9.39,46.11
23.871,-0.135,0.254,7.915,11.528,83,9.3,46.09
23.935,-0.136,0.251,7.915,11.513,83,9.46,46.13
24,-0.131,0.326,7.916,11.496,83,9.45,46.24
24.065,-0.062,0.267,7.915,11.481,83,9.36,46.35
24.129,-0.132,0.259,7.911,11.466,83,9.36,46.5
24.194,-0.164,0.316,7.906,11.451,83,9.33,46.66
24.258,0.719,0.225,7.9,11.436,83,9.3,46.79
24.323,0.012,0.329,7.892,11.421,83,9.33,46.93
24.387,-0.153,0.114,7.884,11.41,83,9.34,47.13
24.452,-0.103,0.316,7.875,11.4,83,9.35,47.39
24.516,0.042,0.399,7.863,11.394,83,9.34,47.65
24.581,0.095,0.368,7.852,11.391,84,9.33,47.96
24.645,-0.111,0.347,7.84,11.392,84,9.33,48.42
24.71,-0.151,0.399,7.829,11.397,84,9.33,48.98
24.774,-0.147,0.417,7.818,11.407,84,9.33,49.5
24.839,-0.144,0.311,7.805,11.421,84,9.33,49.97
24.903,-0.145,0.161,7.795,11.438,84,9.33,50.38
24.968,-0.124,0.22,7.787,11.455,84,9.33,50.85
25.032,-0.076,0.277,7.781,11.474,84,9.33,51.34
25.097,-0.156,0.117,7.777,11.491,84,9.33,51.85
25.161,-0.194,0.026,7.776,11.508,84,9.33,52.39
25.226,0.858,0.021,7.776,11.522,84,9.33,52.91
25.29,-0.124,0.197,7.779,11.534,90,9.33,53.28
25.355,-0.148,0.166,7.784,11.547,90,9.33,53.56
25.419,-0.075,0.376,7.793,11.556,90,9.33,53.77
25.484,0.097,0.122,7.803,11.561,90,9.32,53.94
25.548,0.031,0.026,7.813,11.565,90,9.33,53.89
25.613,-0.127,0.021,7.827,11.565,90,9.32,53.62
25.677,-0.137,0.114,7.84,11.563,90,9.32,53.29
25.742,-0.132,0.163,7.853,11.561,90,9.32,52.99
25.806,-0.127,0.321,7.863,11.553,90,9.32,52.67
25.871,-0.126,0.117,7.871,11.547,90,9.33,52.35
25.935,-0.12,0.163,7.876,11.537,91,9.33,52.06
26,-0.04,0.35,7.881,11.526,91,9.33,51.81
26.065,-0.099,0.026,7.885,11.514,91,9.33,51.57
26.129,-0.136,0.197,7.888,11.502,91,9.32,51.33
26.194,0.694,0.339,7.891,11.492,91,9.32,51.07
26.258,0.122,0.352,7.897,11.486,91,9.32,50.76
26.323,-0.123,0.357,7.904,11.486,91,9.3,50.47
26.387,-0.075,0.298,7.909,11.496,91,9.3,50.24
26.452,0.065,0.031,7.91,11.514,91,9.3,50
26.516,0.139,0.306,7.907,11.55,91,9.3,49.72
26.581,-0.068,0.039,7.901,11.597,86,9.3,49.44
26.645,-0.109,0.306,7.896,11.661,86,9.3,49.19
26.71,-0.106,0.352,7.887,11.737,86,9.3,48.93
26.774,-0.106,0.249,7.88,11.826,86,9.29,48.75
26.839,-0.106,0.295,7.874,11.921,86,9.29,48.66
26.903,-0.104,0.344,7.869,12.022,86,9.28,48.5
26.968,-0.036,0.308,7.869,12.125,86,9.28,48.24
27.032,-0.07,0.319,7.874,12.224,86,9.28,47.99
27.097,-0.125,0.249,7.882,12.314,86,9.28,47.84
27.161,0.36,0.389,7.898,12.394,86,9.28,47.7
27.226,0.451,0.355,7.919,12.464,86,9.28,47.55
27.29,-0.121,0.228,7.945,12.526,86,9.28,47.41
27.355,-0.088,0.399,7.978,12.58,83,9.28,47.27
27.419,0.028,0.311,8.017,12.622,83,9.28,47.17
27.484,0.153,0.158,8.057,12.655,83,9.28,47.11
27.548,-0.052,0.311,8.1,12.682,83,9.28,47
27.613,-0.117,0.316,8.142,12.707,83,9.28,46.88
27.677,-0.121,0.117,8.186,12.722,83,9.28,46.73
27.742,-0.12,0.308,8.226,12.728,83,9.28,46.6
27.806,-0.121,0.313,8.262,12.724,83,9.28,46.54
27.871,-0.12,0.189,8.295,12.714,83,9.28,46.51
27.935,-0.06,0.373,8.324,12.694,83,9.28,46.49
28,-0.089,0.272,8.349,12.669,83,9.28,46.44
28.065,-0.147,0.269,8.37,12.639,80,9.28,46.39
28.129,0.24,0.269,8.386,12.605,80,9.28,46.37
28.194,0.508,0.344,8.399,12.57,80,9.28,46.36
28.258,-0.147,0.347,8.408,12.532,80,9.28,46.33
28.323,-0.115,0.163,8.416,12.494,80,9.28,46.31
28.387,-0.001,0.047,8.417,12.458,80,9.28,46.25
28.452,0.132,0.329,8.417,12.421,80,9.28,46.17
28.516,-0.067,0.324,8.416,12.386,80,9.28,46.13
28.581,-0.14,0.396,8.411,12.351,80,9.28,46.14
28.645,-0.144,0.306,8.404,12.32,80,9.28,46.15
28.71,-0.138,0.324,8.394,12.291,80,9.28,46.15
28.774,-0.141,0.036,8.384,12.264,80,9.28,46.14
28.839,-0.129,0.106,8.371,12.239,80,9.28,46.16
28.903,-0.067,0.342,8.356,12.216,80,9.28,46.25
28.968,-0.143,0.117,8.339,12.193,80,9.28,46.3
29.032,-0.178,0.199,8.32,12.172,80,9.28,46.31
29.097,0.817,0.225,8.3,12.151,80,9.28,46.29
