Elapsed time(s),ECG(mV),EMG(mV),foot GSR(mV),hand GSR(mV),HR(bpm),marker(mV),RESP(mV)
8.581,-0.086,0.249,1.868,3.848,71,11.37,35.47
8.645,-0.085,0.228,1.867,3.847,71,11.37,35.46
8.71,-0.099,0.269,1.867,3.846,71,11.37,35.44
8.774,-0.084,0.269,1.867,3.843,71,11.35,35.49
8.839,-0.097,0.29,1.867,3.843,71,11.37,35.54
8.903,-0.134,0.331,1.865,3.841,71,11.37,35.62
8.968,0.176,0.704,1.864,3.841,71,11.37,35.67
9.032,-0.093,0.269,1.864,3.838,71,11.35,35.73
9.097,-0.068,0.207,1.864,3.838,71,11.37,35.83
9.161,-0.001,0.269,1.864,3.837,74,11.37,35.93
9.226,0.106,0.269,1.864,3.836,74,11.37,36.02
9.29,-0.045,0.311,1.863,3.834,74,11.37,36.1
9.355,-0.104,0.249,1.862,3.833,74,11.37,36.18
9.419,-0.088,0.269,1.862,3.832,74,11.37,36.25
9.484,-0.095,0.249,1.862,3.831,74,11.35,36.27
9.548,-0.059,0.29,1.862,3.831,74,11.35,36.34
9.613,-0.119,0.249,1.86,3.828,74,11.35,36.44
9.677,-0.081,0.435,1.86,3.828,74,11.37,36.53
9.742,0.147,0.684,1.86,3.826,74,11.35,36.62
9.806,-0.074,0.29,1.86,3.824,74,11.35,36.69
9.871,-0.034,0.228,1.858,3.823,74,11.35,36.77
9.935,0.056,0.228,1.857,3.822,80,11.35,36.85
10,0.095,0.249,1.857,3.821,80,11.35,36.92
10.065,-0.073,0.269,1.857,3.819,80,11.35,36.92
10.129,-0.074,0.228,1.857,3.818,80,11.35,36.87
10.194,-0.066,0.269,1.857,3.818,80,11.35,36.78
10.258,-0.035,0.269,1.857,3.816,80,11.35,36.67
10.323,-0.101,0.228,1.855,3.814,80,11.35,36.61
10.387,-0.058,0.435,1.855,3.813,80,11.35,36.53
10.452,0.164,0.663,1.855,3.812,80,11.35,36.49
10.516,-0.063,0.249,1.855,3.809,80,11.35,36.44
10.581,-0.022,0.228,1.855,3.808,80,11.35,36.36
10.645,0.074,0.228,1.853,3.808,84,11.35,36.28
10.71,0.111,0.249,1.852,3.808,84,11.35,36.22
10.774,-0.056,0.228,1.852,3.807,84,11.35,36.17
10.839,-0.058,0.269,1.852,3.806,84,11.35,36.12
10.903,-0.048,0.228,1.852,3.806,84,11.35,36.03
10.968,-0.024,0.228,1.85,3.804,84,11.35,35.93
11.032,-0.055,0.249,1.85,3.803,84,11.35,35.87
11.097,-0.091,0.331,1.85,3.801,84,11.35,35.83
11.161,0.223,0.746,1.85,3.801,84,11.35,35.82
11.226,-0.046,0.29,1.85,3.799,84,11.35,35.79
11.29,-0.023,0.249,1.847,3.799,84,11.35,35.78
11.355,0.047,0.249,1.847,3.796,81,11.35,35.77
11.419,0.159,0.228,1.847,3.794,81,11.35,35.75
11.484,0.012,0.249,1.847,3.794,81,11.35,35.71
11.548,-0.044,0.29,1.847,3.791,81,11.35,35.7
11.613,-0.029,0.269,1.845,3.791,81,11.35,35.67
11.677,-0.036,0.269,1.845,3.791,81,11.35,35.59
11.742,-0.028,0.249,1.845,3.791,81,11.35,35.56
11.806,-0.022,0.269,1.845,3.79,81,11.35,35.54
11.871,-0.069,0.269,1.843,3.789,81,11.35,35.52
11.935,0.239,0.746,1.842,3.786,81,11.35,35.52
12,-0.035,0.249,1.842,3.786,81,11.35,35.51
12.065,-0.012,0.269,1.842,3.784,81,11.35,35.49
12.129,0.043,0.249,1.842,3.785,81,11.35,35.49
12.194,0.162,0.269,1.842,3.784,81,11.35,35.49
12.258,0.059,0.269,1.841,3.784,81,11.35,35.49
12.323,-0.035,0.249,1.84,3.781,76,11.35,35.48
12.387,-0.028,0.228,1.84,3.781,76,11.35,35.47
12.452,-0.03,0.269,1.84,3.781,76,11.35,35.42
12.516,-0.04,0.228,1.84,3.779,76,11.35,35.38
12.581,-0.004,0.29,1.838,3.779,76,11.35,35.4
12.645,-0.061,0.269,1.838,3.776,76,11.35,35.42
12.71,-0.001,0.497,1.836,3.775,76,11.35,35.51
12.774,0.183,0.642,1.837,3.774,76,11.35,35.52
12.839,-0.03,0.249,1.837,3.774,76,11.35,35.58
12.903,0.006,0.249,1.837,3.771,76,11.35,35.67
12.968,0.097,0.249,1.835,3.771,74,11.35,35.74
13.032,0.137,0.269,1.835,3.771,74,11.35,35.82
13.097,-0.038,0.249,1.835,3.77,74,11.35,35.92
13.161,-0.043,0.29,1.835,3.769,74,11.35,36.03
13.226,-0.037,0.269,1.835,3.769,74,11.35,36.07
13.29,-0.046,0.269,1.833,3.766,74,11.35,36.1
13.355,-0.014,0.269,1.832,3.766,74,11.35,36.18
13.419,-0.075,0.269,1.832,3.766,74,11.35,36.25
13.484,0.105,0.642,1.832,3.766,74,11.35,36.35
13.548,0.063,0.559,1.832,3.764,74,11.35,36.45
13.613,-0.024,0.249,1.832,3.764,74,11.35,36.51
13.677,0.019,0.269,1.831,3.764,74,11.35,36.59
13.742,0.119,0.269,1.83,3.761,74,11.35,36.68
13.806,0.104,0.228,1.83,3.761,74,11.35,36.75
13.871,-0.041,0.269,1.83,3.761,78,11.35,36.83
13.935,-0.033,0.249,1.83,3.759,78,11.35,36.87
14,-0.034,0.207,1.827,3.759,78,11.35,36.84
14.065,-0.011,0.29,1.827,3.759,78,11.35,36.82
14.129,-0.058,0.269,1.827,3.757,78,11.35,36.78
14.194,-0.084,0.352,1.827,3.756,78,11.35,36.69
14.258,0.238,0.746,1.827,3.756,78,11.35,36.64
14.323,-0.042,0.311,1.827,3.754,78,11.35,36.56
14.387,-0.014,0.249,1.826,3.754,78,11.35,36.48
14.452,0.055,0.228,1.825,3.752,81,11.35,36.39
14.516,0.147,0.269,1.825,3.751,81,11.35,36.35
14.581,-0.016,0.228,1.825,3.751,81,11.35,36.27
14.645,-0.052,0.29,1.825,3.75,81,11.35,36.21
14.71,-0.036,0.249,1.825,3.749,81,11.35,36.13
14.774,-0.044,0.228,1.825,3.749,81,11.35,36.01
14.839,-0.046,0.269,1.822,3.746,81,11.35,35.93
14.903,-0.014,0.269,1.822,3.746,81,11.35,35.88
14.968,-0.078,0.249,1.822,3.744,81,11.35,35.86
15.032,0.163,0.642,1.822,3.744,81,11.35,35.84
15.097,0.013,0.518,1.821,3.741,81,11.35,35.83
15.161,-0.03,0.29,1.82,3.741,81,11.35,35.81
15.226,0.016,0.228,1.82,3.739,74,11.35,35.79
15.29,0.125,0.249,1.82,3.739,74,11.35,35.79
15.355,0.105,0.228,1.82,3.737,74,11.35,35.78
15.419,-0.042,0.29,1.82,3.736,74,11.35,35.76
15.484,-0.037,0.269,1.817,3.736,74,11.35,35.77
15.548,-0.034,0.228,1.817,3.734,74,11.35,35.73
15.613,-0.047,0.269,1.817,3.734,74,11.35,35.66
15.677,-0.05,0.249,1.817,3.731,74,11.35,35.65
15.742,-0.018,0.249,1.817,3.731,74,11.35,35.62
15.806,-0.067,0.249,1.817,3.731,74,11.35,35.62
15.871,0.079,0.539,1.816,3.729,74,11.35,35.62
15.935,0.112,0.559,1.816,3.729,74,11.35,35.61
16,-0.025,0.249,1.815,3.726,74,11.35,35.6
16.065,0.014,0.228,1.815,3.726,70,11.35,35.59
16.129,0.117,0.269,1.815,3.725,70,11.35,35.56
16.194,0.131,0.249,1.815,3.724,70,11.35,35.54
16.258,-0.037,0.228,1.813,3.721,70,11.35,35.54
16.323,-0.039,0.249,1.812,3.721,70,11.35,35.55
16.387,-0.034,0.269,1.812,3.721,70,11.35,35.51
16.452,-0.048,0.29,1.812,3.72,70,11.35,35.44
16.516,-0.053,0.269,1.812,3.719,70,11.35,35.41
16.581,-0.029,0.269,1.812,3.719,70,11.35,35.37
16.645,-0.056,0.228,1.811,3.716,70,11.35,35.35
16.71,-0.076,0.352,1.81,3.715,70,11.35,35.32
16.774,0.243,0.663,1.81,3.714,70,11.35,35.29
16.839,-0.038,0.228,1.81,3.714,70,11.35,35.31
16.903,-0.011,0.269,1.81,3.713,70,11.35,35.34
16.968,0.069,0.269,1.808,3.712,69,11.35,35.33
17.032,0.166,0.249,1.807,3.71,69,11.35,35.35
17.097,-0.011,0.269,1.807,3.709,69,11.35,35.35
17.161,-0.052,0.269,1.807,3.709,69,11.35,35.36
17.226,-0.042,0.228,1.807,3.709,69,11.35,35.35
17.29,-0.054,0.269,1.807,3.707,69,11.35,35.3
17.355,-0.066,0.29,1.807,3.705,69,11.35,35.32
17.419,-0.061,0.269,1.805,3.704,69,11.35,35.37
17.484,-0.056,0.249,1.805,3.704,69,11.35,35.46
17.548,-0.095,0.269,1.805,3.704,69,11.35,35.55
17.613,0.209,0.787,1.805,3.702,69,11.35,35.64
17.677,-0.061,0.269,1.805,3.702,69,11.35,35.74
17.742,-0.038,0.269,1.802,3.699,69,11.35,35.86
17.806,0.025,0.249,1.802,3.699,70,11.35,35.97
17.871,0.144,0.228,1.802,3.698,70,11.35,36.08
17.935,0.007,0.269,1.802,3.695,70,11.35,36.18
18,-0.073,0.269,1.802,3.697,70,11.35,36.28
18.065,-0.058,0.269,1.802,3.695,70,11.35,36.37
18.129,-0.065,0.249,1.802,3.694,70,11.35,36.4
18.194,-0.072,0.228,1.8,3.693,70,11.35,36.46
18.258,-0.052,0.29,1.8,3.693,70,11.35,36.55
18.323,-0.098,0.249,1.8,3.692,70,11.35,36.61
18.387,0.208,0.767,1.8,3.69,70,11.35,36.68
18.452,-0.073,0.414,1.8,3.689,70,11.35,36.71
18.516,-0.039,0.249,1.798,3.688,70,11.35,36.75
18.581,0.015,0.29,1.797,3.687,75,11.34,36.83
18.645,0.131,0.29,1.797,3.687,75,11.34,36.88
18.71,0.034,0.207,1.797,3.685,75,11.35,36.88
18.774,-0.064,0.269,1.797,3.682,75,11.35,36.84
18.839,-0.048,0.269,1.797,3.684,75,11.34,36.77
18.903,-0.055,0.269,1.797,3.683,75,11.34,36.66
18.968,-0.038,0.228,1.795,3.682,75,11.35,36.56
19.032,-0.059,0.249,1.795,3.682,75,11.34,36.52
19.097,-0.092,0.249,1.795,3.679,75,11.34,36.44
19.161,0.231,0.787,1.795,3.679,75,11.35,36.39
19.226,-0.048,0.311,1.795,3.677,75,11.34,36.33
19.29,-0.022,0.249,1.793,3.677,75,11.34,36.26
19.355,0.045,0.249,1.792,3.677,79,11.34,36.2
19.419,0.157,0.249,1.792,3.677,79,11.34,36.15
19.484,0.005,0.228,1.792,3.674,79,11.35,36.11
19.548,-0.054,0.311,1.792,3.674,79,11.34,36.06
19.613,-0.037,0.249,1.792,3.672,79,11.34,36
19.677,-0.04,0.29,1.791,3.672,79,11.35,35.9
19.742,-0.041,0.414,1.79,3.67,79,11.34,35.82
19.806,-0.016,0.29,1.79,3.669,79,11.34,35.76
19.871,-0.073,0.249,1.79,3.669,79,11.34,35.72
19.935,0.22,0.58,1.79,3.668,79,11.34,35.69
20,-0.027,0.518,1.787,3.665,79,11.34,35.66
20.065,-0.02,0.249,1.787,3.665,79,11.34,35.64
20.129,0.028,0.249,1.787,3.664,75,11.34,35.64
20.194,0.151,0.29,1.787,3.664,75,11.34,35.63
20.258,0.098,0.228,1.787,3.664,75,11.34,35.61
20.323,-0.037,0.29,1.787,3.664,75,11.34,35.6
20.387,-0.025,0.29,1.786,3.662,75,11.34,35.59
20.452,-0.024,0.29,1.785,3.662,75,11.34,35.54
20.516,-0.035,0.249,1.785,3.662,75,11.34,35.49
20.581,-0.004,0.249,1.785,3.662,75,11.34,35.48
20.645,-0.053,0.311,1.785,3.66,75,11.34,35.47
20.71,-0.047,0.352,1.783,3.658,75,11.34,35.49
20.774,0.237,0.684,1.785,3.657,75,11.34,35.49
20.839,-0.028,0.269,1.782,3.657,75,11.34,35.52
20.903,0.005,0.249,1.782,3.658,75,11.34,35.53
20.968,0.096,0.207,1.782,3.657,75,11.34,35.54
21.032,0.17,0.249,1.782,3.654,75,11.34,35.51
21.097,-0.014,0.249,1.782,3.654,75,11.34,35.49
21.161,-0.033,0.249,1.78,3.654,75,11.34,35.48
21.226,-0.022,0.269,1.78,3.654,75,11.34,35.45
21.29,-0.033,0.269,1.78,3.652,75,11.34,35.41
21.355,-0.044,0.269,1.78,3.652,75,11.34,35.38
21.419,-0.009,0.29,1.78,3.65,75,11.34,35.41
21.484,-0.06,0.228,1.78,3.649,75,11.34,35.41
21.548,0.025,0.518,1.777,3.649,75,11.34,35.43
21.613,0.164,0.684,1.777,3.649,75,11.34,35.43
21.677,-0.029,0.249,1.777,3.648,75,11.34,35.46
21.742,0.005,0.269,1.777,3.647,75,11.34,35.49
21.806,0.104,0.228,1.777,3.647,72,11.34,35.54
21.871,0.142,0.269,1.776,3.644,72,11.34,35.62
21.935,-0.041,0.249,1.775,3.644,72,11.34,35.69
22,-0.046,0.269,1.775,3.642,72,11.34,35.8
22.065,-0.04,0.249,1.775,3.64,72,11.34,35.87
22.129,-0.052,0.269,1.775,3.639,72,11.34,35.92
22.194,-0.049,0.269,1.775,3.639,72,11.34,36
22.258,-0.036,0.249,1.774,3.637,72,11.34,36.07
22.323,-0.08,0.228,1.773,3.637,72,11.34,36.16
22.387,0.223,0.684,1.773,3.637,72,11.34,36.25
22.452,-0.06,0.29,1.773,3.637,72,11.34,36.31
22.516,-0.03,0.249,1.773,3.637,72,11.34,36.39
22.581,0.027,0.228,1.773,3.634,74,11.34,36.45
22.645,0.142,0.249,1.771,3.634,74,11.34,36.52
22.71,0.028,0.29,1.771,3.634,74,11.34,36.59
22.774,-0.066,0.29,1.77,3.633,74,11.34,36.67
22.839,-0.05,0.249,1.77,3.632,74,11.34,36.73
22.903,-0.056,0.249,1.77,3.63,74,11.34,36.78
22.968,-0.027,0.249,1.77,3.632,74,11.34,36.84
23.032,-0.088,0.249,1.77,3.629,74,11.34,36.94
23.097,-0.088,0.414,1.768,3.628,74,11.34,37.02
23.161,0.21,0.787,1.768,3.627,74,11.34,37.08
23.226,-0.053,0.29,1.768,3.627,74,11.34,37.11
23.29,-0.015,0.269,1.768,3.625,74,11.34,37.11
23.355,0.072,0.29,1.768,3.625,80,11.34,37.08
23.419,0.131,0.29,1.768,3.625,80,11.34,37.02
23.484,-0.045,0.228,1.765,3.625,80,11.34,36.94
23.548,-0.056,0.207,1.765,3.625,80,11.34,36.85
23.613,-0.044,0.269,1.765,3.625,80,11.34,36.72
23.677,-0.045,0.249,1.765,3.625,80,11.34,36.61
23.742,-0.028,0.249,1.765,3.622,80,11.34,36.54
23.806,-0.092,0.269,1.765,3.62,80,11.34,36.5
23.871,0.143,0.663,1.763,3.62,80,11.34,36.43
23.935,0.01,0.601,1.763,3.621,80,11.34,36.39
24,-0.044,0.249,1.763,3.62,80,11.34,36.33
24.065,0.005,0.249,1.763,3.62,80,11.34,36.27
24.129,0.122,0.269,1.763,3.62,80,11.34,36.23
24.194,0.095,0.269,1.763,3.62,80,11.34,36.17
24.258,-0.053,0.29,1.76,3.618,80,11.33,36.11
24.323,-0.044,0.29,1.76,3.617,80,11.33,36.05
24.387,-0.036,0.269,1.76,3.617,80,11.33,35.97
24.452,-0.045,0.29,1.76,3.617,80,11.34,35.87
24.516,-0.009,0.29,1.76,3.617,80,11.34,35.82
24.581,-0.067,0.249,1.76,3.616,80,11.33,35.77
24.645,-0.056,0.352,1.76,3.617,80,11.33,35.74
24.71,0.234,0.912,1.758,3.615,80,11.34,35.72
24.774,-0.032,0.249,1.758,3.616,80,11.33,35.7
24.839,0.002,0.269,1.758,3.617,80,11.34,35.64
24.903,0.096,0.269,1.758,3.617,75,11.33,35.61
24.968,0.172,0.249,1.758,3.617,75,11.34,35.61
25.032,-0.013,0.249,1.758,3.617,75,11.34,35.61
25.097,-0.032,0.249,1.755,3.615,75,11.33,35.58
25.161,-0.02,0.269,1.755,3.615,75,11.33,35.54
25.226,-0.029,0.249,1.755,3.615,75,11.33,35.48
25.29,-0.037,0.228,1.755,3.615,75,11.34,35.44
25.355,-0.004,0.249,1.755,3.612,75,11.33,35.43
25.419,-0.061,0.249,1.755,3.612,75,11.34,35.42
25.484,0.123,0.601,1.755,3.61,75,11.33,35.43
25.548,0.081,0.559,1.753,3.61,75,11.33,35.43
25.613,-0.019,0.249,1.753,3.61,75,11.33,35.44
25.677,0.022,0.228,1.753,3.607,72,11.33,35.45
25.742,0.136,0.228,1.753,3.607,72,11.34,35.47
25.806,0.137,0.29,1.753,3.607,72,11.33,35.49
25.871,-0.034,0.249,1.753,3.607,72,11.33,35.49
25.935,-0.034,0.269,1.751,3.607,72,11.33,35.52
26,-0.031,0.249,1.753,3.605,72,11.33,35.53
26.065,-0.042,0.249,1.75,3.607,72,11.33,35.52
26.129,-0.051,0.269,1.75,3.605,72,11.33,35.56
26.194,-0.022,0.249,1.75,3.602,72,11.33,35.62
26.258,-0.065,0.269,1.75,3.602,72,11.33,35.69
26.323,-0.043,0.414,1.75,3.602,72,11.33,35.8
26.387,0.211,0.725,1.749,3.602,72,11.33,35.87
26.452,-0.033,0.249,1.748,3.6,72,11.33,35.97
26.516,0.002,0.249,1.748,3.6,72,11.33,36.08
26.581,0.091,0.228,1.748,3.6,70,11.33,36.16
26.645,0.155,0.269,1.748,3.597,70,11.33,36.24
26.71,-0.033,0.269,1.748,3.597,70,11.33,36.32
26.774,-0.046,0.269,1.748,3.596,70,11.33,36.41
26.839,-0.037,0.29,1.748,3.592,70,11.33,36.47
26.903,-0.049,0.269,1.745,3.593,70,11.33,36.51
26.968,-0.019,0.249,1.745,3.595,70,11.33,36.56
27.032,-0.077,0.269,1.745,3.593,70,11.33,36.65
27.097,-0.02,0.477,1.745,3.592,70,11.33,36.73
27.161,0.177,0.704,1.745,3.591,70,11.33,36.78
27.226,-0.038,0.311,1.745,3.591,70,11.33,36.79
27.29,0,0.269,1.743,3.59,70,11.33,36.78
27.355,0.097,0.269,1.743,3.59,77,11.33,36.76
27.419,0.128,0.249,1.743,3.59,77,11.33,36.75
27.484,-0.048,0.228,1.743,3.59,77,11.33,36.72
27.548,-0.049,0.249,1.743,3.588,77,11.33,36.67
27.613,-0.041,0.269,1.743,3.587,77,11.33,36.59
27.677,-0.053,0.228,1.743,3.586,77,11.33,36.48
27.742,-0.046,0.29,1.74,3.585,77,11.33,36.43
27.806,-0.042,0.249,1.74,3.585,77,11.33,36.35
27.871,-0.084,0.228,1.74,3.585,77,11.33,36.29
27.935,0.233,0.642,1.74,3.583,77,11.33,36.25
28,-0.051,0.311,1.739,3.583,77,11.33,36.2
28.065,-0.027,0.249,1.738,3.582,77,11.33,36.16
28.129,0.034,0.228,1.739,3.581,74,11.33,36.11
28.194,0.162,0.269,1.738,3.581,74,11.33,36.06
28.258,0.041,0.228,1.738,3.58,74,11.33,36.01
28.323,-0.051,0.269,1.738,3.58,74,11.33,35.97
28.387,-0.034,0.249,1.738,3.578,74,11.33,35.93
28.452,-0.034,0.249,1.738,3.577,74,11.33,35.84
28.516,-0.047,0.311,1.735,3.577,74,11.33,35.76
28.581,-0.047,0.311,1.735,3.577,74,11.33,35.72
28.645,-0.023,0.228,1.735,3.575,74,11.33,35.69
28.71,-0.071,0.29,1.735,3.573,74,11.33,35.69
28.774,0.235,0.663,1.735,3.572,74,11.33,35.68
28.839,-0.035,0.497,1.735,3.572,74,11.33,35.66
28.903,-0.018,0.249,1.734,3.572,74,11.33,35.66
28.968,0.033,0.29,1.733,3.57,70,11.33,35.64
29.032,0.16,0.29,1.733,3.57,70,11.33,35.61
29.097,0.093,0.269,1.733,3.57,70,11.33,35.6
29.161,-0.039,0.269,1.733,3.568,70,11.33,35.59
