Elapsed time(s),ECG(mV),EMG(mV),foot GSR(mV),hand GSR(mV),HR(bpm),marker(mV),RESP(mV)
13.355,-0.072,0.339,6.221,5.234,60,16.6,48.85
13.419,-0.061,0.342,6.217,5.231,60,16.6,48.81
13.484,-0.068,0.199,6.213,5.228,60,16.6,48.68
13.548,-0.077,0.161,6.208,5.224,60,16.6,48.64
13.613,-0.078,0.163,6.205,5.22,60,16.6,48.61
13.677,-0.074,0.161,6.201,5.218,60,16.6,48.61
13.742,-0.057,0.199,6.196,5.214,60,16.6,48.64
13.806,-0.027,0.334,6.192,5.212,60,16.6,48.63
13.871,-0.08,0.029,6.188,5.208,60,16.6,48.62
13.935,0.241,0.251,6.185,5.204,60,16.6,48.63
14,0.023,0.368,6.181,5.202,60,16.6,48.65
14.065,0.034,0.401,6.178,5.199,60,16.6,48.68
14.129,0.131,0.293,6.174,5.196,60,16.6,48.68
14.194,0.307,0.023,6.171,5.193,60,16.6,48.68
14.258,0.232,0.228,6.166,5.189,60,16.6,48.69
14.323,-0.042,0.225,6.164,5.186,60,16.6,48.68
14.387,-0.043,0.197,6.159,5.183,59,16.59,48.68
14.452,-0.042,0.197,6.156,5.181,59,16.59,48.62
14.516,-0.054,0.378,6.153,5.178,59,16.59,48.54
14.581,-0.059,0.251,6.149,5.174,59,16.6,48.53
14.645,-0.058,0.015,6.146,5.172,59,16.6,48.53
14.71,-0.054,0.308,6.139,5.166,59,16.6,48.58
14.774,-0.037,0.251,6.139,5.167,59,16.6,48.58
14.839,0.003,0.228,6.136,5.163,59,16.6,48.56
14.903,-0.048,0.228,6.134,5.159,59,16.59,48.54
14.968,0.188,0.269,6.13,5.157,59,16.59,48.58
15.032,0.124,0.376,6.126,5.154,59,16.59,48.6
15.097,0.06,0.228,6.123,5.152,59,16.59,48.61
15.161,0.152,0.256,6.12,5.149,59,16.6,48.6
15.226,0.324,0.228,6.116,5.147,59,16.6,48.62
15.29,0.286,0.285,6.114,5.143,59,16.6,48.62
15.355,-0.004,0.295,6.11,5.141,59,16.6,48.61
15.419,-0.022,0.254,6.109,5.138,58,16.6,48.59
15.484,-0.014,0.194,6.105,5.136,58,16.59,48.55
15.548,-0.023,0.251,6.103,5.133,58,16.6,48.47
15.613,-0.022,0.254,6.1,5.131,58,16.6,48.5
15.677,-0.015,0.021,6.097,5.127,58,16.59,48.61
15.742,-0.011,0.158,6.093,5.125,58,16.59,48.76
15.806,0.024,0.194,6.091,5.122,58,16.59,48.95
15.871,0.035,0.313,6.087,5.12,58,16.58,49.1
15.935,0.005,0.031,6.084,5.117,58,16.58,49.27
16,0.443,0.29,6.082,5.115,58,16.58,49.46
16.065,0.022,0.332,6.079,5.112,58,16.58,49.66
16.129,0.152,0.277,6.077,5.11,58,16.58,49.86
16.194,0.27,0.334,6.073,5.107,58,16.57,50.02
16.258,0.45,0.034,6.071,5.105,58,16.57,50.2
16.323,0.248,0.272,6.068,5.102,58,16.56,50.38
16.387,0.057,0.409,6.066,5.1,58,16.57,50.56
16.452,0.056,0.259,6.063,5.097,58,16.56,50.72
16.516,0.044,0.391,6.061,5.095,58,16.56,50.83
16.581,0.034,0.313,6.057,5.092,58,16.56,50.9
16.645,0.029,0.378,6.054,5.09,58,16.56,50.96
16.71,0.032,0.026,6.051,5.087,58,16.56,50.97
16.774,0.073,0.194,6.048,5.085,58,16.56,50.93
16.839,0.008,0.376,6.046,5.084,58,16.56,50.83
16.903,0.102,0.306,6.043,5.08,59,16.56,50.64
16.968,0.312,0.396,6.041,5.077,59,16.56,50.43
17.032,0.089,0.114,6.038,5.076,59,16.56,50.28
17.097,0.168,0.197,6.034,5.074,59,16.56,50.14
17.161,0.326,0.329,6.032,5.071,59,16.56,49.99
17.226,0.336,0.368,6.029,5.067,59,16.56,49.82
17.29,0.018,0.347,6.027,5.066,59,16.54,49.65
17.355,-0.013,0.163,6.024,5.064,59,16.54,49.49
17.419,-0.01,0.111,6.022,5.061,50,16.54,49.32
17.484,-0.022,0.357,6.018,5.059,50,16.54,49.11
17.548,-0.033,0.254,6.016,5.056,50,16.54,48.98
17.613,-0.038,0.272,6.013,5.054,50,16.54,48.9
17.677,-0.019,0.163,6.011,5.051,50,16.53,48.85
17.742,0.001,0.228,6.009,5.049,50,16.53,48.82
17.806,-0.054,0.163,6.006,5.046,50,16.54,48.75
17.871,0.329,0.251,6.004,5.045,50,16.53,48.71
17.935,-0.018,0.342,6,5.042,50,16.54,48.71
18,0.05,0.376,5.999,5.04,50,16.53,48.71
18.065,0.144,0.197,5.995,5.038,50,16.54,48.71
18.129,0.322,0.117,5.994,5.037,50,16.53,48.7
18.194,0.204,0.114,5.991,5.034,50,16.53,48.7
18.258,-0.055,0.163,5.989,5.032,50,16.54,48.68
18.323,-0.06,0.355,5.986,5.029,50,16.54,48.68
18.387,-0.059,0.425,5.984,5.027,50,16.53,48.61
18.452,-0.072,0.293,5.981,5.024,50,16.54,48.53
18.516,-0.08,0.015,5.979,5.022,50,16.53,48.5
18.581,-0.083,0.197,5.975,5.02,50,16.53,48.51
18.645,-0.053,0.111,5.974,5.017,50,16.53,48.51
18.71,-0.058,0.37,5.971,5.015,50,16.53,48.54
18.774,-0.101,0.22,5.969,5.013,50,16.53,48.52
18.839,0.339,0.269,5.966,5.012,50,16.53,48.52
18.903,-0.115,0.313,5.964,5.008,50,16.53,48.54
18.968,0.016,0.269,5.961,5.007,50,16.53,48.57
19.032,0.119,0.023,5.959,5.004,62,16.53,48.58
19.097,0.299,0.018,5.957,5.002,62,16.53,48.58
19.161,0.128,0.365,5.955,5,62,16.53,48.58
19.226,-0.095,0.401,5.952,4.998,62,16.53,48.56
19.29,-0.1,0.295,5.95,4.995,62,16.53,48.55
19.355,-0.097,0.365,5.947,4.994,62,16.53,48.51
19.419,-0.106,0.277,5.946,4.992,62,16.53,48.5
19.484,-0.113,0.249,5.942,4.989,62,16.53,48.61
19.548,-0.109,0.249,5.94,4.987,62,16.52,48.75
19.613,-0.078,0.197,5.937,4.984,62,16.52,48.94
19.677,-0.07,0.308,5.936,4.983,62,16.52,49.14
19.742,-0.111,0.194,5.934,4.982,62,16.52,49.3
19.806,0.311,0.202,5.931,4.979,62,16.52,49.47
19.871,-0.099,0.339,5.929,4.978,62,16.53,49.68
19.935,0.008,0.166,5.926,4.975,62,16.53,49.9
20,0.112,0.197,5.925,4.974,61,16.54,50.08
20.065,0.301,0.021,5.922,4.972,61,16.56,50.25
20.129,0.174,0.337,5.92,4.97,61,16.54,50.44
20.194,-0.064,0.277,5.919,4.969,61,16.54,50.59
20.258,-0.075,0.228,5.917,4.967,61,16.53,50.74
20.323,-0.08,0.228,5.914,4.967,61,16.53,50.86
20.387,-0.093,0.275,5.912,4.964,61,16.53,50.9
20.452,-0.101,0.249,5.909,4.963,61,16.53,50.94
20.516,-0.082,0.357,5.907,4.96,61,16.54,50.89
20.581,-0.066,0.228,5.904,4.959,61,16.54,50.82
20.645,-0.116,0.295,5.902,4.957,61,16.53,50.69
20.71,0.196,0.231,5.899,4.955,61,16.53,50.47
20.774,0.004,0.342,5.897,4.954,61,16.53,50.26
20.839,-0.007,0.197,5.894,4.952,61,16.53,50.09
20.903,0.089,0.163,5.892,4.95,65,16.53,49.94
20.968,0.268,0.117,5.89,4.95,65,16.53,49.76
21.032,0.179,0.306,5.888,4.947,65,16.53,49.56
21.097,-0.092,0.36,5.885,4.946,65,16.53,49.38
21.161,-0.098,0.342,5.883,4.945,65,16.53,49.23
21.226,-0.096,0.018,5.882,4.942,65,16.53,49.06
21.29,-0.106,0.254,5.879,4.941,65,16.53,48.87
21.355,-0.112,0.117,5.877,4.938,65,16.53,48.78
21.419,-0.112,0.117,5.874,4.937,65,16.53,48.74
21.484,-0.107,0.194,5.872,4.935,65,16.53,48.7
21.548,-0.06,0.228,5.869,4.933,65,16.53,48.65
21.613,-0.117,0.311,5.868,4.931,65,16.53,48.6
21.677,-0.116,0.308,5.865,4.93,65,16.53,48.6
21.742,0.262,0.29,5.863,4.927,65,16.53,48.63
21.806,-0.032,0.378,5.86,4.925,65,16.52,48.63
21.871,0.037,0.275,5.859,4.923,65,16.52,48.62
21.935,0.18,0.021,5.857,4.921,60,16.52,48.61
22,0.287,0.293,5.854,4.92,60,16.52,48.6
22.065,-0.049,0.347,5.852,4.917,60,16.52,48.59
22.129,-0.117,0.352,5.852,4.915,60,16.52,48.58
22.194,-0.111,0.326,5.849,4.913,60,16.52,48.58
22.258,-0.121,0.163,5.845,4.912,60,16.52,48.48
22.323,-0.137,0.251,5.844,4.91,60,16.52,48.42
22.387,-0.136,0.197,5.842,4.907,60,16.51,48.42
22.452,-0.142,0.036,5.839,4.906,60,16.52,48.43
22.516,-0.133,0.251,5.837,4.903,60,16.52,48.47
22.581,-0.083,0.306,5.835,4.901,60,16.52,48.47
22.645,-0.144,0.399,5.833,4.898,60,16.51,48.44
22.71,-0.117,0.344,5.832,4.897,60,16.52,48.46
22.774,0.214,0.313,5.83,4.895,60,16.51,48.48
22.839,-0.056,0.295,5.828,4.893,60,16.52,48.5
22.903,0.016,0.228,5.825,4.891,60,16.52,48.52
22.968,0.165,0.225,5.823,4.888,58,16.54,48.54
23.032,0.245,0.357,5.821,4.887,58,16.54,48.54
23.097,-0.092,0.249,5.818,4.885,58,16.52,48.53
23.161,-0.146,0.166,5.817,4.882,58,16.49,48.52
23.226,-0.138,0.254,5.816,4.882,58,16.52,48.5
23.29,-0.15,0.287,5.813,4.878,58,16.52,48.44
23.355,-0.158,0.163,5.811,4.877,58,16.52,48.42
23.419,-0.161,0.293,5.81,4.875,58,16.52,48.42
23.484,-0.159,0.316,5.807,4.872,58,16.53,48.46
23.548,-0.155,0.119,5.805,4.87,58,16.53,48.57
23.613,-0.106,0.114,5.802,4.87,58,16.53,48.67
23.677,-0.151,0.344,5.801,4.867,58,16.52,48.79
23.742,-0.166,0.342,5.798,4.865,58,16.52,49
23.806,0.228,0.3,5.797,4.863,58,16.52,49.27
23.871,-0.08,0.311,5.795,4.861,58,16.52,49.49
23.935,-0.006,0.163,5.792,4.86,58,16.52,49.68
24,0.132,0.026,5.79,4.858,57,16.52,49.87
24.065,0.275,0.241,5.788,4.855,57,16.51,50.06
24.129,-0.04,0.394,5.786,4.854,57,16.51,50.24
24.194,-0.135,0.262,5.785,4.853,57,16.51,50.42
24.258,-0.135,0.324,5.782,4.85,57,16.51,50.59
24.323,-0.145,0.254,5.781,4.849,57,16.51,50.67
24.387,-0.166,0.347,5.778,4.846,57,16.51,50.77
24.452,-0.172,0.163,5.777,4.844,57,16.51,50.88
24.516,-0.152,0.228,5.775,4.843,57,16.51,50.98
24.581,-0.118,0.313,5.772,4.84,57,16.51,51.01
24.645,-0.174,0.36,5.77,4.839,57,16.51,50.93
24.71,0.141,0.282,5.767,4.838,57,16.51,50.81
24.774,-0.047,0.404,5.766,4.835,57,16.49,50.73
24.839,-0.063,0.251,5.765,4.833,57,16.49,50.67
24.903,0.036,0.166,5.762,4.833,63,16.48,50.6
24.968,0.21,0.117,5.76,4.829,63,16.49,50.5
25.032,0.129,0.324,5.758,4.828,63,16.49,50.38
25.097,-0.144,0.308,5.757,4.826,63,16.49,50.23
25.161,-0.157,0.194,5.753,4.824,63,16.51,50.09
25.226,-0.151,0.021,5.752,4.823,63,16.51,49.92
25.29,-0.165,0.096,5.75,4.82,63,16.51,49.69
25.355,-0.202,0.469,5.747,4.818,63,16.49,49.51
25.419,-0.235,0.505,5.746,4.816,63,16.51,49.4
25.484,-0.158,0.161,5.745,4.815,63,16.52,49.32
25.548,-0.105,0.243,5.743,4.813,63,16.52,49.27
25.613,-0.184,0.277,5.74,4.811,63,16.51,49.18
25.677,-0.142,0.251,5.739,4.809,63,16.51,49.06
25.742,0.231,0.275,5.736,4.808,63,16.49,48.67
25.806,-0.039,0.321,5.735,4.808,63,16.48,48.34
25.871,0.039,0.35,5.733,4.806,63,16.48,48.16
25.935,0.183,0.194,5.73,4.805,63,16.48,48.19
26,0.287,0.275,5.729,4.803,63,16.48,48.33
26.065,-0.047,0.36,5.725,4.803,63,16.43,48.61
26.129,-0.143,0.332,5.724,4.8,60,16.42,48.81
26.194,-0.158,0.29,5.723,4.799,60,16.38,48.89
26.258,-0.168,0.117,5.72,4.798,60,16.47,48.54
26.323,-0.183,0.161,5.718,4.795,60,16.69,48.36
26.387,-0.187,0.117,5.715,4.793,60,16.75,48.55
26.452,-0.161,0.021,5.715,4.79,60,16.86,48.72
26.516,-0.17,0.023,5.713,4.79,60,16.64,49.3
26.581,-0.212,0.254,5.71,4.788,60,16.54,50.12
26.645,0.234,0.282,5.71,4.786,60,16.58,50.64
26.71,-0.226,0.326,5.708,4.784,60,16.63,50.99
26.774,-0.099,0.251,5.705,4.783,60,16.69,51.24
26.839,0.01,0.36,5.705,4.781,64,16.47,51.38
26.903,0.198,0.36,5.703,4.78,64,16.3,51.44
26.968,0,0.37,5.701,4.778,64,16.32,51.43
27.032,-0.196,0.355,5.7,4.776,64,16.27,51.58
27.097,-0.201,0.269,5.698,4.775,64,16.42,51.83
27.161,-0.19,0.389,5.696,4.773,64,16.76,51.98
27.226,-0.206,0.052,5.695,4.773,64,16.93,52.03
27.29,-0.176,0.117,5.694,4.771,64,17.32,52.16
27.355,-0.161,0.254,5.691,4.771,64,16.92,52.35
27.419,-0.217,0.163,5.69,4.771,64,16.65,52.73
27.484,0.229,0.272,5.689,4.771,64,16.75,53.45
27.548,-0.228,0.394,5.688,4.772,64,16.91,54.21
27.613,-0.104,0.272,5.685,4.773,64,16.73,54.52
27.677,0.013,0.308,5.685,4.776,71,16.57,54.6
27.742,0.203,0.114,5.683,4.781,71,16.43,54.42
27.806,-0.002,0.376,5.683,4.787,71,16.47,54.13
27.871,-0.202,0.401,5.68,4.795,71,16.27,53.84
27.935,-0.184,0.298,5.68,4.805,71,16.26,53.65
28,-0.181,0.117,5.683,4.816,71,16.32,53.59
28.065,-0.189,0.021,5.684,4.829,71,16.45,53.57
28.129,-0.155,0.021,5.689,4.844,71,16.29,53.6
28.194,-0.153,0.251,5.694,4.858,71,16.08,53.6
28.258,-0.214,0.251,5.699,4.871,71,16.46,53.44
28.323,0.233,0.223,5.704,4.888,71,16.67,53
28.387,-0.224,0.313,5.71,4.907,71,16.42,52.1
28.452,-0.107,0.228,5.716,4.925,71,16.53,50.89
28.516,0.025,0.401,5.725,4.942,71,16.64,50.08
28.581,0.204,0.256,5.734,4.96,71,16.86,49.88
28.645,0,0.347,5.742,4.977,71,17.18,49.7
28.71,-0.16,0.228,5.752,4.993,71,17.1,49.62
28.774,-0.155,0.332,5.763,5.01,71,16.67,49.24
28.839,-0.158,0.342,5.774,5.026,71,16.78,47.66
28.903,-0.151,0.329,5.788,5.042,71,16.84,46.61
28.968,-0.113,0.192,5.802,5.061,71,16.91,46.41
29.032,-0.194,0.357,5.816,5.081,71,16.85,46.7
29.097,0.153,0.342,5.83,5.102,71,16.96,46.85
29.161,-0.114,0.311,5.845,5.131,71,17.08,47.04
29.226,-0.061,0.381,5.86,5.16,71,17.29,47.52
