Elapsed time(s),ECG(mV),EMG(mV),foot GSR(mV),hand GSR(mV),HR(bpm),marker(mV),RESP(mV)
12.71,-0.026,0.29,5.492,8.35,80,12.47,20.14
12.774,-0.084,0.207,5.487,8.336,80,12.47,20.08
12.839,-0.09,0.249,5.482,8.325,80,12.47,20
12.903,0.196,0.477,5.478,8.315,80,12.47,19.95
12.968,-0.024,0.269,5.475,8.303,80,12.47,19.91
13.032,0.07,0.186,5.47,8.289,80,12.47,19.91
13.097,0.224,0.207,5.465,8.278,80,12.47,19.9
13.161,0.13,0.207,5.462,8.267,80,12.47,19.91
13.226,-0.076,0.104,5.458,8.254,72,12.48,19.9
13.29,-0.071,0.29,5.453,8.243,72,12.47,19.93
13.355,-0.072,0.228,5.45,8.233,72,12.47,19.82
13.419,-0.078,0.269,5.445,8.223,72,12.47,19.73
13.484,-0.021,0.311,5.44,8.211,72,12.47,19.71
13.548,-0.058,0.228,5.437,8.2,72,12.48,19.72
13.613,-0.103,0.249,5.433,8.191,72,12.47,19.74
13.677,0.211,0.456,5.428,8.182,72,12.47,19.79
13.742,-0.023,0.228,5.424,8.173,72,12.47,19.86
13.806,0.062,0.269,5.42,8.161,72,12.47,19.9
13.871,0.217,0.311,5.415,8.153,72,12.48,19.91
13.935,0.169,0.331,5.413,8.145,72,12.47,19.94
14,-0.064,0.269,5.408,8.135,76,12.48,19.96
14.065,-0.066,0.29,5.405,8.12,76,12.47,19.97
14.129,-0.066,0.186,5.402,8.108,76,12.48,19.82
14.194,-0.022,0.207,5.398,8.099,76,12.48,19.71
14.258,-0.045,0.207,5.395,8.089,76,12.48,19.74
14.323,-0.104,0.331,5.391,8.079,76,12.48,19.77
14.387,0.203,0.435,5.386,8.071,76,12.48,19.79
14.452,-0.029,0.29,5.383,8.063,76,12.48,19.84
14.516,0.054,0.311,5.38,8.058,76,12.48,19.8
14.581,0.211,0.249,5.376,8.053,76,12.47,19.77
14.645,0.164,0.228,5.372,8.045,76,12.47,19.78
14.71,-0.069,0.29,5.368,8.038,84,12.47,19.79
14.774,-0.069,0.249,5.365,8.031,84,12.47,19.82
14.839,-0.066,0.269,5.361,8.026,84,12.47,19.8
14.903,0,0.207,5.357,8.021,84,12.47,19.71
14.968,-0.091,0.207,5.353,8.016,84,12.47,19.67
15.032,0.102,0.249,5.35,8.008,84,12.47,19.7
15.097,0.01,0.497,5.346,8.001,84,12.48,19.73
15.161,-0.004,0.249,5.342,7.996,84,12.47,19.75
15.226,0.11,0.352,5.338,7.991,84,12.47,19.8
15.29,0.256,0.166,5.336,7.986,84,12.47,19.87
15.355,0.033,0.249,5.332,7.978,84,12.47,19.94
15.419,-0.071,0.186,5.328,7.972,87,12.47,20.02
15.484,-0.061,0.249,5.326,7.963,87,12.47,20.12
15.548,-0.07,0.207,5.322,7.957,87,12.47,20.09
15.613,-0.04,0.249,5.318,7.95,87,12.47,20.1
15.677,-0.019,0.269,5.316,7.942,87,12.47,20.2
15.742,-0.089,0.166,5.312,7.934,87,12.47,20.36
15.806,0.26,0.331,5.308,7.925,87,12.47,20.5
15.871,-0.076,0.249,5.306,7.915,87,12.47,20.64
15.935,0.049,0.228,5.301,7.907,87,12.47,20.8
16,0.186,0.186,5.299,7.897,87,12.47,20.98
16.065,0.248,0.249,5.295,7.887,87,12.47,21.2
16.129,-0.006,0.249,5.291,7.877,87,12.47,21.4
16.194,-0.035,0.269,5.289,7.867,80,12.47,21.64
16.258,-0.03,0.29,5.285,7.86,80,12.47,21.78
16.323,-0.038,0.269,5.281,7.848,80,12.47,21.86
16.387,-0.04,0.249,5.279,7.838,80,12.47,22.08
16.452,0.029,0.186,5.276,7.828,80,12.47,22.39
16.516,-0.023,0.166,5.273,7.819,80,12.47,22.74
16.581,-0.035,0.269,5.27,7.81,80,12.47,23.07
16.645,0.285,0.414,5.266,7.8,80,12.47,23.37
16.71,0.049,0.228,5.264,7.792,80,12.47,23.66
16.774,0.136,0.186,5.26,7.783,80,12.47,23.92
16.839,0.27,0.166,5.256,7.773,80,12.47,24.14
16.903,0.205,0.352,5.254,7.766,80,12.47,24.26
16.968,0.012,0.249,5.251,7.756,80,12.47,24.31
17.032,0.01,0.207,5.248,7.747,73,12.47,24.29
17.097,0,0.29,5.244,7.738,73,12.47,24.04
17.161,-0.011,0.207,5.241,7.728,73,12.47,23.82
17.226,-0.017,0.29,5.239,7.72,73,12.47,23.68
17.29,0.021,0.29,5.235,7.711,73,12.47,23.52
17.355,-0.008,0.311,5.233,7.705,73,12.47,23.35
17.419,-0.062,0.249,5.229,7.697,73,12.47,23.1
17.484,0.254,0.331,5.225,7.69,73,12.47,22.81
17.548,-0.029,0.29,5.223,7.681,73,12.47,22.52
17.613,0.051,0.166,5.219,7.673,73,12.47,22.23
17.677,0.18,0.207,5.216,7.665,73,12.47,21.95
17.742,0.186,0.269,5.214,7.658,73,12.47,21.7
17.806,-0.068,0.186,5.212,7.653,70,12.47,21.45
17.871,-0.087,0.249,5.208,7.648,70,12.47,21.22
17.935,-0.091,0.186,5.207,7.644,70,12.47,20.93
18,-0.103,0.249,5.203,7.643,70,12.47,20.64
18.065,-0.103,0.228,5.201,7.649,70,12.47,20.43
18.129,-0.093,0.249,5.197,7.66,70,12.47,20.3
18.194,-0.028,0.124,5.194,7.678,70,12.47,20.19
18.258,-0.114,0.228,5.192,7.705,70,12.47,20.11
18.323,0.104,0.331,5.189,7.741,70,12.47,20.04
18.387,-0.015,0.352,5.187,7.786,70,12.47,19.99
18.452,-0.026,0.311,5.184,7.834,70,12.47,19.96
18.516,0.081,0.269,5.182,7.889,68,12.48,19.95
18.581,0.226,0.228,5.181,7.943,68,12.48,19.95
18.645,0.029,0.228,5.178,8.002,68,12.47,19.96
18.71,-0.104,0.186,5.178,8.062,68,12.45,19.95
18.774,-0.099,0.207,5.178,8.117,68,12.47,19.97
18.839,-0.107,0.207,5.178,8.172,68,12.47,19.86
18.903,-0.111,0.207,5.178,8.224,68,12.45,19.76
18.968,-0.113,0.207,5.181,8.279,68,12.47,19.74
19.032,-0.066,0.228,5.181,8.329,68,12.47,19.76
19.097,-0.085,0.145,5.183,8.373,68,12.47,19.78
19.161,-0.136,0.186,5.186,8.411,68,12.47,19.79
19.226,0.178,0.456,5.188,8.444,68,12.47,19.82
19.29,-0.077,0.311,5.191,8.468,68,12.47,19.86
19.355,0.008,0.352,5.193,8.49,68,12.47,19.9
19.419,0.15,0.207,5.196,8.505,68,12.47,19.93
19.484,0.177,0.269,5.198,8.518,68,12.45,19.98
19.548,-0.088,0.29,5.199,8.522,68,12.45,20.01
19.613,-0.111,0.207,5.203,8.516,68,12.45,20.06
19.677,-0.111,0.249,5.203,8.509,68,12.45,20.04
19.742,-0.123,0.269,5.206,8.5,68,12.45,19.92
19.806,-0.126,0.249,5.206,8.489,68,12.47,19.86
19.871,-0.125,0.228,5.207,8.472,68,12.45,19.87
19.935,-0.055,0.29,5.208,8.452,68,12.47,19.89
20,-0.13,0.207,5.208,8.432,68,12.47,19.89
20.065,-0.043,0.352,5.208,8.41,68,12.48,19.91
20.129,0.079,0.435,5.207,8.387,68,12.48,19.94
20.194,-0.054,0.166,5.206,8.365,68,12.48,19.98
20.258,0.049,0.207,5.206,8.344,68,12.48,20.02
20.323,0.205,0.207,5.203,8.321,68,12.48,20.06
20.387,0.062,0.29,5.201,8.299,68,12.48,20.1
20.452,-0.108,0.186,5.199,8.276,68,12.48,20.15
20.516,-0.097,0.207,5.197,8.253,68,12.48,20.21
20.581,-0.097,0.228,5.194,8.232,68,12.48,20.17
20.645,-0.095,0.207,5.191,8.21,68,12.47,20.23
20.71,-0.086,0.207,5.188,8.189,68,12.47,20.48
20.774,-0.01,0.228,5.186,8.169,68,12.47,20.8
20.839,-0.07,0.311,5.182,8.149,68,12.47,21.15
20.903,0.008,0.228,5.178,8.129,68,12.47,21.5
20.968,0.175,0.435,5.174,8.112,68,12.47,21.86
21.032,0.029,0.166,5.171,8.094,68,12.48,22.23
21.097,0.132,0.352,5.167,8.078,68,12.48,22.62
21.161,0.288,0.269,5.164,8.062,68,12.47,23.03
21.226,0.148,0.249,5.159,8.045,68,12.47,23.44
21.29,-0.019,0.166,5.157,8.031,71,12.47,23.87
21.355,-0.017,0.166,5.152,8.015,71,12.47,24.24
21.419,-0.025,0.228,5.149,7.998,71,12.47,24.46
21.484,-0.033,0.331,5.144,7.984,71,12.47,24.67
21.548,0.022,0.249,5.142,7.971,71,12.48,24.89
21.613,-0.021,0.249,5.138,7.956,71,12.48,25.01
21.677,-0.06,0.228,5.134,7.942,71,12.47,25.04
21.742,0.278,0.435,5.131,7.929,71,12.47,24.97
21.806,0.005,0.249,5.128,7.916,71,12.48,24.84
21.871,0.081,0.207,5.125,7.904,71,12.48,24.72
21.935,0.22,0.352,5.121,7.891,71,12.47,24.56
22,0.165,0.269,5.119,7.879,71,12.47,24.36
22.065,-0.067,0.207,5.115,7.867,75,12.48,24.06
22.129,-0.078,0.331,5.112,7.858,75,12.47,23.69
22.194,-0.092,0.207,5.11,7.848,75,12.47,23.19
22.258,-0.109,0.311,5.105,7.838,75,12.47,22.67
22.323,-0.057,0.29,5.102,7.828,75,12.47,22.3
22.387,-0.049,0.249,5.1,7.819,75,12.47,22
22.452,-0.118,0.228,5.096,7.813,75,12.47,21.76
22.516,-0.115,0.186,5.094,7.807,75,12.47,21.51
22.581,0.157,0.477,5.09,7.804,75,12.47,21.26
22.645,-0.066,0.186,5.085,7.803,75,12.47,20.89
22.71,0.024,0.228,5.084,7.803,75,12.47,20.87
22.774,0.18,0.249,5.081,7.806,72,12.47,20.72
22.839,0.084,0.269,5.079,7.81,72,12.47,20.6
22.903,-0.121,0.311,5.076,7.818,72,12.47,20.49
22.968,-0.116,0.207,5.074,7.824,72,12.47,20.41
23.032,-0.117,0.228,5.071,7.829,72,12.47,20.24
23.097,-0.126,0.207,5.069,7.837,72,12.47,20.08
23.161,-0.128,0.352,5.066,7.842,72,12.47,19.99
23.226,-0.078,0.228,5.064,7.849,72,12.47,19.95
23.29,-0.099,0.207,5.062,7.854,72,12.47,19.93
23.355,-0.145,0.207,5.061,7.858,72,12.47,19.9
23.419,0.177,0.477,5.059,7.861,72,12.47,19.9
23.484,-0.071,0.228,5.056,7.863,72,12.47,19.91
23.548,0.015,0.228,5.055,7.863,72,12.47,19.93
23.613,0.164,0.269,5.054,7.861,70,12.47,19.94
23.677,0.174,0.186,5.052,7.857,70,12.47,19.96
23.742,-0.083,0.269,5.05,7.849,70,12.47,19.96
23.806,-0.094,0.186,5.049,7.843,70,12.47,19.99
23.871,-0.088,0.228,5.046,7.833,70,12.47,19.94
23.935,-0.096,0.228,5.045,7.822,70,12.47,19.82
24,-0.095,0.186,5.044,7.809,70,12.47,19.79
24.065,-0.086,0.249,5.041,7.795,70,12.47,19.8
24.129,-0.024,0.331,5.04,7.784,70,12.47,19.82
24.194,0.18,0.394,5.038,7.772,70,12.47,19.84
24.258,0.254,0.394,5.037,7.76,70,12.47,19.85
24.323,-0.063,0.269,5.034,7.747,70,12.47,19.89
24.387,-0.011,0.228,5.033,7.735,74,12.47,19.9
24.452,0.099,0.145,5.03,7.725,74,12.47,19.93
24.516,0.244,0.249,5.027,7.702,74,12.47,19.98
24.581,0.035,0.228,5.027,7.701,74,12.47,19.99
24.645,-0.084,0.186,5.023,7.69,74,12.47,20.01
24.71,-0.076,0.249,5.022,7.679,74,12.45,20.03
24.774,-0.08,0.166,5.018,7.669,74,12.45,19.93
24.839,-0.081,0.228,5.017,7.659,74,12.47,19.83
24.903,-0.079,0.311,5.013,7.65,74,12.45,19.83
24.968,-0.005,0.207,5.012,7.641,74,12.47,19.89
25.032,-0.056,0.228,5.009,7.631,74,12.47,20.09
25.097,-0.053,0.373,5.005,7.621,74,12.47,20.38
25.161,0.235,0.414,5.003,7.614,74,12.47,20.74
25.226,0.02,0.311,5,7.605,74,12.48,21.11
25.29,0.118,0.249,4.998,7.598,74,12.47,21.49
25.355,0.282,0.166,4.995,7.591,74,12.47,21.87
25.419,0.207,0.207,4.992,7.583,74,12.48,22.27
25.484,-0.001,0.269,4.99,7.576,74,12.48,22.66
25.548,0,0.207,4.988,7.567,64,12.47,23.05
25.613,0,0.207,4.984,7.559,64,12.47,23.35
25.677,-0.006,0.186,4.982,7.557,64,12.47,23.67
25.742,0.049,0.207,4.979,7.553,64,12.47,24.06
25.806,-0.001,0.249,4.977,7.546,64,12.47,24.44
25.871,-0.037,0.228,4.974,7.537,64,12.48,24.79
25.935,0.302,0.435,4.972,7.528,64,12.47,25
26,0.036,0.249,4.969,7.519,64,12.47,25.12
26.065,0.114,0.249,4.965,7.512,64,12.48,25.12
26.129,0.257,0.207,4.964,7.502,64,12.48,25.04
26.194,0.197,0.29,4.962,7.492,64,12.48,24.87
26.258,-0.03,0.207,4.959,7.482,64,12.48,24.64
26.323,-0.044,0.249,4.957,7.471,76,12.48,24.4
26.387,-0.054,0.29,4.954,7.46,76,12.48,24.02
26.452,-0.069,0.228,4.952,7.452,76,12.48,23.63
26.516,-0.064,0.331,4.95,7.445,76,12.48,23.33
26.581,-0.025,0.228,4.947,7.436,76,12.48,23.04
26.645,-0.113,0.269,4.946,7.429,76,12.47,22.78
26.71,0.266,0.331,4.942,7.426,76,12.48,22.51
26.774,-0.158,0.435,4.94,7.424,76,12.48,22.2
26.839,-0.026,0.228,4.937,7.421,76,12.48,21.95
26.903,0.087,0.269,4.935,7.418,75,12.48,21.74
26.968,0.204,0.249,4.932,7.414,75,12.48,21.57
27.032,-0.046,0.29,4.93,7.409,75,12.48,21.38
27.097,-0.124,0.166,4.928,7.408,75,12.48,21.22
27.161,-0.117,0.228,4.926,7.408,75,12.48,21.01
27.226,-0.128,0.228,4.923,7.412,75,12.48,20.74
27.29,-0.133,0.29,4.922,7.413,75,12.48,20.52
27.355,-0.093,0.331,4.918,7.412,75,12.48,20.36
27.419,-0.088,0.228,4.917,7.411,75,12.48,20.24
27.484,-0.147,0.228,4.915,7.408,75,12.48,20.13
27.548,0.195,0.435,4.912,7.408,75,12.48,20.03
27.613,-0.11,0.186,4.91,7.407,75,12.48,19.95
27.677,-0.01,0.249,4.908,7.406,75,12.55,19.91
27.742,0.13,0.228,4.907,7.403,72,12.95,19.89
27.806,0.188,0.29,4.905,7.402,72,13.42,19.87
27.871,-0.088,0.145,4.902,7.401,72,12.99,19.85
27.935,-0.119,0.228,4.9,7.397,72,12.58,19.86
28,-0.115,0.186,4.898,7.392,72,12.54,19.83
28.065,-0.124,0.249,4.896,7.387,72,12.53,19.71
28.129,-0.127,0.249,4.895,7.382,72,12.5,19.66
28.194,-0.088,0.228,4.892,7.377,72,12.55,19.64
28.258,-0.09,0.124,4.89,7.372,72,12.62,19.66
28.323,-0.148,0.249,4.888,7.367,72,12.69,19.66
28.387,0.185,0.373,4.886,7.362,72,12.7,19.66
28.452,-0.109,0.311,4.885,7.357,72,12.71,19.68
28.516,-0.007,0.29,4.882,7.354,72,12.73,19.71
28.581,0.131,0.228,4.88,7.352,71,12.76,19.73
28.645,0.193,0.207,4.878,7.347,71,12.73,19.76
28.71,-0.078,0.269,4.876,7.342,71,12.87,19.78
28.774,-0.105,0.186,4.873,7.337,71,12.75,19.81
28.839,-0.094,0.186,4.872,7.33,71,12.66,19.85
28.903,-0.094,0.207,4.87,7.325,71,12.58,19.93
28.968,-0.083,0.29,4.867,7.317,71,12.53,20.14
29.032,-0.006,0.186,4.865,7.312,71,12.53,20.46
29.097,-0.071,0.269,4.863,7.307,71,12.51,20.81
29.161,-0.011,0.269,4.861,7.3,71,12.54,21.15
29.226,0.204,0.331,4.859,7.293,71,12.58,21.48
29.29,0.031,0.145,4.856,7.286,71,12.55,21.81
