Elapsed time(s),ECG(mV),EMG(mV),foot GSR(mV),hand GSR(mV),HR(bpm),marker(mV),RESP(mV)
5.226,-0.181,0.269,2.456,2.623,77,9.65,46.08
5.29,-0.088,0.228,2.457,2.623,77,9.63,46.24
5.355,0.044,0.207,2.456,2.623,80,9.63,46.44
5.419,0.118,0.166,2.456,2.623,80,9.63,46.68
5.484,-0.185,0.207,2.456,2.623,80,9.63,46.92
5.548,-0.237,0.166,2.456,2.623,80,9.63,47.12
5.613,-0.234,0.186,2.456,2.623,80,9.63,47.23
5.677,-0.207,0.228,2.456,2.623,80,9.63,47.3
5.742,-0.191,0.186,2.456,2.623,80,9.63,47.39
5.806,-0.254,0.166,2.456,2.623,80,9.63,47.54
5.871,0.163,0.373,2.456,2.623,80,9.63,47.7
5.935,-0.247,0.352,2.456,2.623,80,9.65,47.82
6,-0.132,0.166,2.455,2.62,80,9.63,47.84
6.065,-0.015,0.186,2.454,2.623,83,9.63,47.86
6.129,0.115,0.186,2.454,2.623,83,9.62,47.93
6.194,-0.158,0.207,2.454,2.623,83,9.61,48.01
6.258,-0.249,0.186,2.454,2.621,83,9.61,48.07
6.323,-0.242,0.207,2.454,2.623,83,9.61,48.12
6.387,-0.214,0.207,2.454,2.623,83,9.61,48.08
6.452,-0.177,0.207,2.454,2.621,83,9.61,48.07
6.516,-0.245,0.207,2.454,2.623,83,9.65,48.08
6.581,0.119,0.414,2.454,2.62,83,9.68,48.12
6.645,-0.172,0.331,2.452,2.62,83,9.57,48.16
6.71,-0.115,0.166,2.452,2.62,83,9.58,48.12
6.774,-0.004,0.186,2.452,2.62,83,9.71,48.09
6.839,0.157,0.186,2.451,2.62,83,9.74,48.12
6.903,-0.087,0.207,2.451,2.62,83,9.94,48.18
6.968,-0.207,0.166,2.451,2.621,83,10.23,48.16
7.032,-0.188,0.186,2.451,2.62,83,9.85,48.13
7.097,-0.161,0.186,2.451,2.62,83,9.88,48
7.161,-0.098,0.186,2.451,2.62,83,10.32,47.89
7.226,-0.164,0.166,2.451,2.62,83,10.49,47.8
7.29,-0.018,0.331,2.451,2.62,83,10.13,47.75
7.355,0.138,0.456,2.451,2.62,83,9.99,47.72
7.419,-0.014,0.166,2.451,2.62,83,9.94,47.62
7.484,0.091,0.166,2.449,2.62,83,9.9,47.47
7.548,0.282,0.186,2.449,2.62,83,10.05,47.33
7.613,0.136,0.166,2.449,2.62,83,9.91,47.22
7.677,-0.047,0.166,2.449,2.62,82,9.74,47.04
7.742,-0.026,0.207,2.449,2.62,82,9.47,46.85
7.806,-0.008,0.228,2.449,2.62,82,9.55,46.54
7.871,0.017,0.228,2.449,2.62,82,9.47,46.23
7.935,0.1,0.207,2.449,2.62,82,9.88,45.93
8,0.041,0.207,2.449,2.62,82,9.65,45.71
8.065,0.055,0.29,2.449,2.62,82,9.46,45.54
8.129,0.396,0.58,2.446,2.62,82,9.68,45.37
8.194,0.149,0.228,2.446,2.62,82,9.95,45.18
8.258,0.237,0.228,2.446,2.62,82,9.94,44.99
8.323,0.415,0.249,2.446,2.62,82,9.95,44.81
8.387,0.359,0.269,2.446,2.62,82,9.97,44.66
8.452,0.096,0.249,2.446,2.62,82,9.88,44.46
8.516,0.088,0.249,2.446,2.62,82,9.86,44.26
8.581,0.092,0.228,2.446,2.62,82,9.94,43.98
8.645,0.106,0.207,2.446,2.62,82,9.6,43.7
8.71,0.116,0.207,2.446,2.619,82,9.89,43.52
8.774,0.171,0.228,2.446,2.62,82,10.05,43.38
8.839,0.129,0.228,2.446,2.618,82,10.07,43.28
8.903,0.094,0.228,2.446,2.62,82,9.77,43.17
8.968,0.445,0.622,2.446,2.62,82,9.58,43.05
9.032,0.171,0.29,2.446,2.62,76,9.79,42.98
9.097,0.261,0.228,2.446,2.618,76,9.69,42.94
9.161,0.399,0.249,2.446,2.618,76,9.72,42.92
9.226,0.464,0.249,2.446,2.618,76,9.73,42.87
9.29,0.132,0.249,2.446,2.618,76,9.67,42.78
9.355,0.042,0.269,2.446,2.618,76,9.72,42.56
9.419,0.016,0.249,2.446,2.618,76,9.68,42.43
9.484,-0.006,0.29,2.446,2.618,54,9.6,42.44
9.548,-0.015,0.249,2.444,2.618,54,9.55,42.62
9.613,0.019,0.249,2.444,2.618,54,9.57,43.06
9.677,-0.076,0.249,2.444,2.618,54,9.65,43.61
9.742,0.007,0.331,2.444,2.618,54,9.76,44.08
9.806,0.142,0.829,2.444,2.618,54,9.8,44.48
9.871,-0.03,0.311,2.445,2.618,54,9.72,44.87
9.935,0.043,0.311,2.446,2.618,54,9.73,45.23
10,0.205,0.249,2.446,2.618,54,9.69,45.59
10.065,0.067,0.249,2.446,2.618,54,9.68,45.86
10.129,-0.159,0.249,2.446,2.618,54,9.68,46.08
10.194,-0.164,0.29,2.446,2.618,54,9.68,46.06
10.258,-0.155,0.249,2.446,2.618,54,9.69,45.73
10.323,-0.086,0.269,2.446,2.618,54,9.73,45.7
10.387,-0.146,0.269,2.446,2.618,54,9.74,45.91
10.452,-0.169,0.269,2.446,2.615,54,9.73,46.13
10.516,0.192,0.539,2.446,2.618,54,9.74,46.28
10.581,-0.06,0.269,2.446,2.618,54,9.79,46.4
10.645,0.02,0.249,2.446,2.618,54,9.84,46.45
10.71,0.193,0.249,2.446,2.618,54,9.88,46.44
10.774,0.187,0.249,2.446,2.618,54,9.86,46.44
10.839,-0.055,0.249,2.446,2.618,54,9.74,46.41
10.903,-0.049,0.249,2.446,2.618,54,9.57,46.26
10.968,-0.024,0.228,2.446,2.618,54,9.41,45.96
11.032,0.019,0.228,2.446,2.618,54,9.39,45.62
11.097,0.059,0.249,2.445,2.619,54,9.47,45.32
11.161,0.008,0.228,2.445,2.618,54,9.9,45.06
11.226,0.417,0.539,2.444,2.618,54,9.89,44.86
11.29,0.007,0.435,2.444,2.618,54,9.65,44.63
11.355,0.151,0.186,2.444,2.618,54,9.63,44.35
11.419,0.271,0.207,2.444,2.618,54,9.5,44.08
11.484,0.407,0.186,2.444,2.618,54,9.6,43.88
11.548,0.114,0.207,2.444,2.618,54,9.99,43.7
11.613,0.014,0.186,2.444,2.618,54,9.94,43.54
11.677,0.007,0.186,2.445,2.618,54,9.82,43.4
11.742,0.005,0.186,2.444,2.618,54,9.77,43.22
11.806,0.057,0.186,2.444,2.619,54,9.83,43.18
11.871,0.023,0.186,2.444,2.618,54,9.83,43.2
11.935,-0.032,0.186,2.445,2.619,54,9.82,43.27
12,0.311,0.663,2.446,2.62,54,9.82,43.41
12.065,-0.012,0.269,2.445,2.62,54,9.82,43.42
12.129,0.059,0.186,2.446,2.619,54,9.82,43.51
12.194,0.167,0.207,2.446,2.62,54,9.82,43.61
12.258,0.235,0.186,2.446,2.62,54,9.82,43.74
12.323,-0.088,0.207,2.444,2.62,54,9.83,43.91
12.387,-0.166,0.207,2.446,2.62,78,9.82,44.14
12.452,-0.169,0.207,2.445,2.62,78,9.82,44.35
12.516,-0.177,0.186,2.446,2.62,78,9.84,44.57
12.581,-0.17,0.186,2.446,2.62,78,9.86,44.86
12.645,-0.153,0.207,2.444,2.62,78,9.86,45.23
12.71,-0.238,0.186,2.446,2.62,78,9.86,45.65
12.774,0.09,0.373,2.446,2.62,78,9.85,46
12.839,-0.215,0.414,2.446,2.62,78,9.86,46.27
12.903,-0.163,0.166,2.444,2.62,78,9.88,46.5
12.968,-0.071,0.186,2.444,2.62,75,9.88,46.78
13.032,0.075,0.186,2.446,2.62,75,9.88,47.11
13.097,-0.161,0.186,2.446,2.62,75,9.88,47.38
13.161,-0.3,0.186,2.446,2.62,75,9.88,47.58
13.226,-0.282,0.186,2.445,2.62,75,9.88,47.74
13.29,-0.254,0.186,2.445,2.62,75,9.88,47.83
13.355,-0.197,0.186,2.444,2.62,75,9.88,47.9
13.419,-0.161,0.207,2.445,2.62,75,9.85,47.95
13.484,-0.213,0.186,2.444,2.62,75,9.86,47.93
13.548,0.216,0.414,2.444,2.62,75,9.85,47.81
13.613,-0.183,0.435,2.444,2.62,75,9.85,47.68
13.677,-0.048,0.207,2.446,2.62,75,9.84,47.58
13.742,0.077,0.186,2.446,2.62,78,9.85,47.57
13.806,0.228,0.166,2.445,2.62,78,9.85,47.6
13.871,-0.036,0.186,2.446,2.62,78,9.85,47.61
13.935,-0.141,0.166,2.446,2.62,78,9.85,47.54
14,-0.125,0.166,2.446,2.62,78,9.86,47.45
14.065,-0.122,0.186,2.446,2.62,78,9.88,47.31
14.129,-0.121,0.186,2.446,2.619,78,9.86,47.22
14.194,-0.069,0.207,2.444,2.62,78,9.86,47.22
14.258,-0.083,0.186,2.444,2.62,78,9.86,47.29
14.323,-0.127,0.186,2.444,2.62,78,9.88,47.35
14.387,0.285,0.518,2.444,2.62,78,9.88,47.35
14.452,-0.073,0.249,2.444,2.619,78,9.88,47.35
14.516,0.027,0.186,2.444,2.619,78,9.88,47.36
14.581,0.167,0.166,2.444,2.618,78,9.88,47.38
14.645,0.276,0.186,2.444,2.618,78,9.88,47.41
14.71,-0.037,0.166,2.444,2.618,78,9.88,47.38
14.774,-0.101,0.166,2.444,2.618,72,9.88,47.37
14.839,-0.09,0.166,2.444,2.618,72,9.88,47.32
14.903,-0.089,0.186,2.444,2.618,72,9.88,47.19
14.968,-0.085,0.166,2.444,2.618,72,9.88,47.14
15.032,-0.062,0.207,2.444,2.618,72,9.86,47.16
15.097,-0.035,0.186,2.444,2.618,72,9.86,47.23
15.161,-0.104,0.186,2.444,2.618,72,9.86,47.3
15.226,0.319,0.456,2.444,2.618,72,9.86,47.31
15.29,-0.096,0.435,2.444,2.618,72,9.88,47.3
15.355,0.019,0.186,2.444,2.618,72,9.89,47.32
15.419,0.132,0.228,2.444,2.618,72,9.9,47.35
15.484,0.293,0.477,2.444,2.618,72,9.9,47.4
15.548,0.028,1.637,2.444,2.618,72,9.9,47.38
15.613,-0.092,0.249,2.444,2.618,70,9.9,47.36
15.677,-0.084,0.352,2.442,2.618,70,9.9,47.33
15.742,-0.076,0.435,2.444,2.618,70,9.9,47.26
15.806,-0.065,0.414,2.444,2.618,70,9.9,47.24
15.871,-0.052,0.394,2.441,2.618,70,9.9,47.27
15.935,0.009,0.373,2.442,2.618,70,9.9,47.26
16,-0.036,0.414,2.441,2.616,70,9.9,47.14
16.065,-0.073,0.331,2.441,2.618,70,9.9,46.9
16.129,0.3,0.622,2.441,2.616,70,9.9,46.59
16.194,0.023,0.269,2.441,2.618,70,9.9,46.27
16.258,0.09,0.228,2.441,2.618,70,9.9,46.24
16.323,0.232,0.394,2.441,2.615,70,9.9,46.27
16.387,0.248,0.249,2.441,2.615,70,9.9,46.22
16.452,-0.035,0.228,2.441,2.616,70,9.9,46.06
16.516,-0.062,0.228,2.441,2.616,68,9.9,45.84
16.581,-0.06,0.311,2.441,2.615,68,9.9,45.76
16.645,-0.072,0.207,2.441,2.615,68,9.9,45.67
16.71,-0.07,0.249,2.44,2.615,68,9.9,45.63
16.774,-0.022,0.249,2.439,2.615,68,9.9,45.6
16.839,-0.016,0.186,2.439,2.615,68,9.9,45.59
16.903,-0.064,0.269,2.439,2.615,68,9.91,45.55
16.968,0.318,0.725,2.439,2.615,68,9.91,45.54
17.032,-0.025,0.394,2.439,2.615,68,9.91,45.45
17.097,0.082,0.249,2.439,2.615,68,9.91,45.41
17.161,0.219,0.207,2.439,2.615,68,9.91,45.35
17.226,0.349,0.331,2.439,2.615,68,9.91,45.32
17.29,0.078,0.29,2.439,2.615,68,9.91,45.25
17.355,0.014,0.228,2.439,2.615,68,9.91,45.12
17.419,0.018,0.228,2.439,2.615,70,9.91,44.9
17.484,0.011,0.311,2.437,2.615,70,9.91,44.54
17.548,0.029,0.207,2.436,2.614,70,9.91,44.29
17.613,0.064,0.228,2.436,2.614,70,9.91,44.19
17.677,-0.013,0.352,2.436,2.615,70,9.91,44.11
17.742,0.355,0.456,2.436,2.613,70,9.91,44.04
17.806,-0.032,0.477,2.436,2.614,70,9.93,43.98
17.871,0.075,0.228,2.436,2.613,70,9.93,43.94
17.935,0.146,0.311,2.436,2.613,70,9.93,43.91
18,0.265,0.29,2.436,2.613,70,9.93,43.92
18.065,-0.012,0.29,2.436,2.613,70,9.93,43.97
18.129,-0.155,0.249,2.436,2.613,76,9.93,44.13
18.194,-0.165,0.269,2.436,2.613,76,9.93,44.5
18.258,-0.176,0.29,2.436,2.613,76,9.93,44.77
18.323,-0.123,0.269,2.434,2.613,76,9.93,45.1
18.387,-0.191,0.311,2.435,2.613,76,9.93,45.47
18.452,-0.228,0.477,2.434,2.613,76,9.93,45.87
18.516,0.115,0.559,2.434,2.613,76,9.93,46.25
18.581,-0.158,0.228,2.434,2.613,76,9.93,46.54
18.645,-0.1,0.269,2.434,2.613,76,9.91,46.81
18.71,0.044,1.119,2.434,2.613,80,9.93,47.06
18.774,0.038,1.554,2.434,2.613,80,9.93,47.36
18.839,-0.215,2.01,2.434,2.613,80,9.93,47.64
18.903,-0.226,1.657,2.434,2.613,80,9.93,47.85
18.968,-0.205,1.16,2.434,2.613,80,9.93,47.89
19.032,-0.125,2.01,2.434,2.613,80,9.93,47.82
19.097,-0.105,2.61,2.434,2.611,80,9.94,47.7
19.161,-0.127,1.802,2.434,2.611,80,9.91,47.57
19.226,0.292,2.051,2.431,2.61,80,9.94,47.41
19.29,-0.054,0.932,2.431,2.61,80,9.84,47.03
19.355,0.058,1.72,2.431,2.611,80,9.74,46.69
19.419,0.207,1.554,2.431,2.61,80,9.82,46.48
19.484,0.301,2.61,2.431,2.61,80,9.82,46.38
19.548,0.04,2.61,2.431,2.61,80,9.82,46.2
19.613,0.006,1.761,2.431,2.61,82,9.82,45.99
19.677,0.009,1.74,2.431,2.61,82,9.82,45.7
19.742,0.02,2.569,2.431,2.61,82,9.82,45.35
19.806,0.064,4.227,2.431,2.61,82,9.8,45.12
19.871,0.003,3.522,2.431,2.611,82,9.8,44.94
19.935,0.278,2.983,2.431,2.61,82,9.8,44.76
20,0.039,2.652,2.431,2.61,82,9.8,44.76
20.065,0.037,3.999,2.43,2.61,82,9.79,44.73
20.129,0.051,2.88,2.43,2.61,82,9.79,44.72
20.194,0.102,2.072,2.43,2.61,82,9.8,44.75
20.258,-0.227,3.17,2.429,2.61,82,9.8,44.76
20.323,-0.483,3.356,2.429,2.61,82,9.8,44.59
20.387,-0.532,2.134,2.429,2.61,82,9.8,44.37
20.452,-0.55,1.657,2.429,2.61,82,9.79,44.19
20.516,-0.56,1.616,2.429,2.61,82,9.79,44.19
20.581,-0.64,1.885,2.429,2.609,82,9.78,44.3
20.645,-0.516,1.326,2.429,2.609,82,9.78,44.39
20.71,-0.363,1.264,2.429,2.608,82,9.78,44.54
20.774,-0.539,0.725,2.429,2.608,82,9.78,44.77
20.839,-0.435,0.642,2.429,2.608,82,9.78,44.79
20.903,-0.233,1.285,2.429,2.61,82,9.78,44.91
20.968,-0.354,1.14,2.429,2.608,82,9.79,44.91
21.032,-0.527,1.057,2.429,2.608,82,9.79,44.91
21.097,-0.508,0.477,2.429,2.61,82,9.79,44.93
21.161,-0.466,0.601,2.429,2.608,82,9.79,44.8
21.226,-0.364,0.539,2.429,2.608,82,9.79,44.77
21.29,-0.415,0.331,2.429,2.608,82,9.79,44.77
21.355,-0.285,0.311,2.429,2.608,82,9.79,44.73
21.419,-0.076,0.559,2.429,2.608,82,9.79,44.76
21.484,-0.243,0.269,2.429,2.608,82,9.8,44.8
21.548,-0.129,0.352,2.429,2.608,82,9.8,44.81
21.613,0.068,0.269,2.429,2.608,84,9.82,44.82
21.677,-0.044,0.269,2.429,2.608,84,9.82,44.86
21.742,-0.224,0.249,2.429,2.608,84,9.82,44.89
21.806,-0.182,0.373,2.429,2.608,84,9.82,44.89
21.871,-0.128,0.456,2.429,2.608,84,9.82,44.68
21.935,-0.046,1.243,2.429,2.608,84,9.8,44.51
22,-0.09,0.249,2.429,2.608,84,9.8,44.73
22.065,0.285,1.844,2.429,2.606,84,9.8,45.06
22.129,0.044,4.89,2.429,2.606,84,9.8,45.18
22.194,0.078,2.963,2.429,2.608,84,9.8,45.11
22.258,0.228,1.098,2.429,2.606,84,9.8,45.2
22.323,0.374,0.518,2.429,2.608,84,9.8,45.49
22.387,0.091,0.767,2.427,2.606,84,9.8,45.47
22.452,-0.026,0.497,2.429,2.605,84,9.8,45.79
22.516,0.084,0.518,2.429,2.606,84,9.8,45.97
22.581,0.118,0.746,2.429,2.605,84,9.8,45.02
22.645,0.129,0.29,2.429,2.608,84,9.79,43.74
22.71,0.037,0.373,2.427,2.605,84,9.79,43.51
22.774,0.419,0.601,2.426,2.605,84,9.8,44.7
22.839,0.029,0.394,2.426,2.605,84,9.8,46.5
22.903,0.156,0.228,2.426,2.605,86,9.8,46.52
22.968,0.26,0.29,2.426,2.605,86,9.8,45.85
23.032,0.387,0.249,2.426,2.605,86,9.8,45.15
23.097,0.138,0.228,2.426,2.605,86,9.8,44.61
23.161,0.028,0.207,2.426,2.605,86,9.8,44.34
23.226,0.032,0.186,2.425,2.605,86,9.8,44.45
23.29,0.038,0.207,2.425,2.605,86,9.8,44.64
23.355,0.1,0.186,2.426,2.605,86,9.8,44.95
23.419,0.082,0.207,2.426,2.605,86,9.8,44.98
23.484,0.052,0.186,2.426,2.605,86,9.8,44.92
23.548,0.384,0.518,2.426,2.605,86,9.8,45
23.613,0.092,0.29,2.429,2.605,86,9.8,44.96
23.677,0.19,0.207,2.429,2.605,86,9.8,44.77
23.742,0.304,0.207,2.429,2.605,86,9.8,44.58
23.806,0.378,0.186,2.429,2.605,86,9.8,44.47
23.871,0.116,0.166,2.431,2.605,86,9.8,44.27
23.935,0.036,0.186,2.431,2.605,86,9.8,44.01
24,0.006,0.166,2.431,2.605,86,9.8,43.81
24.065,-0.018,0.207,2.431,2.605,86,9.8,43.63
24.129,0.008,0.186,2.431,2.605,86,9.8,43.72
24.194,-0.083,0.166,2.431,2.605,86,9.8,43.97
24.258,0.005,0.331,2.431,2.605,86,9.8,44.39
24.323,0.087,0.435,2.431,2.603,86,9.8,44.82
24.387,-0.036,0.166,2.431,2.603,86,9.8,45.18
24.452,0.029,0.145,2.431,2.605,86,9.8,45.54
24.516,0.156,0.124,2.431,2.603,86,9.8,45.96
24.581,0.023,0.145,2.434,2.604,86,9.8,46.43
24.645,-0.149,0.145,2.434,2.604,120,9.8,46.83
24.71,-0.15,0.145,2.434,2.603,120,9.8,47.21
24.774,-0.136,0.166,2.434,2.603,120,9.8,47.43
24.839,-0.082,0.207,2.434,2.603,120,9.8,47.69
24.903,-0.16,0.186,2.434,2.603,120,9.8,47.96
24.968,0.006,0.331,2.432,2.603,120,9.8,48.28
25.032,0.024,0.352,2.434,2.603,120,9.8,48.56
25.097,-0.068,0.166,2.432,2.603,120,9.8,48.74
25.161,0.016,0.166,2.431,2.603,85,9.8,48.83
25.226,0.15,0.186,2.431,2.603,85,9.8,48.93
25.29,-0.009,0.186,2.431,2.603,85,9.8,49.01
25.355,-0.144,0.207,2.431,2.603,85,9.8,49.03
25.419,-0.137,0.166,2.431,2.603,85,9.8,49.03
25.484,-0.117,0.207,2.431,2.603,85,9.8,48.92
25.548,-0.059,0.207,2.431,2.603,85,9.8,48.87
25.613,-0.131,0.186,2.431,2.603,85,9.8,48.82
25.677,0.088,0.394,2.431,2.603,85,9.8,48.82
25.742,0.05,0.331,2.431,2.603,85,9.8,48.81
25.806,0.067,0.186,2.431,2.603,85,9.8,48.74
25.871,0.231,0.207,2.431,2.603,85,9.8,48.69
25.935,0.05,0.186,2.431,2.603,85,9.8,48.67
26,-0.085,0.207,2.431,2.603,84,9.8,48.65
26.065,-0.076,0.207,2.431,2.6,84,9.8,48.61
26.129,-0.066,0.186,2.431,2.6,84,9.8,48.41
26.194,-0.001,0.186,2.431,2.601,84,9.8,48.24
26.258,-0.066,0.186,2.431,2.6,84,9.8,48.1
26.323,-0.082,0.249,2.429,2.6,84,9.8,48.05
26.387,0.281,0.559,2.429,2.6,84,9.8,48.04
26.452,0.01,0.186,2.429,2.6,84,9.8,48
26.516,0.083,0.166,2.429,2.6,84,9.8,47.89
26.581,0.237,0.186,2.429,2.6,84,9.8,47.8
26.645,0.2,0.186,2.429,2.6,84,9.8,47.74
26.71,-0.037,0.186,2.429,2.6,84,9.8,47.64
26.774,-0.037,0.166,2.429,2.6,89,9.8,47.5
26.839,-0.024,0.166,2.429,2.6,89,9.82,47.22
26.903,-0.007,0.186,2.429,2.6,89,9.82,46.86
26.968,0.058,0.249,2.426,2.6,89,9.82,46.53
27.032,0.034,0.186,2.426,2.6,89,9.82,46.27
27.097,0,0.207,2.426,2.6,89,9.82,46.05
27.161,0.372,0.58,2.426,2.6,89,9.82,45.85
27.226,0.064,0.249,2.426,2.6,89,9.8,45.61
27.29,0.167,0.186,2.426,2.6,89,9.8,45.38
27.355,0.305,0.186,2.426,2.6,89,9.82,45.17
27.419,0.388,0.166,2.426,2.6,89,9.8,44.99
27.484,0.111,0.166,2.426,2.6,89,9.8,44.82
27.548,0.058,0.186,2.426,2.6,89,9.8,44.64
27.613,0.063,0.186,2.426,2.6,89,9.8,44.44
27.677,0.064,0.166,2.424,2.6,89,9.8,44.14
27.742,0.066,0.186,2.424,2.6,89,9.8,43.95
27.806,0.113,0.186,2.424,2.6,89,9.8,43.86
27.871,0.093,0.186,2.424,2.599,89,9.82,43.82
27.935,0.048,0.166,2.424,2.599,89,9.82,43.74
28,0.411,0.559,2.424,2.6,89,9.82,43.73
28.065,0.073,0.331,2.424,2.599,75,9.8,43.73
28.129,0.183,0.186,2.424,2.599,75,9.82,43.73
28.194,0.304,0.186,2.424,2.599,75,9.82,43.73
28.258,0.407,0.145,2.424,2.6,75,9.82,43.74
28.323,0.134,0.186,2.424,2.599,75,9.82,43.73
28.387,0.057,0.186,2.424,2.598,75,9.82,43.73
28.452,0.057,0.166,2.424,2.598,75,9.82,43.7
28.516,0.057,0.186,2.424,2.598,75,9.82,43.61
28.581,0.05,0.186,2.422,2.598,75,9.82,43.56
28.645,0.05,0.145,2.421,2.598,75,9.82,43.56
28.71,0.071,0.166,2.421,2.598,75,9.82,43.57
28.774,-0.022,0.166,2.421,2.598,55,9.82,43.59
28.839,0.165,0.414,2.421,2.598,55,9.82,43.61
28.903,0.059,0.477,2.421,2.598,55,9.82,43.78
28.968,0.013,0.186,2.421,2.598,55,9.82,44.05
29.032,0.081,0.186,2.421,2.598,55,9.82,44.35
29.097,0.219,0.186,2.421,2.598,55,9.82,44.68
29.161,0.033,0.207,2.421,2.598,55,9.82,44.96
29.226,-0.154,0.166,2.42,2.598,55,9.82,45.2
29.29,-0.158,0.166,2.421,2.598,55,9.82,45.43
29.355,-0.156,0.166,2.421,2.598,55,9.82,45.56
29.419,-0.155,0.186,2.421,2.598,55,9.83,45.76
