Elapsed time(s),ECG(mV),EMG(mV),foot GSR(mV),hand GSR(mV),HR(bpm),marker(mV),RESP(mV)
8.194,-0.094,0.207,7.188,6.557,82,10.21,45.64
8.258,0.294,0.414,7.183,6.551,82,10.21,45.61
8.323,-0.074,0.311,7.178,6.546,82,10.21,45.59
8.387,0.048,0.29,7.174,6.541,82,10.21,45.59
8.452,0.179,0.249,7.17,6.537,82,10.19,45.51
8.516,0.344,0.228,7.165,6.532,82,10.19,45.3
8.581,0.039,0.456,7.16,6.527,82,10.21,45.14
8.645,-0.073,0.331,7.156,6.522,82,10.21,45.1
8.71,-0.065,0.559,7.151,6.517,82,10.22,45.14
8.774,-0.075,0.373,7.148,6.512,82,10.23,45.1
8.839,-0.016,0.414,7.143,6.508,82,10.24,44.98
8.903,-0.071,0.29,7.14,6.504,82,10.26,44.95
8.968,-0.101,0.456,7.136,6.499,82,10.26,44.95
9.032,0.245,0.311,7.131,6.494,82,10.27,44.94
9.097,-0.024,0.311,7.127,6.489,80,10.26,44.95
9.161,0.061,0.477,7.123,6.484,80,10.24,44.95
9.226,0.221,0.394,7.118,6.481,80,10.24,44.78
9.29,0.322,0.352,7.115,6.474,80,10.24,44.61
9.355,-0.014,0.186,7.111,6.471,80,10.24,44.56
9.419,-0.071,0.456,7.107,6.464,80,10.24,44.57
9.484,-0.068,0.58,7.103,6.461,80,10.24,44.6
9.548,-0.076,0.311,7.098,6.457,80,10.24,44.58
9.613,-0.018,0.352,7.095,6.452,80,10.24,44.57
9.677,-0.092,0.311,7.091,6.447,80,10.24,44.6
9.742,-0.086,0.414,7.086,6.445,80,10.24,44.62
9.806,0.217,0.352,7.083,6.44,80,10.23,44.59
9.871,-0.011,0.373,7.078,6.435,81,10.24,44.57
9.935,0.072,0.394,7.076,6.432,81,10.24,44.5
10,0.253,0.269,7.072,6.429,81,10.24,44.35
10.065,0.252,0.186,7.07,6.425,81,10.24,44.25
10.129,-0.065,0.331,7.066,6.422,81,10.24,44.25
10.194,-0.088,0.269,7.064,6.421,81,10.24,44.3
10.258,-0.091,0.414,7.063,6.419,81,10.24,44.32
10.323,-0.089,0.249,7.063,6.419,81,10.24,44.32
10.387,-0.043,0.414,7.063,6.417,81,10.24,44.31
10.452,-0.122,0.352,7.063,6.419,81,10.23,44.33
10.516,0,0.352,7.063,6.419,81,10.23,44.31
10.581,0.109,0.166,7.065,6.42,80,10.23,44.3
10.645,-0.011,0.331,7.068,6.422,80,10.23,44.28
10.71,0.088,0.29,7.071,6.425,80,10.23,44.14
10.774,0.281,0.311,7.073,6.426,80,10.22,44.07
10.839,0.177,0.207,7.077,6.43,80,10.22,44.22
10.903,-0.097,0.228,7.081,6.432,80,10.22,44.52
10.968,-0.102,0.642,7.085,6.435,80,10.21,44.84
11.032,-0.11,0.311,7.088,6.439,80,10.21,45.12
11.097,-0.107,0.414,7.091,6.442,80,10.21,45.46
11.161,-0.064,0.352,7.095,6.445,80,10.19,45.83
11.226,-0.139,0.352,7.097,6.449,80,10.19,46.19
11.29,0.042,0.269,7.1,6.452,80,10.18,46.52
11.355,0.025,0.249,7.102,6.456,80,10.18,46.84
11.419,-0.038,0.373,7.105,6.459,80,10.21,47.04
11.484,0.067,0.29,7.106,6.462,80,10.26,47.13
11.548,0.271,0.311,7.107,6.466,80,10.24,47.33
11.613,0.127,0.29,7.107,6.467,80,10.28,47.61
11.677,-0.12,0.456,7.107,6.468,80,10.3,47.92
11.742,-0.122,0.663,7.105,6.469,80,10.26,48.1
11.806,-0.127,0.186,7.105,6.471,80,10.29,48.2
11.871,-0.098,0.352,7.102,6.471,81,10.55,48.33
11.935,-0.101,0.477,7.102,6.471,81,10.52,48.47
12,-0.151,0.207,7.1,6.471,81,10.46,48.54
12.065,0.24,0.269,7.096,6.471,81,10.4,48.55
12.129,-0.144,0.311,7.093,6.468,81,10.48,48.48
12.194,-0.019,0.311,7.091,6.468,81,10.3,48.28
12.258,0.111,0.394,7.086,6.466,81,10.17,48.11
12.323,0.302,0.186,7.083,6.464,81,10.06,48.03
12.387,0.005,0.394,7.078,6.462,81,10.08,48.02
12.452,-0.129,0.559,7.074,6.461,81,9.97,47.96
12.516,-0.121,0.311,7.071,6.457,81,9.9,47.82
12.581,-0.127,0.352,7.064,6.454,81,10.1,47.69
12.645,-0.109,0.435,7.059,6.452,81,10.26,47.56
12.71,-0.081,0.249,7.054,6.447,81,10.5,47.43
12.774,-0.143,0.352,7.049,6.445,81,10.48,47.26
12.839,0.174,0.269,7.044,6.442,79,10.38,47.05
12.903,-0.053,0.186,7.039,6.44,79,10.66,46.82
12.968,-0.016,0.331,7.034,6.439,79,10.59,46.44
13.032,0.105,0.435,7.029,6.441,79,10.83,46.11
13.097,0.319,0.228,7.026,6.445,79,10.77,45.87
13.161,0.1,0.394,7.025,6.45,79,10.84,45.72
13.226,-0.105,0.394,7.029,6.458,79,10.81,45.56
13.29,-0.099,0.58,7.034,6.472,79,10.7,45.39
13.355,-0.098,0.352,7.044,6.488,79,10.67,45.25
13.419,-0.103,0.373,7.059,6.507,79,10.66,45.15
13.484,-0.066,0.311,7.08,6.532,79,10.62,45.05
13.548,-0.082,0.373,7.104,6.557,79,10.45,44.95
13.613,-0.122,0.497,7.134,6.587,74,10.46,44.85
13.677,0.289,0.394,7.169,6.618,74,10.48,44.75
13.742,-0.106,0.331,7.209,6.656,74,10.45,44.53
13.806,0.022,0.249,7.253,6.696,74,10.48,44.3
13.871,0.162,0.352,7.297,6.737,74,10.45,44.16
13.935,0.366,0.311,7.343,6.778,74,10.5,44.11
14,0.046,0.373,7.392,6.821,74,10.51,44.11
14.065,-0.088,0.373,7.44,6.864,74,10.48,44.05
14.129,-0.075,0.414,7.487,6.903,74,10.43,44.02
14.194,-0.076,0.477,7.533,6.943,74,10.51,44.03
14.258,-0.089,0.269,7.576,6.983,74,10.46,44.04
14.323,-0.088,0.394,7.617,7.023,74,10.34,44.04
14.387,-0.038,0.352,7.655,7.059,74,10.46,44.03
14.452,-0.07,0.456,7.69,7.093,74,10.38,44.01
14.516,-0.103,0.228,7.721,7.129,69,10.39,44.01
14.581,0.277,0.249,7.751,7.164,69,10.57,43.99
14.645,-0.067,0.331,7.777,7.198,69,10.93,43.8
14.71,0.041,0.124,7.801,7.228,69,11.51,43.67
14.774,0.186,0.269,7.821,7.255,69,11.92,43.66
14.839,0.381,0.166,7.838,7.281,69,11.01,43.71
14.903,0.038,0.29,7.853,7.307,69,10.74,43.73
14.968,-0.083,0.145,7.865,7.328,69,11.09,43.78
15.032,-0.073,0.456,7.874,7.346,69,11.32,43.91
15.097,-0.077,0.249,7.881,7.362,69,11.94,44.06
15.161,-0.083,0.186,7.885,7.373,69,12.97,44.18
15.226,-0.085,2.963,7.885,7.384,69,13.28,44.25
15.29,-0.066,3.646,7.881,7.395,69,13.48,44.25
15.355,-0.03,0.642,7.876,7.403,69,15.66,44.25
15.419,-0.093,0.622,7.869,7.409,66,17.65,44.38
15.484,0.111,0.373,7.86,7.414,66,16.65,44.33
15.548,0.078,0.352,7.847,7.419,66,14.19,44.05
15.613,0.03,0.352,7.829,7.423,66,13.76,43.93
15.677,0.139,0.497,7.807,7.422,66,12.36,44.12
15.742,0.379,0.394,7.782,7.419,66,11.38,44.46
15.806,0.262,0.497,7.76,7.414,66,11.87,44.58
15.871,-0.047,0.787,7.733,7.408,66,11.67,44.51
15.935,-0.062,0.767,7.707,7.398,66,11.46,44.78
16,-0.067,0.394,7.684,7.388,66,11.12,45.77
16.065,-0.079,0.477,7.656,7.374,66,10.82,47.23
16.129,-0.09,0.29,7.633,7.362,66,10.61,48.89
16.194,-0.03,0.352,7.632,7.347,66,10.32,51.03
16.258,-0.086,0.207,7.634,7.331,71,10.18,53.47
16.323,-0.089,0.249,7.667,7.314,71,10.28,55.79
16.387,0.265,0.352,7.737,7.294,71,10.5,57.91
16.452,0.025,0.559,7.778,7.276,71,10.45,59.19
16.516,0.115,1.388,7.817,7.257,71,10.56,60
16.581,0.273,0.808,7.829,7.239,71,10.93,60.32
16.645,0.343,0.394,7.865,7.219,71,11.35,59.96
16.71,-0.091,0.186,7.91,7.198,71,11.48,59.73
16.774,-0.173,0.311,7.928,7.178,83,11.29,60.03
16.839,-0.164,0.311,7.929,7.158,83,11.51,60.36
16.903,-0.153,0.477,7.972,7.137,83,11.76,60.42
16.968,-0.136,0.477,7.962,7.116,83,12,60.25
17.032,-0.194,0.352,7.953,7.092,83,12.28,59.89
17.097,0.121,0.456,7.947,7.069,83,11.83,59.57
17.161,-0.086,0.394,7.941,7.045,83,11.62,59.29
17.226,-0.009,0.746,7.934,7.023,83,11.49,58.82
17.29,0.037,0.559,7.925,6.999,83,11.22,58.55
17.355,0.308,0.787,7.914,6.975,83,11.2,58.3
17.419,0.116,0.684,7.904,6.954,83,11.28,58.18
17.484,-0.106,1.015,7.899,6.933,86,11.31,58.01
17.548,-0.097,0.207,7.892,6.913,86,11.4,57.8
17.613,-0.137,0.29,7.875,6.9,86,11.51,57.39
17.677,-0.083,0.186,7.857,6.888,86,11.51,57.1
17.742,-0.137,0.435,7.829,6.87,86,11.5,56.96
17.806,0.125,0.186,7.803,6.845,86,11.38,56.64
17.871,-0.022,0.207,7.776,6.832,86,11.27,56.32
17.935,-0.019,0.518,7.741,6.816,86,11.77,56.11
18,0.099,0.456,7.712,6.805,86,12.25,55.82
18.065,0.32,0.186,7.706,6.798,86,12.78,55.38
18.129,0.128,0.166,7.711,6.797,86,12.81,54.83
18.194,-0.115,0.559,7.714,6.798,86,12.97,54.18
18.258,-0.089,0.124,7.721,6.798,86,12.73,53.53
18.323,-0.079,0.124,7.735,6.791,87,12.82,53.02
18.387,-0.044,0.787,7.751,6.781,87,12.84,52.24
18.452,-0.139,1.575,7.771,6.768,87,12.4,51.1
18.516,0.108,1.16,7.792,6.749,87,12.18,49.81
18.581,-0.012,0.767,7.817,6.738,87,12.03,48.68
18.645,-0.015,0.684,7.843,6.736,87,11.51,47.86
18.71,0.106,0.311,7.87,6.744,87,11.34,47.13
18.774,0.336,0.186,7.9,6.755,87,11.28,46.25
18.839,0.135,0.311,7.93,6.768,86,11.22,45.58
18.903,-0.135,0.124,7.961,6.78,86,11.26,45.16
18.968,-0.119,0.29,7.996,6.791,86,11.32,44.59
19.032,-0.102,0.186,8.029,6.804,86,11.33,44.13
19.097,-0.046,0.083,8.063,6.815,86,11.23,44.27
19.161,-0.254,0.083,8.098,6.83,86,11.12,44.56
19.226,-0.026,0.104,8.135,6.846,86,11.1,44.9
19.29,0.236,0.166,8.17,6.861,86,11.05,44.82
19.355,-0.077,0.414,8.207,6.88,86,11,44.98
19.419,-0.033,0.207,8.24,6.897,86,11.04,45.21
19.484,0.18,0.145,8.273,6.917,86,10.99,45.43
19.548,0.153,0.104,8.305,6.938,86,11.04,45.74
19.613,-0.113,0.228,8.337,6.959,86,10.96,46.16
19.677,-0.115,0.124,8.367,6.98,86,10.93,46.64
19.742,-0.112,0.186,8.395,7.001,84,10.96,47.14
19.806,-0.053,0.539,8.42,7.021,84,10.99,47.5
19.871,-0.128,29.669,8.442,7.041,84,10.91,47.69
19.935,-0.147,8.039,8.461,7.06,84,11,47.93
20,0.185,0.622,8.476,7.077,84,11.04,48.22
20.065,-0.059,0.497,8.489,7.093,84,10.98,48.58
20.129,0.022,0.29,8.499,7.108,84,10.96,48.95
20.194,0.201,0.808,8.505,7.123,84,10.98,49.47
20.258,0.288,1.057,8.509,7.14,87,10.96,49.97
20.323,-0.072,0.435,8.515,7.153,87,10.95,51.03
20.387,-0.118,0.29,8.52,7.168,87,10.95,51.93
20.452,-0.116,0.352,8.52,7.181,87,10.91,51.6
20.516,-0.047,0.228,8.515,7.194,87,10.91,50.76
20.581,-0.114,0.228,8.512,7.204,87,10.95,50.08
20.645,-0.041,0.249,8.506,7.213,87,10.96,49.58
20.71,0.185,0.435,8.495,7.22,87,11.02,49.34
20.774,-0.133,0.518,8.484,7.229,87,11.01,49.18
20.839,-0.028,0.58,8.474,7.235,87,11,48.78
20.903,0.077,0.228,8.463,7.243,87,10.99,48.06
20.968,0.346,0.394,8.452,7.248,81,11.06,47.35
21.032,-0.106,0.559,8.438,7.255,81,11.1,46.65
21.097,-0.16,0.269,8.423,7.26,81,11.13,45.86
21.161,-0.156,0.249,8.408,7.265,81,11.04,45.18
21.226,-0.143,0.394,8.393,7.27,81,11.02,44.61
21.29,-0.089,0.352,8.379,7.275,81,11.04,43.78
21.355,-0.153,0.352,8.366,7.277,81,11.09,43.09
21.419,-0.077,0.186,8.351,7.28,81,11.13,43.08
21.484,0.095,0.539,8.34,7.281,81,11.24,43.2
21.548,-0.095,0.684,8.326,7.281,81,11.31,43.1
21.613,0.024,0.331,8.312,7.281,81,11.29,42.86
21.677,0.223,0.145,8.3,7.28,81,11.26,42.62
21.742,0.167,0.249,8.289,7.277,81,11.22,42.4
21.806,-0.115,0.311,8.275,7.275,81,11.29,42.24
21.871,-0.143,0.497,8.265,7.27,81,11.23,42.2
21.935,-0.149,0.186,8.257,7.262,81,10.66,42.32
22,-0.108,0.331,8.247,7.256,81,10.41,42.22
22.065,-0.07,0.186,8.235,7.248,81,12,41.96
22.129,-0.111,0.394,8.223,7.239,81,14.52,41.77
22.194,0.234,0.166,8.21,7.229,81,24.76,41.75
22.258,0.003,0.394,8.195,7.219,81,29.69,41.77
22.323,0.041,0.29,8.181,7.21,81,19.33,41.66
22.387,0.162,0.249,8.167,7.199,81,13.25,41.61
22.452,0.376,0.249,8.153,7.189,81,12.27,41.65
22.516,0.151,0.269,8.14,7.176,81,11.59,41.6
22.581,-0.008,0.228,8.125,7.165,81,11.46,41.48
22.645,-0.022,0.518,8.113,7.153,81,11.22,41.29
22.71,-0.005,0.331,8.098,7.141,79,11.05,41.07
22.774,0.006,0.435,8.083,7.128,79,11.05,40.73
22.839,0.051,0.228,8.068,7.116,79,10.93,40.34
22.903,-0.017,0.249,8.05,7.103,79,10.89,40.19
22.968,0.218,0.394,8.035,7.088,79,10.9,40.51
23.032,0.102,0.414,8.021,7.076,79,11.12,41.62
23.097,0.102,0.331,8.006,7.062,79,11.37,43.29
23.161,0.204,0.249,7.988,7.049,79,11.82,44.8
23.226,0.426,0.249,7.977,7.035,79,12.12,45.67
23.29,0.287,0.311,7.967,7.022,79,12.38,45.88
23.355,0.006,0.518,7.958,7.01,79,12.48,46.23
23.419,-0.003,0.249,7.948,6.996,79,12.42,47.13
23.484,-0.037,0.331,7.877,6.982,79,12.22,48.2
23.548,0.003,0.394,7.797,6.969,79,12.22,49.29
23.613,0.042,0.207,7.841,6.957,79,11.38,50.44
23.677,-0.077,0.249,7.931,6.942,79,10.78,52.25
23.742,-0.087,0.435,7.913,6.929,79,10.72,54.55
23.806,0.143,0.29,7.823,6.917,79,10.98,56.18
23.871,0.001,0.249,7.761,6.903,79,10.87,57.62
23.935,0.094,0.249,7.771,6.889,87,10.79,59.07
24,0.265,0.456,7.808,6.877,87,10.78,60.51
24.065,0.247,0.394,7.832,6.866,87,10.79,61.64
24.129,-0.1,0.249,7.858,6.853,87,10.79,62.65
24.194,-0.119,0.311,7.895,6.841,87,10.79,63.01
24.258,-0.104,0.186,7.951,6.83,87,10.81,63.1
24.323,-0.056,0.228,7.968,6.818,87,10.81,63.25
24.387,-0.153,0.435,7.979,6.806,87,10.82,63.42
24.452,-0.101,0.249,7.988,6.796,87,10.83,63.71
24.516,0.134,0.166,7.993,6.784,87,10.83,63.98
24.581,-0.033,0.145,7.999,6.774,87,10.84,64.59
24.645,0.054,0.124,8.003,6.764,87,10.84,64.69
24.71,0.244,0.352,8.002,6.751,87,10.84,64.42
24.774,0.157,0.249,8,6.741,89,10.84,63.76
24.839,-0.12,0.684,7.99,6.731,89,10.84,63.32
24.903,-0.126,0.228,7.959,6.721,89,10.84,62.63
24.968,-0.109,0.166,7.901,6.713,89,10.85,61.51
25.032,-0.085,0.331,7.827,6.704,89,10.85,60.66
25.097,-0.178,0.373,7.774,6.697,89,10.87,60
25.161,0.208,0.331,7.745,6.689,89,10.85,59.74
25.226,-0.099,0.228,7.722,6.683,89,10.85,59.52
25.29,-0.027,0.124,7.696,6.678,89,10.84,59.28
25.355,0.095,0.124,7.684,6.676,89,10.84,58.62
25.419,0.289,0.435,7.679,6.676,89,10.85,58.11
25.484,-0.006,0.228,7.679,6.678,89,10.85,57.8
25.548,-0.175,0.186,7.68,6.682,89,10.85,57.55
25.613,-0.167,0.228,7.688,6.692,89,10.85,57.41
25.677,-0.168,0.373,7.706,6.702,89,10.85,57.41
25.742,-0.139,0.497,7.731,6.713,89,10.84,57.44
25.806,-0.192,0.207,7.758,6.728,89,10.85,57.46
25.871,0.213,1.761,7.792,6.743,89,10.84,57.46
25.935,-0.076,1.616,7.831,6.759,89,10.85,57.41
26,-0.012,1.202,7.873,6.777,89,10.85,57.46
26.065,0.139,0.891,7.92,6.798,89,10.85,57.49
26.129,0.258,1.409,7.968,6.82,89,10.85,57.5
26.194,-0.078,0.58,8.014,6.842,89,10.85,57.29
26.258,-0.143,0.145,8.061,6.864,89,10.84,56.71
26.323,-0.139,0.145,8.108,6.885,89,10.84,55.55
26.387,-0.087,0.414,8.152,6.906,89,10.84,54.38
26.452,-0.175,0.207,8.197,6.926,89,10.84,53.75
26.516,-0.138,0.124,8.244,6.946,89,10.84,53.67
26.581,0.163,0.124,8.286,6.962,89,10.84,53.51
26.645,-0.08,0.124,8.324,6.98,89,10.84,53.61
26.71,0.041,0.145,8.356,6.994,89,10.84,53.86
26.774,0.193,0.124,8.383,7.007,89,10.84,53.94
26.839,0.191,0.228,8.421,7.019,89,10.84,53.75
26.903,-0.074,0.104,8.447,7.027,89,10.84,53.42
26.968,-0.146,0.497,8.467,7.037,89,10.84,53.07
27.032,-0.153,0.145,8.485,7.045,89,10.84,52.66
27.097,-0.073,0.456,8.496,7.05,89,10.84,52.26
27.161,-0.159,0.228,8.503,7.054,89,10.84,51.64
27.226,0.192,0.145,8.504,7.056,89,10.84,50.93
27.29,-0.085,0.249,8.5,7.06,86,10.84,50.29
27.355,-0.05,0.104,8.495,7.06,86,10.84,49.69
27.419,0.09,0.124,8.486,7.06,86,10.84,49.12
27.484,0.282,0.104,8.476,7.06,86,10.83,48.6
27.548,0.051,0.145,8.461,7.059,86,10.83,48.1
27.613,-0.11,0.145,8.442,7.056,86,10.82,47.54
27.677,-0.102,0.207,8.421,7.054,86,10.83,47.18
27.742,-0.101,0.207,8.398,7.049,86,10.83,46.97
27.806,-0.067,0.497,8.374,7.044,86,10.82,46.9
27.871,-0.143,0.124,8.346,7.039,86,10.82,46.78
27.935,0.063,0.166,8.319,7.031,86,10.81,46.68
28,0.005,0.166,8.29,7.025,86,10.81,46.66
28.065,-0.041,0.166,8.263,7.017,86,10.81,46.71
28.129,0.064,0.124,8.233,7.01,87,10.81,46.83
28.194,0.256,0.124,8.206,7,87,10.81,47
28.258,0.073,0.145,8.177,6.99,87,10.81,47.13
28.323,-0.143,0.145,8.15,6.979,87,10.81,47.33
28.387,-0.121,0.207,8.123,6.968,87,10.81,47.69
28.452,-0.092,0.311,8.095,6.958,87,10.81,48.13
28.516,-0.036,0.352,8.068,6.945,87,10.82,48.55
28.581,-0.108,0.166,8.043,6.933,87,10.81,48.87
28.645,0.034,0.186,8.018,6.922,87,10.81,49.19
28.71,0.11,0.145,7.993,6.909,87,10.81,49.52
28.774,0.017,0.104,7.97,6.898,87,10.81,49.89
28.839,0.123,0.166,7.947,6.886,84,10.81,50.27
28.903,0.317,0.166,7.925,6.873,84,10.79,50.61
28.968,0.186,0.145,7.904,6.861,84,10.79,50.91
29.032,-0.062,0.166,7.883,6.848,84,10.81,51.35
29.097,-0.067,0.166,7.863,6.836,84,10.81,51.89
29.161,-0.067,0.394,7.844,6.823,84,10.81,52.45
29.226,-0.016,0.207,7.826,6.812,84,10.79,52.86
29.29,-0.095,0.124,7.808,6.8,84,10.81,53.08
