Elapsed time(s),ECG(mV),EMG(mV),foot GSR(mV),hand GSR(mV),HR(bpm),marker(mV),RESP(mV)
6.516,-0.096,0.396,7.357,6.7,69,11.55,51.13
6.581,0.276,0.303,7.353,6.697,69,11.55,51.04
6.645,-0.005,0.373,7.348,6.695,69,11.56,50.96
6.71,0.067,0.275,7.342,6.693,69,11.55,50.91
6.774,0.24,0.127,7.337,6.687,69,11.55,50.88
6.839,0.349,0.347,7.331,6.679,69,11.55,50.82
6.903,0.013,0.36,7.325,6.673,69,11.55,50.73
6.968,-0.065,0.391,7.318,6.671,65,11.57,50.7
7.032,-0.054,0.29,7.312,6.672,65,11.6,50.59
7.097,-0.06,0.352,7.307,6.669,65,11.6,50.42
7.161,-0.086,0.287,7.3,6.659,65,11.6,50.36
7.226,-0.081,0.22,7.295,6.65,65,11.61,50.32
7.29,-0.081,0.202,7.291,6.633,65,11.61,50.29
7.355,-0.093,0.277,7.287,6.632,65,11.62,50.26
7.419,-0.11,0.275,7.286,6.647,65,11.62,50.21
7.484,0.08,0.251,7.289,6.679,65,11.62,50.17
7.548,0.06,0.355,7.292,6.682,65,11.62,50.16
7.613,-0.038,0.37,7.3,6.683,65,11.62,50.16
7.677,0.053,0.254,7.324,6.711,65,11.62,50.18
7.742,0.234,0.228,7.325,6.713,65,11.62,50.19
7.806,0.164,0.324,7.341,6.733,65,11.62,50.26
7.871,-0.143,0.313,7.361,6.756,63,11.62,50.38
7.935,-0.166,0.243,7.384,6.792,63,11.62,50.52
8,-0.17,0.231,7.41,6.822,63,11.64,50.61
8.065,-0.183,0.308,7.439,6.846,63,11.62,50.71
8.129,-0.19,0.173,7.469,6.864,63,11.62,50.84
8.194,-0.179,0.228,7.5,6.882,63,11.62,50.99
8.258,-0.159,0.329,7.531,6.904,63,11.62,51.14
8.323,-0.223,0.168,7.563,6.937,63,11.62,51.27
8.387,0.202,0.231,7.598,6.985,63,11.64,51.4
8.452,-0.212,0.306,7.63,7.031,63,11.62,51.57
8.516,-0.082,0.21,7.663,7.069,63,11.62,51.76
8.581,0.02,0.256,7.693,7.087,67,11.62,51.9
8.645,0.221,0.122,7.726,7.113,67,11.62,52.05
8.71,0.048,0.37,7.755,7.151,67,11.62,52.2
8.774,-0.148,0.303,7.78,7.173,67,11.64,52.28
8.839,-0.155,0.205,7.804,7.203,67,11.64,52.28
8.903,-0.156,0.117,7.828,7.234,67,11.64,52.19
8.968,-0.159,0.277,7.849,7.263,67,11.62,52.12
9.032,-0.153,0.37,7.869,7.291,67,11.62,52.08
9.097,-0.163,0.29,7.888,7.315,67,11.64,52
9.161,-0.172,0.29,7.904,7.332,67,11.64,51.91
9.226,-0.154,0.342,7.917,7.342,67,11.64,51.81
9.29,0.218,0.339,7.93,7.343,67,11.62,51.72
9.355,-0.053,0.324,7.937,7.345,67,11.62,51.64
9.419,0.03,0.316,7.948,7.367,67,11.64,51.48
9.484,0.199,0.199,7.948,7.369,67,11.64,51.46
9.548,0.273,0.285,7.95,7.374,67,11.64,51.45
9.613,-0.056,0.357,7.948,7.382,67,11.64,51.41
9.677,-0.078,0.344,7.948,7.387,69,11.62,51.36
9.742,-0.061,0.311,7.944,7.391,69,11.62,51.24
9.806,-0.083,0.251,7.939,7.399,69,11.62,51.1
9.871,-0.078,0.256,7.931,7.409,69,11.62,51.01
9.935,-0.079,0.205,7.922,7.417,69,11.62,50.95
10,-0.007,0.171,7.912,7.424,69,11.62,50.9
10.065,-0.079,0.249,7.9,7.431,69,11.62,50.86
10.129,-0.085,0.378,7.889,7.434,69,11.62,50.81
10.194,0.271,0.303,7.876,7.429,69,11.62,50.76
10.258,0.005,0.269,7.861,7.425,69,11.62,50.72
10.323,0.083,0.35,7.849,7.422,69,11.62,50.7
10.387,0.258,0.122,7.834,7.421,69,11.62,50.65
10.452,0.35,0.223,7.819,7.417,69,11.62,50.64
10.516,0.004,0.381,7.804,7.409,69,11.62,50.61
10.581,-0.045,0.308,7.792,7.397,65,11.64,50.58
10.645,-0.049,0.3,7.777,7.382,65,11.64,50.5
10.71,-0.058,0.3,7.762,7.368,65,11.64,50.41
10.774,-0.07,0.233,7.75,7.354,65,11.64,50.38
10.839,-0.074,0.329,7.735,7.339,65,11.64,50.36
10.903,-0.045,0.313,7.721,7.325,65,11.64,50.36
10.968,-0.015,0.256,7.695,7.296,65,11.62,50.34
11.032,-0.084,0.295,7.693,7.295,65,11.62,50.34
11.097,0.149,0.269,7.681,7.281,65,11.62,50.34
11.161,0.062,0.376,7.668,7.265,65,11.62,50.34
11.226,0.022,0.339,7.655,7.249,65,11.62,50.34
11.29,0.11,0.259,7.643,7.23,65,11.62,50.33
11.355,0.293,0.168,7.631,7.212,65,11.62,50.34
11.419,0.201,0.339,7.619,7.198,65,11.62,50.32
11.484,-0.093,0.251,7.609,7.183,63,11.62,50.33
11.548,-0.112,0.243,7.598,7.168,63,11.62,50.39
11.613,-0.124,0.298,7.587,7.154,63,11.62,50.47
11.677,-0.132,0.275,7.577,7.139,63,11.62,50.57
11.742,-0.158,0.249,7.567,7.127,63,11.62,50.7
11.806,-0.157,0.199,7.557,7.113,63,11.62,50.83
11.871,-0.105,0.311,7.547,7.098,63,11.62,50.98
11.935,-0.184,0.199,7.537,7.087,63,11.62,51.11
12,-0.04,0.225,7.529,7.073,63,11.62,51.22
12.065,0.065,0.339,7.519,7.062,63,11.62,51.35
12.129,-0.087,0.272,7.511,7.05,63,11.62,51.5
12.194,-0.006,0.231,7.502,7.036,65,11.62,51.67
12.258,0.186,0.031,7.495,7.024,65,11.62,51.82
12.323,0.133,0.319,7.487,7.009,65,11.62,51.95
12.387,-0.149,0.352,7.479,6.997,65,11.62,52.06
12.452,-0.161,0.122,7.471,6.986,65,11.62,52.15
12.516,-0.159,0.122,7.464,6.975,65,11.62,52.16
12.581,-0.152,0.277,7.456,6.965,65,11.62,52.15
12.645,-0.18,0.225,7.447,6.953,65,11.62,52.15
12.71,-0.101,0.241,7.44,6.943,65,11.62,52.12
12.774,-0.152,0.344,7.427,6.922,65,11.62,52.08
12.839,-0.187,0.401,7.426,6.919,65,11.62,52.08
12.903,-0.026,0.373,7.422,6.906,65,11.62,52.03
12.968,-0.06,0.373,7.414,6.885,65,11.62,51.94
13.032,0.003,0.29,7.408,6.87,65,11.62,51.87
13.097,0.18,0.233,7.402,6.862,65,11.64,51.8
13.161,0.289,0.243,7.395,6.85,65,11.65,51.75
13.226,-0.044,0.352,7.384,6.813,65,11.65,51.61
13.29,-0.094,0.251,7.383,6.811,65,11.65,51.6
13.355,-0.07,0.285,7.377,6.796,53,11.65,51.42
13.419,-0.072,0.347,7.372,6.781,53,11.65,51.21
13.484,-0.097,0.396,7.367,6.769,53,11.65,51.03
13.548,-0.09,0.352,7.362,6.755,53,11.65,50.9
13.613,-0.053,0.321,7.356,6.741,53,11.65,50.8
13.677,-0.054,0.373,7.35,6.731,53,11.65,50.71
13.742,-0.108,0.254,7.344,6.727,53,11.65,50.61
13.806,0.321,0.308,7.339,6.718,53,11.65,50.52
13.871,-0.105,0.357,7.334,6.707,53,11.65,50.46
13.935,0.03,0.311,7.33,6.694,53,11.64,50.39
14,0.148,0.269,7.325,6.681,53,11.65,50.33
14.065,0.351,0.249,7.32,6.672,53,11.65,50.3
14.129,0.124,0.326,7.315,6.663,53,11.64,50.21
14.194,-0.069,0.29,7.31,6.654,53,11.64,50.15
14.258,-0.054,0.311,7.305,6.647,53,11.64,50.09
14.323,-0.063,0.298,7.3,6.641,53,11.64,49.95
14.387,-0.077,0.295,7.295,6.636,53,11.64,49.88
14.452,-0.083,0.37,7.29,6.628,53,11.64,49.85
14.516,-0.072,0.29,7.285,6.622,53,11.65,49.82
14.581,-0.042,0.295,7.28,6.615,53,11.65,49.82
14.645,-0.058,0.254,7.272,6.6,53,11.65,49.8
14.71,0.326,0.275,7.271,6.599,53,11.65,49.8
14.774,0.265,0.272,7.267,6.591,53,11.65,49.79
14.839,-0.086,0.275,7.262,6.585,53,11.65,49.8
14.903,0.05,0.313,7.257,6.579,62,11.65,49.8
14.968,0.173,0.166,7.255,6.572,62,11.65,49.79
15.032,0.369,0.117,7.245,6.56,62,11.65,49.77
15.097,0.123,0.368,7.246,6.559,62,11.62,49.77
15.161,-0.064,0.29,7.242,6.554,62,11.62,49.77
15.226,-0.098,0.228,7.238,6.549,62,11.62,49.76
15.29,-0.104,0.228,7.234,6.542,62,11.62,49.64
15.355,-0.122,0.264,7.23,6.537,62,11.62,49.68
15.419,-0.14,0.202,7.225,6.533,62,11.62,49.8
15.484,-0.164,0.119,7.22,6.536,62,11.62,49.91
15.548,-0.111,0.202,7.214,6.575,62,11.61,50.14
15.613,-0.167,0.272,7.214,6.577,62,11.62,50.15
15.677,-0.198,0.272,7.21,6.596,62,11.64,50.28
15.742,0.187,0.282,7.207,6.624,62,11.64,50.39
15.806,-0.127,0.35,7.203,6.641,62,11.64,50.55
15.871,-0.075,0.163,7.199,6.65,62,11.62,50.67
15.935,0.078,0.018,7.195,6.656,87,11.62,50.83
16,0.22,0.306,7.192,6.667,87,11.62,51.04
16.065,-0.09,0.383,7.188,6.668,87,11.65,51.2
16.129,-0.177,0.282,7.183,6.668,87,11.64,51.39
16.194,-0.149,0.332,7.18,6.657,87,11.64,51.51
16.258,-0.155,0.285,7.178,6.657,87,11.65,51.52
16.323,-0.161,0.275,7.174,6.651,87,11.65,51.51
16.387,-0.126,0.295,7.17,6.622,87,11.64,51.44
16.452,-0.071,0.329,7.167,6.585,87,11.61,51.37
16.516,-0.129,0.407,7.163,6.566,87,11.61,51.33
16.581,-0.045,0.272,7.158,6.559,87,11.62,51.24
16.645,0.206,0.347,7.156,6.558,87,11.62,51.11
16.71,-0.012,0.36,7.151,6.554,87,11.62,51.02
16.774,0.083,0.122,7.148,6.554,87,11.62,50.93
16.839,0.28,0.202,7.145,6.555,87,11.62,50.83
16.903,0.294,0.357,7.141,6.555,87,11.62,50.77
16.968,-0.038,0.35,7.138,6.552,87,11.62,50.68
17.032,-0.03,0.347,7.135,6.546,68,11.61,50.6
17.097,-0.041,0.344,7.131,6.539,68,11.61,50.47
17.161,-0.044,0.303,7.128,6.534,68,11.61,50.34
17.226,-0.066,0.383,7.125,6.529,68,11.61,50.29
17.29,-0.069,0.373,7.121,6.523,68,11.62,50.27
17.355,0.002,0.344,7.113,6.516,68,11.62,50.26
17.419,-0.057,0.352,7.113,6.516,68,11.62,50.26
17.484,-0.063,0.337,7.111,6.514,68,11.62,50.26
17.548,0.266,0.272,7.108,6.509,68,11.62,50.06
17.613,0.019,0.363,7.105,6.504,68,11.62,49.77
17.677,0.096,0.363,7.101,6.499,68,11.64,49.69
17.742,0.265,0.313,7.098,6.494,68,11.64,49.81
17.806,0.34,0.35,7.096,6.489,68,11.64,49.97
17.871,-0.01,0.329,7.093,6.488,68,11.64,50.14
17.935,-0.062,0.383,7.09,6.488,65,11.62,50.16
18,-0.052,0.339,7.087,6.487,65,11.61,50.07
18.065,-0.069,0.355,7.085,6.488,65,11.6,49.98
18.129,-0.091,0.389,7.081,6.487,65,11.6,50.02
18.194,-0.097,0.282,7.077,6.489,65,11.6,50.07
18.258,-0.052,0.223,7.076,6.494,65,11.6,50.11
18.323,-0.071,0.329,7.073,6.5,65,11.6,50.16
18.387,-0.139,0.275,7.072,6.508,65,11.6,50.18
18.452,0.262,0.267,7.073,6.517,65,11.6,50.2
18.516,-0.123,0.251,7.076,6.529,65,11.6,50.23
18.581,-0.03,0.231,7.082,6.541,65,11.6,50.25
18.645,0.072,0.15,7.091,6.56,64,11.6,50.31
18.71,0.25,0.192,7.103,6.582,64,11.6,50.45
18.774,-0.018,0.285,7.117,6.607,64,11.6,50.61
18.839,-0.196,0.308,7.157,6.669,64,11.6,50.94
18.903,-0.19,0.282,7.158,6.675,64,11.6,50.96
18.968,-0.207,0.29,7.185,6.708,64,11.6,51.05
19.032,-0.197,0.194,7.214,6.74,64,11.6,51.18
19.097,-0.19,0.192,7.244,6.775,64,11.6,51.31
19.161,-0.192,0.256,7.277,6.811,64,11.6,51.42
19.226,-0.264,0.207,7.315,6.852,64,11.6,51.49
19.29,-0.003,0.269,7.352,6.888,64,11.6,51.57
19.355,-0.094,0.352,7.425,6.962,64,11.6,51.76
19.419,-0.133,0.251,7.428,6.967,64,11.6,51.78
19.484,-0.04,0.158,7.465,7.001,69,11.6,51.93
19.548,0.156,0.06,7.501,7.034,69,11.6,52.04
19.613,0.066,0.344,7.537,7.062,69,11.6,52.13
19.677,-0.16,0.241,7.573,7.089,69,11.6,52.19
19.742,-0.172,0.238,7.605,7.121,69,11.6,52.21
19.806,-0.155,0.124,7.64,7.158,69,11.6,52.09
19.871,-0.165,0.171,7.671,7.194,69,11.6,51.96
19.935,-0.15,0.321,7.7,7.234,69,11.59,51.89
20,-0.146,0.287,7.752,7.305,69,11.59,51.77
20.065,-0.155,0.282,7.756,7.308,69,11.59,51.77
20.129,-0.134,0.326,7.78,7.338,69,11.59,51.73
20.194,0.232,0.321,7.802,7.361,69,11.59,51.66
20.258,-0.028,0.363,7.821,7.384,69,11.59,51.59
20.323,0.057,0.238,7.852,7.434,69,11.59,51.53
20.387,0.237,0.171,7.853,7.437,69,11.59,51.53
20.452,0.3,0.368,7.865,7.458,69,11.59,51.49
20.516,-0.015,0.308,7.875,7.472,69,11.57,51.4
20.581,-0.045,0.308,7.885,7.479,70,11.57,51.28
20.645,-0.038,0.233,7.891,7.484,70,11.59,51.08
20.71,-0.047,0.262,7.896,7.489,70,11.57,50.87
20.774,-0.055,0.334,7.898,7.501,70,11.59,50.74
20.839,-0.046,0.303,7.894,7.513,70,11.57,50.57
20.903,0.021,0.275,7.894,7.515,70,11.57,50.56
20.968,-0.072,0.368,7.891,7.51,70,11.59,50.51
21.032,0.039,0.337,7.885,7.501,70,11.6,50.46
21.097,0.222,0.35,7.877,7.5,70,11.6,50.42
21.161,0.033,0.295,7.867,7.5,70,11.6,50.38
21.226,0.132,0.233,7.855,7.517,70,11.6,50.36
21.29,0.293,0.332,7.843,7.555,70,11.6,50.36
21.355,0.247,0.337,7.829,7.565,70,11.6,50.36
21.419,0.003,0.352,7.816,7.553,70,11.6,50.36
21.484,-0.012,0.311,7.801,7.547,67,11.6,50.39
21.548,-0.003,0.324,7.787,7.548,67,11.6,50.34
21.613,-0.013,0.306,7.757,7.543,67,11.6,50.3
21.677,-0.032,0.355,7.755,7.545,67,11.6,50.3
21.742,-0.024,0.308,7.74,7.543,67,11.6,50.32
21.806,0.033,0.303,7.725,7.55,67,11.6,50.35
21.871,-0.054,0.298,7.712,7.521,67,11.6,50.38
21.935,-0.062,0.337,7.7,7.523,67,11.6,50.41
22,0.245,0.316,7.688,7.536,67,11.6,50.46
22.065,-0.016,0.324,7.679,7.538,67,11.6,50.55
22.129,0.053,0.3,7.671,7.536,67,11.6,50.71
22.194,0.216,0.321,7.665,7.54,67,11.6,50.88
22.258,0.266,0.215,7.66,7.54,67,11.6,51.03
22.323,-0.083,0.334,7.658,7.542,67,11.6,51.14
22.387,-0.119,0.334,7.658,7.543,65,11.6,51.27
22.452,-0.105,0.3,7.658,7.546,65,11.6,51.33
22.516,-0.127,0.321,7.659,7.545,65,11.6,51.37
22.581,-0.138,0.259,7.66,7.545,65,11.6,51.5
22.645,-0.077,0.295,7.665,7.551,65,11.6,51.8
22.71,-0.162,0.272,7.665,7.551,65,11.6,51.82
22.774,-0.073,0.272,7.667,7.558,65,11.6,51.98
22.839,0.215,0.272,7.668,7.573,65,11.6,52.19
22.903,-0.065,0.262,7.669,7.61,65,11.6,52.39
22.968,0.012,0.243,7.67,7.621,65,11.6,52.55
23.032,0.164,0.176,7.67,7.645,65,11.6,52.73
23.097,0.257,0.376,7.67,7.647,65,11.6,52.73
23.161,-0.05,0.306,7.672,7.633,65,11.6,52.7
23.226,-0.079,0.3,7.672,7.614,70,11.6,52.67
23.29,-0.084,0.311,7.672,7.623,70,11.6,52.45
23.355,-0.086,0.313,7.67,7.634,70,11.6,52.28
23.419,-0.08,0.326,7.672,7.654,70,11.6,52.11
23.484,-0.042,0.326,7.676,7.745,70,11.6,51.89
23.548,-0.045,0.389,7.677,7.75,70,11.6,51.88
23.613,-0.076,0.391,7.683,7.781,70,11.6,51.78
23.677,0.289,0.249,7.688,7.803,70,11.6,51.65
23.742,-0.038,0.363,7.7,7.817,70,11.6,51.5
23.806,0.056,0.35,7.712,7.827,70,11.6,51.41
23.871,0.169,0.337,7.744,7.843,70,11.6,50.87
23.935,0.365,0.391,7.743,7.844,70,11.6,50.85
24,0.215,0.383,7.761,7.852,70,11.61,50.87
24.065,-0.009,0.394,7.778,7.859,68,11.61,51
24.129,-0.005,0.386,7.798,7.867,68,11.61,51.12
24.194,-0.017,0.339,7.818,7.874,68,11.6,51.14
24.258,-0.035,0.342,7.838,7.875,68,11.6,51.1
24.323,-0.043,0.324,7.857,7.874,68,11.55,51.12
24.387,0.004,0.293,7.893,7.882,68,11.57,51.15
24.452,-0.031,0.287,7.894,7.884,68,11.6,51.15
24.516,0.334,0.254,7.909,7.894,68,11.6,51.15
24.581,0.277,0.251,7.922,7.904,68,11.6,51.17
24.645,-0.07,0.293,7.936,7.919,68,11.6,51.16
24.71,0.051,0.142,7.947,7.931,67,11.55,51.18
24.774,0.181,0.231,7.957,7.942,67,11.57,51.23
24.839,0.37,0.347,7.971,7.953,67,11.61,51.25
24.903,0.108,0.337,7.971,7.955,67,11.65,51.25
24.968,-0.073,0.324,7.976,7.952,67,11.65,51.25
25.032,-0.079,0.277,7.981,7.957,67,11.6,51.29
25.097,-0.088,0.212,7.985,7.967,67,11.59,51.28
25.161,-0.133,0.326,7.987,7.986,67,11.6,51.31
25.226,-0.138,0.298,7.987,8.004,67,11.62,51.42
25.29,-0.127,0.236,7.99,8.016,67,11.61,51.5
25.355,-0.116,0.192,7.99,8.032,67,11.61,51.61
25.419,-0.194,0.28,7.993,8.055,67,11.62,51.69
25.484,0.155,0.22,7.996,8.086,67,11.62,51.75
25.548,-0.143,0.409,8.003,8.116,67,11.62,51.8
25.613,-0.073,0.306,8.012,8.147,67,11.62,51.86
25.677,0.024,0.267,8.026,8.181,90,11.64,51.97
25.742,0.22,0.212,8.043,8.21,90,11.65,52.13
25.806,0.093,0.277,8.063,8.232,90,11.67,52.29
25.871,-0.15,0.28,8.088,8.244,90,11.66,52.45
25.935,-0.138,0.337,8.115,8.265,90,11.65,52.59
26,-0.138,0.259,8.145,8.294,90,11.65,52.67
26.065,-0.139,0.316,8.177,8.319,90,11.65,52.79
26.129,-0.136,0.29,8.212,8.345,90,11.65,52.96
26.194,-0.082,0.163,8.244,8.373,90,11.64,53.06
26.258,-0.154,0.256,8.279,8.395,90,11.62,53.07
26.323,0.106,0.293,8.312,8.415,90,11.62,52.98
26.387,0.136,0.293,8.342,8.441,90,11.62,52.85
26.452,-0.06,0.324,8.375,8.477,90,11.62,52.68
26.516,0.017,0.308,8.402,8.51,74,11.62,52.57
26.581,0.186,0.207,8.427,8.532,74,11.62,52.53
26.645,0.263,0.339,8.472,8.548,74,11.62,52.36
26.71,-0.075,0.355,8.473,8.548,74,11.62,52.36
26.774,-0.104,0.342,8.492,8.548,74,11.64,52.34
26.839,-0.084,0.355,8.512,8.539,74,11.64,52.24
26.903,-0.113,0.249,8.535,8.534,74,11.62,52.08
26.968,-0.111,0.202,8.554,8.523,74,11.62,51.99
27.032,-0.106,0.287,8.567,8.521,74,11.62,51.92
27.097,-0.041,0.28,8.578,8.508,74,11.62,51.89
27.161,-0.078,0.363,8.586,8.489,74,11.64,51.91
27.226,-0.121,0.313,8.591,8.473,74,11.65,51.99
27.29,0.316,0.298,8.594,8.467,74,11.64,52.07
27.355,-0.031,0.332,8.591,8.45,74,11.61,52.12
27.419,0.064,0.326,8.587,8.442,74,11.61,52.15
27.484,0.174,0.207,8.578,8.437,74,11.62,52.14
27.548,0.378,0.21,8.571,8.427,74,11.62,52.18
27.613,0.087,0.339,8.564,8.423,74,11.62,52.17
27.677,-0.056,0.282,8.534,8.382,60,11.62,52.01
27.742,-0.048,0.316,8.533,8.379,60,11.62,52
27.806,-0.06,0.326,8.512,8.35,60,11.62,51.87
27.871,-0.075,0.329,8.489,8.322,60,11.62,51.74
27.935,-0.083,0.37,8.464,8.293,60,11.64,51.66
28,-0.079,0.238,8.438,8.262,60,11.65,51.6
28.065,-0.008,0.326,8.413,8.228,60,11.64,51.58
28.129,-0.075,0.298,8.366,8.171,60,11.62,51.49
28.194,-0.089,0.36,8.361,8.167,60,11.62,51.48
28.258,0.264,0.293,8.338,8.14,60,11.62,51.4
28.323,0.006,0.319,8.312,8.113,60,11.62,51.37
28.387,0.081,0.287,8.289,8.086,60,11.62,51.31
28.452,0.223,0.137,8.266,8.056,60,11.64,51.22
28.516,0.348,0.249,8.242,8.029,60,11.64,51.15
28.581,0.018,0.326,8.218,8.001,60,11.62,51.09
28.645,-0.067,0.334,8.196,7.976,63,11.62,51.05
28.71,-0.05,0.285,8.174,7.951,63,11.61,50.96
28.774,-0.076,0.316,8.154,7.924,63,11.61,50.87
28.839,-0.085,0.259,8.133,7.899,63,11.61,50.84
28.903,-0.086,0.303,8.112,7.876,63,11.6,50.84
28.968,-0.11,0.298,8.092,7.853,63,11.6,50.86
29.032,-0.059,0.337,8.07,7.831,63,11.59,50.83
29.097,-0.12,0.262,8.052,7.808,63,11.59,50.83
29.161,-0.168,0.334,8.033,7.788,63,11.61,50.85
