Elapsed time(s),ECG(mV),EMG(mV),foot GSR(mV),hand GSR(mV),HR(bpm),marker(mV),RESP(mV)
3.935,-0.051,0.062,9.573,6.197,91,10.85,44.34
4,-0.021,0.062,9.563,6.189,91,10.85,44.83
4.065,0.076,0.093,9.553,6.182,91,10.85,45.32
4.129,-0.091,0.057,9.544,6.175,91,10.85,45.74
4.194,0.035,0.057,9.536,6.169,91,10.85,46.11
4.258,0.07,0.052,9.528,6.164,91,10.85,46.52
4.323,-0.107,0.093,9.521,6.156,91,10.85,46.89
4.387,-0.119,0.103,9.512,6.15,91,10.85,47.24
4.452,-0.111,0.083,9.505,6.144,91,10.85,47.5
4.516,-0.073,0.099,9.497,6.139,91,10.85,47.6
4.581,-0.163,0.099,9.49,6.134,91,10.85,47.79
4.645,0.179,0.14,9.476,6.121,91,10.85,48.86
4.71,-0.237,0.103,9.475,6.121,91,10.84,48.93
4.774,-0.097,0.099,9.467,6.116,91,10.85,49.67
4.839,0.038,0.083,9.46,6.111,97,10.84,50.53
4.903,-0.066,0.099,9.453,6.106,97,10.84,51.48
4.968,-0.173,0.078,9.448,6.101,97,10.85,52.3
5.032,-0.159,0.093,9.443,6.097,97,10.84,52.94
5.097,-0.153,0.072,9.435,6.092,97,10.84,53.23
5.161,-0.113,0.062,9.43,6.087,97,10.84,53.38
5.226,-0.153,0.078,9.425,6.082,97,10.84,53.69
5.29,0.064,0.093,9.418,6.077,97,10.84,53.66
5.355,-0.144,0.052,9.411,6.072,97,10.85,53.44
5.419,-0.015,0.052,9.405,6.068,97,10.84,53.09
5.484,0.041,0.072,9.4,6.064,97,10.84,52.78
5.548,-0.112,0.057,9.395,6.059,97,10.84,52.47
5.613,-0.132,0.057,9.39,6.054,97,10.85,51.82
5.677,-0.115,0.067,9.385,6.049,97,10.84,50.93
5.742,-0.132,0.103,9.379,6.046,97,10.84,49.72
5.806,-0.049,0.067,9.375,6.042,97,10.84,48.68
5.871,-0.165,0.062,9.37,6.037,97,10.84,47.84
5.935,0.211,0.072,9.364,6.032,97,10.84,47.11
6,-0.134,0.067,9.358,6.027,97,10.84,46.4
6.065,-0.022,0.052,9.355,6.024,97,10.84,45.76
6.129,0.138,0.078,9.351,6.019,89,10.84,45.24
6.194,-0.014,0.057,9.346,6.017,89,10.85,44.78
6.258,-0.12,0.067,9.342,6.012,89,10.84,44.41
6.323,-0.096,0.057,9.338,6.009,89,10.84,44.08
6.387,-0.1,0.078,9.333,6.005,89,10.84,43.77
6.452,-0.036,0.057,9.331,6.001,89,10.84,43.43
6.516,-0.156,0.072,9.327,5.997,89,10.84,43.3
6.581,0.176,0.109,9.321,5.992,89,10.84,43.23
6.645,-0.107,0.057,9.318,5.989,89,10.84,43.22
6.71,0.011,0.088,9.313,5.986,89,10.84,43.18
6.774,0.119,0.057,9.31,5.982,89,10.84,43.16
6.839,-0.057,0.062,9.306,5.977,89,10.84,43.14
6.903,-0.116,0.072,9.303,5.975,94,10.84,43.15
6.968,-0.089,0.072,9.298,5.971,94,10.84,43.16
7.032,-0.072,0.067,9.295,5.967,94,10.84,43.14
7.097,-0.064,0.078,9.291,5.965,94,10.84,43.11
7.161,0.009,0.078,9.288,5.96,94,10.84,43.2
7.226,-0.008,0.072,9.283,5.957,94,10.84,43.36
7.29,-0.093,0.057,9.278,5.954,94,10.84,43.49
7.355,0.047,0.072,9.276,5.951,96,10.84,43.54
7.419,0.069,0.057,9.273,5.949,96,10.84,43.5
7.484,-0.099,0.042,9.269,5.946,96,10.84,43.43
7.548,-0.1,0.067,9.266,5.942,96,10.84,43.35
7.613,-0.095,0.052,9.263,5.94,96,10.84,43.26
7.677,-0.028,0.072,9.259,5.937,96,10.84,43.01
7.742,-0.114,0.057,9.256,5.934,96,10.84,42.83
7.806,0.229,0.088,9.253,5.93,96,10.84,42.77
7.871,-0.169,0.067,9.249,5.927,96,10.84,42.78
7.935,-0.017,0.067,9.244,5.925,96,10.84,42.75
8,0.127,0.067,9.241,5.921,96,10.84,42.7
8.065,0.046,0.067,9.236,5.918,96,10.84,42.54
8.129,-0.066,0.057,9.234,5.915,96,10.84,42.3
8.194,-0.049,0.067,9.231,5.913,96,10.84,41.98
8.258,-0.06,0.062,9.228,5.91,96,10.84,41.61
8.323,0.031,0.046,9.224,5.908,96,10.84,41.2
8.387,-0.106,0.057,9.22,5.904,96,10.84,40.91
8.452,0.209,0.062,9.216,5.9,96,10.84,40.71
8.516,-0.044,0.052,9.211,5.898,96,10.84,40.58
8.581,0.055,0.042,9.209,5.895,96,10.84,40.46
8.645,0.154,0.067,9.205,5.892,96,10.84,40.27
8.71,0.028,0.052,9.203,5.889,96,10.84,40.14
8.774,-0.023,0.109,9.199,5.885,95,10.84,39.98
8.839,-0.025,0.046,9.196,5.883,95,10.84,39.6
8.903,-0.053,0.057,9.193,5.88,95,10.84,39.25
8.968,0.047,0.052,9.189,5.878,95,10.84,39.2
9.032,-0.077,0.057,9.186,5.874,95,10.84,39.54
9.097,0.219,0.067,9.183,5.872,95,10.84,39.89
9.161,-0.035,0.052,9.179,5.868,95,10.84,40.71
9.226,0.061,0.062,9.177,5.865,95,10.84,41.7
9.29,0.151,0.046,9.174,5.863,95,10.84,42.04
9.355,0.059,0.046,9.171,5.86,95,10.84,41.9
9.419,-0.001,0.052,9.167,5.858,95,10.84,41.76
9.484,-0.001,0.042,9.166,5.855,95,10.84,41.61
9.548,-0.027,0.057,9.162,5.853,95,10.84,41.32
9.613,0.04,0.042,9.159,5.849,91,10.84,40.81
9.677,-0.021,0.046,9.157,5.847,91,10.84,40.7
9.742,0.273,0.067,9.154,5.845,91,10.84,40.91
9.806,-0.041,0.057,9.152,5.842,91,10.84,41.12
9.871,0.057,0.057,9.148,5.84,91,10.84,41.11
9.935,0.129,0.057,9.146,5.837,91,10.84,41.03
10,0.081,0.052,9.144,5.833,91,10.84,40.97
10.065,-0.003,0.042,9.142,5.832,91,10.84,40.93
10.129,0,0.062,9.137,5.827,91,10.84,40.89
10.194,-0.025,0.067,9.137,5.827,91,10.84,40.89
10.258,-0.02,0.046,9.133,5.825,90,10.84,40.71
10.323,0.046,0.057,9.132,5.822,90,10.83,40.62
10.387,0.016,0.072,9.129,5.82,90,10.83,40.65
10.452,0.131,0.099,9.126,5.818,90,10.84,40.71
10.516,-0.003,0.042,9.123,5.815,90,10.83,40.65
10.581,0.101,0.067,9.119,5.812,90,10.84,40.55
10.645,0.12,0.036,9.117,5.808,90,10.84,40.46
10.71,0.012,0.057,9.114,5.807,90,10.83,40.38
10.774,0.002,0.046,9.111,5.806,89,10.83,40.33
10.839,-0.014,0.036,9.108,5.802,89,10.84,40.27
10.903,-0.038,0.046,9.104,5.802,89,10.83,40.08
10.968,0.058,0.052,9.102,5.802,89,10.83,39.96
11.032,-0.061,0.052,9.099,5.8,89,10.83,39.98
11.097,0.213,0.052,9.097,5.8,89,10.84,40.03
11.161,-0.039,0.052,9.094,5.797,89,10.83,40.04
11.226,0.054,0.036,9.09,5.797,89,10.83,40.01
11.29,0.13,0.042,9.087,5.797,89,10.83,39.99
11.355,0.042,0.046,9.084,5.8,89,10.83,39.97
11.419,-0.016,0.046,9.081,5.8,89,10.83,39.98
11.484,-0.02,0.042,9.077,5.8,89,10.83,39.97
11.548,-0.05,0.057,9.075,5.8,89,10.83,39.92
11.613,0.02,0.052,9.072,5.8,89,10.83,39.8
11.677,0.021,0.052,9.07,5.798,89,10.83,39.79
11.742,-0.09,0.042,9.067,5.797,89,10.83,39.87
11.806,0.196,0.093,9.065,5.795,89,10.83,39.91
11.871,-0.044,0.036,9.061,5.795,89,10.83,39.92
11.935,0.049,0.052,9.056,5.791,89,10.84,39.92
12,0.116,0.052,9.056,5.791,89,10.83,39.92
12.065,0.018,0.042,9.055,5.788,89,10.83,39.92
12.129,-0.028,0.062,9.052,5.786,85,10.83,39.94
12.194,-0.026,0.052,9.05,5.783,85,10.83,39.94
12.258,-0.057,0.052,9.046,5.781,85,10.83,39.88
12.323,-0.058,0.046,9.044,5.778,85,10.83,39.77
12.387,0.019,0.072,9.041,5.775,85,10.83,39.79
12.452,-0.059,0.042,9.039,5.773,85,10.83,39.95
12.516,0.145,0.088,9.035,5.77,85,10.83,40.13
12.581,-0.04,0.057,9.032,5.77,85,10.83,40.14
12.645,0.067,0.057,9.03,5.766,85,10.83,40.07
12.71,0.108,0.042,9.026,5.763,85,10.83,39.96
12.774,-0.004,0.046,9.024,5.76,85,10.83,39.84
12.839,-0.024,0.036,9.02,5.757,86,10.83,39.77
12.903,-0.035,0.067,9.017,5.756,86,10.83,39.58
12.968,-0.062,0.046,9.014,5.753,86,10.83,39.26
13.032,0.008,0.057,9.011,5.742,86,10.83,39.03
13.097,0.007,0.067,9.008,5.732,86,10.83,39.04
13.161,-0.081,0.052,9.005,5.724,86,10.83,39.09
13.226,0.193,0.119,9,5.703,86,10.83,39.1
13.29,-0.04,0.067,8.998,5.691,86,10.83,39.09
13.355,0.06,0.042,8.993,5.689,86,10.83,39.15
13.419,0.119,0.036,8.992,5.689,86,10.83,39.16
13.484,0.007,0.042,8.989,5.685,86,10.82,39.23
13.548,-0.031,0.042,8.987,5.687,83,10.82,39.33
13.613,-0.051,0.057,8.984,5.705,83,10.82,39.42
13.677,-0.063,0.052,8.98,5.719,83,10.82,39.38
13.742,-0.059,0.042,8.978,5.72,83,10.82,39.3
13.806,0.02,0.046,8.975,5.715,83,10.82,39.37
13.871,-0.059,0.052,8.973,5.7,83,10.82,39.47
13.935,0.161,0.072,8.965,5.674,83,10.82,39.55
14,-0.038,0.062,8.967,5.673,83,10.82,39.56
14.065,0.071,0.052,8.964,5.681,83,10.83,39.57
14.129,0.112,0.046,8.96,5.691,83,10.82,39.57
14.194,-0.011,0.042,8.958,5.696,83,10.82,39.59
14.258,-0.035,0.057,8.954,5.698,85,10.82,39.63
14.323,-0.037,0.062,8.952,5.698,85,10.82,39.65
14.387,-0.054,0.057,8.949,5.698,85,10.82,39.57
14.452,-0.088,0.057,8.945,5.698,85,10.82,39.44
14.516,-0.008,0.062,8.943,5.695,85,10.82,39.48
14.581,-0.117,0.057,8.94,5.695,85,10.82,39.55
14.645,0.178,0.088,8.938,5.693,85,10.82,39.54
14.71,-0.058,0.171,8.934,5.693,85,10.82,39.45
14.774,0.049,0.155,8.93,5.693,85,10.82,39.66
14.839,0.119,0.083,8.928,5.695,83,10.82,39.9
14.903,0.001,0.042,8.925,5.694,83,10.82,40.04
14.968,-0.042,0.052,8.923,5.689,83,10.82,40.17
15.032,-0.037,0.046,8.921,5.685,83,10.82,40.18
15.097,-0.068,0.052,8.918,5.681,83,10.82,40.08
15.161,-0.042,0.052,8.916,5.676,83,10.82,39.96
15.226,-0.022,0.052,8.913,5.671,83,10.82,40.06
15.29,0.168,0.119,8.91,5.669,83,10.82,40.24
15.355,-0.066,0.046,8.907,5.664,83,10.82,40.44
15.419,-0.022,0.083,8.905,5.66,83,10.82,40.69
15.484,0.104,0.072,8.902,5.663,83,10.82,40.9
15.548,0.091,0.046,8.898,5.66,83,10.82,41.03
15.613,-0.047,0.062,8.896,5.658,86,10.82,41.2
15.677,-0.054,0.072,8.893,5.656,86,10.82,41.32
15.742,-0.069,0.046,8.891,5.656,86,10.82,41.36
15.806,-0.093,0.062,8.887,5.652,86,10.82,41.26
15.871,-0.016,0.052,8.883,5.648,86,10.82,41.19
15.935,-0.102,0.046,8.882,5.642,86,10.82,41.18
16,0.216,0.072,8.878,5.627,86,10.82,41.18
16.065,-0.119,0.036,8.876,5.617,86,10.82,41.21
16.129,-0.001,0.052,8.873,5.616,86,10.82,41.23
16.194,0.107,0.078,8.87,5.617,87,10.82,41.41
16.258,0.021,0.062,8.867,5.621,87,10.82,41.65
16.323,-0.071,0.062,8.865,5.623,87,10.82,41.8
16.387,-0.058,0.046,8.862,5.626,87,10.82,41.84
16.452,-0.078,0.042,8.86,5.626,87,10.82,41.84
16.516,-0.079,0.067,8.857,5.623,87,10.82,41.69
16.581,-0.014,0.083,8.853,5.622,87,10.82,41.63
16.645,-0.047,0.072,8.851,5.619,87,10.82,41.68
16.71,0.131,0.114,8.847,5.616,87,10.82,41.74
16.774,-0.054,0.072,8.843,5.613,87,10.82,41.73
16.839,0.067,0.072,8.841,5.609,87,10.82,41.7
16.903,0.109,0.046,8.836,5.607,88,10.82,41.72
16.968,-0.04,0.083,8.831,5.606,88,10.82,41.7
17.032,-0.055,0.099,8.826,5.602,88,10.82,41.71
17.097,-0.052,0.103,8.823,5.599,88,10.82,41.76
17.161,-0.076,0.083,8.819,5.596,88,10.82,41.75
17.226,-0.026,0.103,8.818,5.592,88,10.82,41.69
17.29,-0.054,0.062,8.815,5.589,88,10.82,41.79
17.355,0.281,0.192,8.814,5.584,88,10.82,42
17.419,-0.152,0.207,8.811,5.582,88,10.82,42.2
17.484,-0.012,0.052,8.809,5.578,88,10.82,42.26
17.548,0.118,0.135,8.805,5.576,88,10.82,42.21
17.613,0.079,0.124,8.801,5.574,88,10.82,42.16
17.677,-0.048,0.109,8.8,5.573,86,10.82,42.17
17.742,-0.042,0.155,8.798,5.572,86,10.82,42.26
17.806,-0.049,0.057,8.795,5.569,86,10.82,42.37
17.871,-0.073,0.109,8.795,5.568,86,10.82,42.33
17.935,-0.001,0.099,8.793,5.567,86,10.82,42.39
18,-0.075,0.14,8.791,5.565,86,10.82,42.43
18.065,0.272,0.248,8.789,5.564,86,10.82,42.48
18.129,-0.121,0.088,8.784,5.564,86,10.82,42.47
18.194,0.009,0.103,8.781,5.561,86,10.82,42.46
18.258,0.13,0.057,8.78,5.56,86,10.82,42.46
18.323,0.049,0.046,8.776,5.557,86,10.82,42.46
18.387,-0.056,0.046,8.774,5.556,86,10.82,42.44
18.452,-0.039,0.067,8.771,5.554,86,10.82,42.41
18.516,-0.055,0.036,8.769,5.552,86,10.82,42.41
18.581,-0.078,0.031,8.766,5.549,86,10.82,42.29
18.645,-0.056,0.062,8.765,5.546,86,10.82,42.2
18.71,-0.013,0.052,8.761,5.544,86,10.82,42.13
18.774,0.05,0.067,8.759,5.541,86,10.82,42.13
18.839,0.085,0.083,8.756,5.539,86,10.82,42.06
18.903,-0.034,0.036,8.753,5.541,86,10.82,42
18.968,0.092,0.042,8.755,5.541,86,10.82,41.95
19.032,0.122,0.057,8.754,5.541,86,10.82,41.91
19.097,-0.032,0.052,8.751,5.539,86,10.82,41.88
19.161,-0.043,0.052,8.749,5.54,81,10.82,41.83
19.226,-0.04,0.042,8.744,5.541,81,10.82,41.8
19.29,-0.066,0.031,8.742,5.541,81,10.82,41.72
19.355,-0.08,0.052,8.738,5.54,81,10.82,41.62
19.419,0.003,0.052,8.734,5.537,81,10.82,41.58
19.484,-0.079,0.036,8.732,5.535,81,10.82,41.58
19.548,0.267,0.083,8.728,5.534,81,10.82,41.58
19.613,-0.095,0.046,8.726,5.534,81,10.82,41.56
19.677,0.023,0.062,8.726,5.531,81,10.82,41.52
19.742,0.149,0.042,8.723,5.53,81,10.82,41.51
19.806,0.054,0.042,8.721,5.529,81,10.82,41.49
19.871,-0.052,0.057,8.718,5.527,80,10.82,41.51
19.935,-0.034,0.057,8.716,5.525,80,10.82,41.51
20,-0.05,0.057,8.718,5.521,80,10.82,41.52
20.065,-0.071,0.057,8.717,5.517,80,10.82,41.38
20.129,-0.08,0.046,8.714,5.512,80,10.82,41.33
20.194,0.011,0.052,8.711,5.507,80,10.82,41.34
20.258,-0.085,0.042,8.708,5.501,80,10.82,41.37
20.323,0.244,0.083,8.706,5.497,80,10.82,41.39
20.387,-0.08,0.067,8.704,5.494,80,10.82,41.4
20.452,0.026,0.046,8.702,5.49,80,10.82,41.39
20.516,0.15,0.036,8.699,5.486,80,10.82,41.38
20.581,0.04,0.052,8.698,5.486,80,10.82,41.38
20.645,-0.057,0.042,8.698,5.484,78,10.82,41.4
20.71,-0.04,0.067,8.698,5.484,78,10.82,41.39
20.774,-0.058,0.046,8.696,5.484,78,10.82,41.38
20.839,-0.081,0.046,8.693,5.481,78,10.82,41.26
20.903,-0.08,0.057,8.689,5.48,78,10.82,41.23
20.968,0.006,0.062,8.688,5.482,78,10.82,41.24
21.032,-0.1,0.057,8.687,5.484,78,10.82,41.28
21.097,0.223,0.099,8.684,5.484,78,10.82,41.29
21.161,-0.056,0.046,8.681,5.481,78,10.82,41.28
21.226,0.051,0.026,8.677,5.48,78,10.82,41.27
21.29,0.154,0.046,8.673,5.475,78,10.82,41.24
21.355,0.009,0.036,8.671,5.473,78,10.82,41.23
21.419,-0.057,0.042,8.673,5.47,78,10.82,41.24
21.484,-0.043,0.062,8.673,5.469,78,10.82,41.23
21.548,-0.066,0.052,8.671,5.469,78,10.82,41.2
21.613,-0.085,0.046,8.667,5.469,78,10.82,41.1
21.677,-0.091,0.031,8.664,5.468,78,10.82,41.08
21.742,-0.004,0.057,8.662,5.467,78,10.82,41.1
21.806,-0.086,0.046,8.659,5.467,78,10.82,41.13
21.871,0.244,0.109,8.657,5.467,78,10.82,41.13
21.935,-0.105,0.052,8.656,5.467,78,10.82,41.13
22,0.009,0.042,8.654,5.467,78,10.82,41.11
22.065,0.142,0.046,8.651,5.467,78,10.82,41.1
22.129,0.046,0.046,8.647,5.467,78,10.82,41.09
22.194,-0.065,0.046,8.642,5.465,75,10.82,41.1
22.258,-0.049,0.052,8.639,5.464,75,10.82,41.11
22.323,-0.065,0.062,8.64,5.462,75,10.82,41.1
22.387,-0.089,0.046,8.641,5.459,75,10.82,40.98
22.452,-0.096,0.046,8.639,5.458,75,10.82,40.95
22.516,-0.059,0.046,8.637,5.457,75,10.82,40.97
22.581,-0.04,0.057,8.632,5.454,75,10.82,41.01
22.645,0.159,0.072,8.63,5.454,75,10.82,41.02
22.71,-0.063,0.067,8.629,5.452,75,10.82,41.02
22.774,-0.043,0.042,8.627,5.449,75,10.82,41.02
22.839,0.089,0.046,8.626,5.447,75,10.82,41.01
22.903,0.099,0.042,8.625,5.444,75,10.82,41
22.968,-0.062,0.046,8.622,5.444,75,10.82,41.01
23.032,-0.073,0.046,8.619,5.444,75,10.82,41.02
23.097,-0.072,0.042,8.616,5.44,75,10.82,41.04
23.161,-0.098,0.036,8.612,5.437,75,10.82,40.95
23.226,-0.11,0.036,8.609,5.435,75,10.82,40.9
23.29,-0.096,0.046,8.606,5.432,75,10.82,40.9
23.355,-0.029,0.052,8.605,5.429,75,10.82,40.94
23.419,-0.073,0.052,8.604,5.429,75,10.82,40.96
23.484,0.137,0.083,8.604,5.432,75,10.82,40.96
23.548,-0.072,0.046,8.6,5.432,75,10.82,40.96
23.613,0.048,0.042,8.596,5.432,75,10.82,40.94
23.677,0.115,0.042,8.592,5.429,76,10.82,40.94
23.742,-0.046,0.042,8.587,5.429,76,10.82,40.94
23.806,-0.084,0.046,8.586,5.429,76,10.82,40.97
23.871,-0.073,0.052,8.589,5.428,76,10.82,40.96
23.935,-0.096,0.052,8.587,5.425,76,10.82,40.92
24,-0.11,0.036,8.584,5.423,76,10.82,40.83
24.065,-0.075,0.031,8.58,5.42,76,10.82,40.84
24.129,-0.05,0.052,8.577,5.417,76,10.82,40.85
24.194,0.111,0.057,8.572,5.417,76,10.82,40.89
24.258,-0.034,0.072,8.569,5.414,76,10.82,40.9
24.323,-0.054,0.052,8.565,5.412,76,10.82,40.9
24.387,0.077,0.057,8.563,5.41,76,10.82,40.9
24.452,0.092,0.036,8.562,5.408,76,10.82,40.9
24.516,-0.068,0.052,8.559,5.405,76,10.82,40.91
24.581,-0.075,0.036,8.555,5.404,78,10.82,40.93
24.645,-0.073,0.036,8.553,5.403,78,10.82,40.93
24.71,-0.095,0.052,8.55,5.402,78,10.82,40.86
24.774,-0.103,0.052,8.548,5.399,78,10.82,40.77
24.839,-0.09,0.031,8.545,5.397,78,10.82,40.77
24.903,-0.009,0.046,8.54,5.394,78,10.82,40.81
24.968,-0.084,0.046,8.538,5.393,78,10.82,40.85
25.032,0.194,0.083,8.534,5.392,78,10.82,40.85
25.097,-0.049,0.062,8.533,5.391,78,10.82,40.85
25.161,0.067,0.046,8.53,5.388,78,10.82,40.84
25.226,0.154,0.042,8.527,5.387,78,10.82,40.84
25.29,-0.001,0.057,8.523,5.385,78,10.82,40.84
25.355,-0.048,0.052,8.52,5.385,75,10.82,40.87
25.419,-0.033,0.036,8.518,5.381,75,10.82,40.9
25.484,-0.055,0.057,8.517,5.38,75,10.82,40.87
25.548,-0.071,0.062,8.514,5.377,75,10.82,40.77
25.613,-0.061,0.046,8.513,5.376,75,10.82,40.77
25.677,0.006,0.072,8.508,5.372,75,10.82,40.79
25.742,-0.061,0.046,8.504,5.37,75,10.82,40.84
25.806,0.193,0.083,8.504,5.367,75,10.83,40.85
25.871,-0.045,0.052,8.504,5.365,75,10.82,40.86
25.935,0.066,0.046,8.502,5.362,75,10.82,40.86
26,0.143,0.042,8.499,5.358,75,10.83,40.85
26.065,-0.015,0.031,8.495,5.355,75,10.83,40.85
26.129,-0.059,0.046,8.493,5.352,77,10.82,40.88
26.194,-0.046,0.042,8.492,5.35,77,10.82,40.88
26.258,-0.07,0.052,8.488,5.348,77,10.82,40.84
26.323,-0.083,0.046,8.489,5.345,77,10.82,40.75
26.387,-0.054,0.057,8.489,5.343,77,10.82,40.74
26.452,-0.018,0.052,8.485,5.342,77,10.82,40.77
26.516,0.085,0.062,8.481,5.345,77,10.82,40.8
26.581,0.046,0.052,8.478,5.345,77,10.82,40.81
26.645,-0.034,0.042,8.477,5.343,77,10.82,40.81
26.71,0.1,0.042,8.473,5.341,77,10.82,40.8
26.774,0.133,0.046,8.472,5.338,77,10.82,40.79
26.839,-0.026,0.062,8.468,5.337,77,10.82,40.78
26.903,-0.044,0.062,8.463,5.335,79,10.82,40.8
26.968,-0.039,0.042,8.463,5.332,79,10.82,40.8
27.032,-0.063,0.036,8.463,5.331,79,10.82,40.75
27.097,-0.074,0.042,8.462,5.326,79,10.82,40.66
27.161,-0.014,0.046,8.46,5.322,79,10.82,40.66
27.226,-0.042,0.046,8.456,5.327,79,10.82,40.69
27.29,0.302,0.088,8.452,5.333,79,10.82,40.73
27.355,-0.136,0.067,8.448,5.336,79,10.82,40.74
27.419,-0.001,0.067,8.447,5.335,79,10.82,40.74
27.484,0.138,0.042,8.445,5.332,79,10.83,40.72
27.548,0.114,0.046,8.441,5.33,79,10.83,40.7
27.613,-0.033,0.036,8.438,5.33,79,10.82,40.72
27.677,-0.029,0.057,8.435,5.328,78,10.82,40.74
27.742,-0.035,0.052,8.432,5.326,78,10.82,40.74
27.806,-0.058,0.046,8.43,5.323,78,10.82,40.65
27.871,-0.066,0.062,8.427,5.322,78,10.82,40.59
27.935,0.028,0.057,8.426,5.32,78,10.83,40.61
28,-0.076,0.042,8.425,5.32,78,10.83,40.62
28.065,0.26,0.067,8.422,5.317,78,10.82,40.65
28.129,-0.058,0.042,8.42,5.313,78,10.83,40.66
28.194,0.043,0.046,8.416,5.312,78,10.82,40.65
28.258,0.168,0.052,8.413,5.308,78,10.82,40.63
28.323,0.052,0.052,8.411,5.306,78,10.82,40.63
28.387,-0.042,0.052,8.41,5.304,80,10.82,40.64
28.452,-0.028,0.042,8.408,5.301,80,10.82,40.65
28.516,-0.048,0.036,8.406,5.298,80,10.82,40.64
28.581,-0.07,0.046,8.403,5.296,80,10.82,40.55
28.645,-0.068,0.042,8.401,5.298,80,10.82,40.52
28.71,0.013,0.036,8.398,5.298,80,10.82,40.53
28.774,-0.087,0.036,8.395,5.294,80,10.82,40.57
28.839,0.231,0.072,8.391,5.29,80,10.82,40.59
28.903,-0.051,0.042,8.39,5.288,80,10.82,40.61
28.968,0.054,0.062,8.386,5.285,80,10.82,40.59
29.032,0.153,0.052,8.385,5.285,80,10.82,40.58
29.097,0.006,0.052,8.383,5.285,80,10.83,40.57
29.161,-0.054,0.052,8.381,5.281,78,10.82,40.6
29.226,-0.04,0.057,8.38,5.279,78,10.82,40.6
