Elapsed time(s),ECG(mV),EMG(mV),foot GSR(mV),hand GSR(mV),HR(bpm),marker(mV),RESP(mV)
12.933,-0.094,0.145,1.332,4.703,84,11.1,38.19
13,-0.041,0.249,1.332,4.702,84,11.1,38.15
13.067,0.107,0.207,1.332,4.701,85,11.1,38.13
13.133,0.048,0.186,1.332,4.699,85,11.1,38.13
13.2,-0.095,0.124,1.332,4.698,85,11.1,38.12
13.267,-0.094,0.124,1.332,4.696,85,11.1,38.11
13.333,-0.093,0.145,1.332,4.696,85,11.1,38.04
13.4,-0.062,0.186,1.332,4.693,85,11.1,37.98
13.467,-0.084,0.145,1.332,4.692,85,11.1,37.95
13.533,-0.08,0.207,1.33,4.689,85,11.1,37.92
13.6,0.269,0.58,1.33,4.689,85,11.11,37.92
13.667,-0.084,0.186,1.33,4.688,85,11.1,37.89
13.733,-0.032,0.228,1.33,4.688,85,11.1,37.86
13.8,0.103,0.269,1.33,4.686,84,11.1,37.82
13.867,0.083,0.166,1.33,4.685,84,11.1,37.77
13.933,-0.094,0.145,1.33,4.684,84,11.1,37.69
14,-0.089,0.207,1.33,4.682,84,11.1,37.61
14.067,-0.084,0.145,1.33,4.681,84,11.1,37.46
14.133,-0.095,0.228,1.33,4.68,84,11.1,37.28
14.2,-0.098,0.124,1.33,4.679,84,11.11,37.16
14.267,-0.095,0.145,1.33,4.676,84,11.11,37.05
14.333,-0.048,0.186,1.33,4.676,84,11.11,36.97
14.4,-0.077,0.186,1.33,4.675,84,11.11,36.9
14.467,0.018,0.373,1.33,4.674,84,11.11,36.86
14.533,0.239,0.352,1.33,4.671,84,11.11,36.81
14.6,-0.074,0.207,1.329,4.671,84,11.11,36.76
14.667,-0.022,0.207,1.328,4.669,84,11.11,36.73
14.733,0.117,0.186,1.328,4.669,66,11.11,36.71
14.8,0.093,0.186,1.328,4.666,66,11.11,36.69
14.867,-0.086,0.145,1.328,4.666,66,11.11,36.67
14.933,-0.079,0.166,1.328,4.664,66,11.11,36.64
15,-0.077,0.166,1.328,4.664,66,11.11,36.57
15.067,-0.088,0.207,1.328,4.661,66,11.11,36.5
15.133,-0.09,0.186,1.328,4.66,66,11.11,36.47
15.2,-0.087,0.186,1.328,4.659,66,11.11,36.46
15.267,-0.03,0.186,1.325,4.657,66,11.11,36.46
15.333,-0.09,0.186,1.325,4.656,66,11.11,36.47
15.4,0.339,0.435,1.325,4.654,66,11.11,36.47
15.467,-0.078,0.228,1.325,4.652,66,11.11,36.49
15.533,-0.06,0.186,1.325,4.651,66,11.11,36.49
15.6,0.011,0.186,1.325,4.651,68,11.11,36.51
15.667,0.163,0.166,1.325,4.649,68,11.11,36.52
15.733,0.004,0.145,1.325,4.649,68,11.11,36.53
15.8,-0.099,0.186,1.325,4.646,68,11.11,36.53
15.867,-0.085,0.145,1.325,4.645,68,11.11,36.52
15.933,-0.09,0.166,1.325,4.644,68,11.11,36.49
16,-0.096,0.186,1.325,4.641,68,11.11,36.49
16.067,-0.091,0.207,1.323,4.64,68,11.11,36.55
16.133,-0.04,0.228,1.323,4.639,68,11.11,36.62
16.2,-0.105,0.166,1.323,4.637,68,11.11,36.73
16.267,0.303,0.414,1.324,4.636,68,11.11,36.83
16.333,-0.098,0.29,1.323,4.636,68,11.11,36.92
16.4,-0.064,0.207,1.323,4.634,68,11.11,37.05
16.467,0.019,0.166,1.323,4.631,72,11.11,37.17
16.533,0.16,0.207,1.323,4.63,72,11.11,37.32
16.6,-0.038,0.145,1.323,4.629,72,11.11,37.45
16.667,-0.109,0.207,1.323,4.627,72,11.11,37.59
16.733,-0.096,0.145,1.32,4.626,72,11.11,37.69
16.8,-0.104,0.186,1.321,4.624,72,11.11,37.75
16.867,-0.083,0.186,1.32,4.624,72,11.11,37.84
16.933,-0.082,0.207,1.32,4.621,72,11.11,37.94
17,-0.122,0.166,1.32,4.621,72,11.11,38.06
17.067,0.26,0.414,1.32,4.619,72,11.11,38.17
17.133,-0.1,0.145,1.32,4.619,72,11.11,38.24
17.2,-0.054,0.145,1.32,4.616,72,11.11,38.28
17.267,0.073,0.186,1.32,4.615,80,11.11,38.3
17.333,0.091,0.207,1.32,4.614,80,11.11,38.3
17.4,-0.104,0.186,1.32,4.611,80,11.11,38.28
17.467,-0.105,0.145,1.32,4.611,80,11.11,38.25
17.533,-0.098,0.166,1.32,4.609,80,11.11,38.16
17.6,-0.102,0.186,1.32,4.607,80,11.11,38.07
17.667,-0.059,0.166,1.32,4.606,80,11.11,38
17.733,-0.123,0.186,1.32,4.604,80,11.11,37.93
17.8,0.291,0.414,1.319,4.604,80,11.11,37.9
17.867,-0.11,0.186,1.318,4.601,80,11.11,37.86
17.933,-0.069,0.228,1.318,4.6,80,11.11,37.81
18,0.017,0.186,1.318,4.599,81,11.11,37.78
18.067,0.146,0.186,1.318,4.598,81,11.11,37.74
18.133,-0.054,0.207,1.318,4.597,81,11.11,37.7
18.2,-0.109,0.145,1.318,4.595,81,11.11,37.64
18.267,-0.095,0.186,1.318,4.594,81,11.11,37.56
18.333,-0.102,0.186,1.318,4.593,81,11.11,37.43
18.4,-0.106,0.207,1.318,4.592,81,11.11,37.32
18.467,-0.082,0.186,1.318,4.589,81,11.11,37.23
18.533,-0.061,0.145,1.318,4.588,81,11.11,37.16
18.6,-0.129,0.186,1.318,4.587,81,11.11,37.1
18.667,0.326,0.414,1.318,4.585,81,11.11,37.06
18.733,-0.099,0.145,1.315,4.584,81,11.11,36.98
18.8,-0.058,0.145,1.315,4.583,81,11.11,36.93
18.867,0.046,0.166,1.315,4.582,72,11.1,36.87
18.933,0.139,0.186,1.315,4.579,72,11.1,36.82
19,-0.075,0.207,1.315,4.579,72,11.1,36.77
19.067,-0.096,0.186,1.315,4.577,72,11.1,36.73
19.133,-0.083,0.207,1.315,4.575,72,11.11,36.66
19.2,-0.092,0.186,1.315,4.574,72,11.1,36.55
19.267,-0.093,0.186,1.315,4.572,72,11.11,36.48
19.333,-0.09,0.207,1.315,4.572,72,11.1,36.45
19.4,-0.033,0.145,1.315,4.569,72,11.11,36.44
19.467,-0.08,0.145,1.315,4.569,72,11.1,36.44
19.533,0.24,0.269,1.315,4.567,72,11.1,36.44
19.6,0.02,0.228,1.315,4.567,72,11.11,36.44
19.667,-0.062,0.207,1.315,4.564,72,11.1,36.45
19.733,0,0.166,1.315,4.564,68,11.11,36.47
19.8,0.148,0.186,1.314,4.562,68,11.1,36.47
19.867,0.06,0.207,1.313,4.562,68,11.1,36.49
19.933,-0.082,0.207,1.313,4.559,68,11.1,36.49
20,-0.068,0.228,1.313,4.559,68,11.1,36.48
20.067,-0.071,0.166,1.313,4.557,68,11.1,36.44
20.133,-0.078,0.186,1.313,4.557,68,11.1,36.38
20.2,-0.077,0.166,1.313,4.554,68,11.1,36.37
20.267,-0.059,0.166,1.313,4.554,68,11.1,36.37
20.333,-0.019,0.207,1.311,4.553,68,11.1,36.38
20.4,-0.088,0.228,1.313,4.552,68,11.11,36.39
20.467,0.346,0.456,1.311,4.55,68,11.1,36.4
20.533,-0.063,0.186,1.31,4.549,68,11.11,36.41
20.6,-0.035,0.145,1.31,4.547,68,11.1,36.42
20.667,0.056,0.207,1.31,4.547,68,11.11,36.45
20.733,0.169,0.186,1.31,4.547,68,11.11,36.5
20.8,-0.048,0.186,1.31,4.544,68,11.11,36.56
20.867,-0.093,0.166,1.31,4.544,68,11.11,36.63
20.933,-0.084,0.166,1.31,4.542,68,11.11,36.7
21,-0.097,0.166,1.31,4.542,68,11.1,36.73
21.067,-0.081,0.207,1.31,4.54,68,11.11,36.8
21.133,-0.058,0.166,1.31,4.539,68,11.1,36.92
21.2,-0.126,0.207,1.31,4.537,68,11.1,37.08
21.267,0.281,0.373,1.31,4.537,68,11.1,37.23
21.333,-0.097,0.207,1.31,4.534,68,11.1,37.37
21.4,-0.058,0.228,1.31,4.534,68,11.1,37.5
21.467,0.05,0.186,1.31,4.533,78,11.1,37.64
21.533,0.134,0.207,1.308,4.532,78,11.1,37.78
21.6,-0.082,0.186,1.308,4.53,78,11.1,37.91
21.667,-0.106,0.166,1.308,4.529,78,11.1,38.03
21.733,-0.096,0.207,1.308,4.528,78,11.1,38.08
21.8,-0.092,0.186,1.308,4.527,78,11.1,38.06
21.867,-0.065,0.124,1.308,4.525,78,11.1,38.03
21.933,-0.129,0.186,1.308,4.524,78,11.1,38
22,0.27,0.373,1.308,4.522,78,11.1,37.97
22.067,-0.104,0.186,1.305,4.522,78,11.1,37.96
22.133,-0.064,0.166,1.306,4.52,78,11.1,37.93
22.2,0.035,0.145,1.305,4.519,83,11.1,37.89
22.267,0.137,0.166,1.305,4.517,83,11.1,37.87
22.333,-0.069,0.145,1.305,4.517,83,11.1,37.85
22.4,-0.1,0.166,1.305,4.515,83,11.1,37.82
22.467,-0.084,0.145,1.305,4.514,83,11.18,37.77
22.533,-0.094,0.186,1.305,4.513,83,11.12,37.67
22.6,-0.037,0.186,1.305,4.512,83,11.18,37.6
22.667,-0.1,0.207,1.305,4.51,83,11.23,37.55
22.733,0.292,0.331,1.305,4.509,83,11.59,37.51
22.8,-0.083,0.166,1.305,4.507,83,11.73,37.5
22.867,-0.061,0.166,1.305,4.507,83,11.87,37.47
22.933,0.01,0.207,1.305,4.505,81,11.93,37.46
23,0.161,0.166,1.305,4.505,81,11.54,37.45
23.067,0.021,0.228,1.305,4.503,81,11.39,37.43
23.133,-0.075,0.207,1.305,4.502,81,11.44,37.41
23.2,-0.055,0.207,1.305,4.501,81,11.73,37.38
23.267,-0.056,0.207,1.305,4.5,81,11.85,37.28
23.333,-0.061,0.186,1.305,4.497,81,11.68,37.2
23.4,-0.034,0.186,1.305,4.497,81,11.53,37.14
23.467,-0.009,0.249,1.305,4.496,81,11.55,37.1
23.533,-0.074,0.186,1.305,4.495,81,11.45,37.08
23.6,0.366,0.435,1.305,4.493,81,12.22,37.05
23.667,-0.044,0.166,1.303,4.492,81,11.56,37.02
23.733,-0.004,0.145,1.303,4.492,81,11.57,36.99
23.8,0.095,0.124,1.303,4.49,81,11.88,36.97
23.867,0.187,0.104,1.303,4.488,81,11.81,36.96
23.933,-0.025,0.166,1.303,4.487,81,12.27,36.93
24,-0.047,0.145,1.303,4.487,74,12.31,36.92
24.067,-0.036,0.166,1.303,4.485,74,13.28,36.85
24.133,-0.047,0.145,1.303,4.485,74,14.16,36.73
24.2,-0.05,0.166,1.303,4.482,74,15.36,36.67
24.267,-0.048,0.145,1.303,4.482,74,16.16,36.62
24.333,-0.046,0.186,1.301,4.48,74,15.26,36.59
24.4,0.005,0.124,1.3,4.48,74,14.98,36.58
24.467,-0.039,0.166,1.3,4.477,74,15.29,36.56
24.533,0.267,0.373,1.3,4.477,74,15.1,36.54
24.6,0.059,0.269,1.3,4.475,74,14.77,36.54
24.667,-0.03,0.166,1.3,4.475,74,14.52,36.54
24.733,0.027,0.166,1.3,4.472,64,14.14,36.54
24.8,0.169,0.166,1.3,4.472,64,13.66,36.54
24.867,0.097,0.166,1.3,4.47,64,12.94,36.54
24.933,-0.06,0.124,1.3,4.47,64,13.21,36.54
25,-0.052,0.145,1.3,4.467,64,13.21,36.53
25.067,-0.06,0.186,1.3,4.466,64,13.12,36.48
25.133,-0.071,0.207,1.3,4.465,64,13.19,36.42
25.2,-0.074,0.228,1.3,4.465,64,13.16,36.41
25.267,-0.074,0.166,1.3,4.462,64,13.56,36.41
25.333,-0.074,0.186,1.3,4.461,64,13.69,36.43
25.4,-0.029,0.145,1.3,4.46,64,13.58,36.47
25.467,-0.083,0.186,1.3,4.46,64,13.39,36.51
25.533,0.325,0.497,1.298,4.458,64,13.31,36.58
25.6,-0.086,0.186,1.298,4.456,64,13.28,36.66
25.667,-0.056,0.186,1.298,4.455,64,13.27,36.78
25.733,0.017,0.249,1.298,4.455,63,13.26,36.91
25.8,0.164,0.186,1.298,4.452,63,13.22,37.04
25.867,-0.006,0.207,1.298,4.451,63,13.23,37.17
25.933,-0.104,0.207,1.298,4.45,63,13.21,37.3
26,-0.094,0.207,1.298,4.448,63,13.22,37.41
26.067,-0.104,0.207,1.296,4.447,63,13.25,37.46
26.133,-0.114,0.228,1.298,4.447,63,13.27,37.55
26.2,-0.073,0.186,1.295,4.446,63,13.26,37.67
26.267,-0.106,0.166,1.295,4.445,63,13.17,37.81
26.333,0.143,0.331,1.295,4.443,63,13.06,37.93
26.4,-0.012,0.249,1.295,4.442,63,12.95,38.03
26.467,-0.093,0.166,1.295,4.441,63,13.05,38.14
26.533,-0.036,0.186,1.295,4.44,75,13.03,38.23
26.6,0.114,0.166,1.295,4.438,75,13.49,38.3
26.667,0.038,0.186,1.295,4.436,75,15.6,38.35
26.733,-0.11,0.166,1.295,4.435,75,26.83,38.36
26.8,-0.099,0.228,1.295,4.435,75,35.28,38.37
26.867,-0.101,0.228,1.295,4.432,75,30.13,38.3
26.933,-0.099,0.145,1.295,4.432,75,15.83,38.21
27,-0.055,0.166,1.295,4.431,75,12.17,38.13
27.067,-0.114,0.186,1.295,4.43,75,12.55,38.08
27.133,0.292,0.435,1.295,4.428,75,11.78,38.03
27.2,-0.093,0.311,1.294,4.427,75,11.1,37.97
27.267,-0.053,0.186,1.294,4.426,75,11.27,37.91
27.333,0.043,0.166,1.293,4.426,80,11.06,37.83
27.4,0.166,0.186,1.293,4.425,80,11.11,37.79
27.467,-0.04,0.186,1.294,4.422,80,11.06,37.75
27.533,-0.083,0.166,1.293,4.422,80,10.83,37.7
27.6,-0.065,0.29,1.293,4.421,80,10.91,37.61
27.667,-0.07,0.145,1.293,4.42,80,11.09,37.47
27.733,-0.073,0.166,1.293,4.42,80,10.95,37.38
27.8,-0.038,0.207,1.293,4.418,80,10.89,37.3
27.867,-0.041,0.186,1.293,4.416,80,10.9,37.25
27.933,-0.05,0.228,1.293,4.415,80,10.91,37.2
28,0.32,0.477,1.291,4.415,80,10.9,37.14
28.067,-0.06,0.186,1.293,4.413,80,10.9,37.09
28.133,-0.012,0.228,1.293,4.413,80,10.89,37.05
28.2,0.113,0.145,1.291,4.411,73,10.9,37.01
28.267,0.128,0.207,1.29,4.41,73,10.9,36.96
28.333,-0.074,0.228,1.29,4.41,73,10.9,36.9
28.4,-0.073,0.207,1.29,4.408,73,10.9,36.83
28.467,-0.068,0.207,1.29,4.408,73,10.9,36.71
28.533,-0.078,0.269,1.29,4.408,73,10.9,36.57
28.6,-0.08,0.166,1.29,4.405,73,10.9,36.5
28.667,-0.076,0.186,1.29,4.405,73,10.9,36.45
28.733,-0.034,0.166,1.29,4.405,73,10.9,36.44
28.8,-0.068,0.207,1.29,4.404,73,10.9,36.42
28.867,0.31,0.373,1.29,4.403,73,10.9,36.42
28.933,-0.017,0.249,1.29,4.403,73,10.9,36.42
29,-0.049,0.269,1.29,4.4,73,10.9,36.42
29.067,0.009,0.166,1.29,4.4,67,10.9,36.43
29.133,0.158,0.186,1.29,4.399,67,10.9,36.44
29.2,0.054,0.145,1.29,4.398,67,10.9,36.44
29.267,-0.085,0.166,1.29,4.398,67,10.9,36.44
29.333,-0.072,0.186,1.29,4.395,67,10.9,36.43
29.4,-0.075,0.145,1.29,4.395,67,10.9,36.39
29.467,-0.081,0.124,1.29,4.395,67,10.9,36.35
29.533,-0.081,0.145,1.288,4.393,67,10.9,36.33
29.6,-0.077,0.166,1.288,4.391,67,10.9,36.32
29.667,-0.068,0.166,1.288,4.39,67,10.9,36.34
29.733,-0.027,0.186,1.288,4.389,67,10.9,36.35
29.8,-0.093,0.166,1.288,4.388,67,10.9,36.36
29.867,0.362,0.477,1.288,4.388,67,10.9,36.37
29.933,-0.067,0.145,1.288,4.385,67,10.9,36.37
30,-0.035,0.166,1.288,4.385,67,10.9,36.39
30.067,0.06,0.186,1.288,4.383,64,10.9,36.41
30.133,0.169,0.145,1.288,4.383,64,10.9,36.42
