Elapsed time(s),ECG(mV),EMG(mV),foot GSR(mV),hand GSR(mV),HR(bpm),marker(mV),RESP(mV)
4.065,0.045,0.394,6.121,11.246,77,10.17,35.36
4.129,0.005,0.373,6.156,11.212,77,10.16,35.36
4.194,-0.158,0.083,6.187,11.17,77,10.17,35.36
4.258,-0.087,0.083,6.214,11.115,68,10.16,35.36
4.323,0.079,0.083,6.241,11.056,68,10.16,35.36
4.387,-0.036,0.145,6.262,10.991,68,10.16,35.36
4.452,-0.146,0.166,6.28,10.924,68,10.16,35.36
4.516,-0.143,0.124,6.296,10.861,68,10.16,35.36
4.581,-0.157,0.104,6.308,10.789,68,10.17,35.36
4.645,-0.189,0.145,6.315,10.716,68,10.16,35.33
4.71,-0.217,0.124,6.32,10.644,68,10.16,35.31
4.774,-0.249,0.124,6.324,10.575,68,10.16,35.31
4.839,-0.289,0.124,6.323,10.509,68,10.16,35.31
4.903,-0.316,0.124,6.318,10.451,68,10.16,35.31
4.968,-0.367,0.124,6.309,10.39,68,10.16,35.31
5.032,-0.32,0.394,6.295,10.332,68,10.16,35.31
5.097,-0.232,0.311,6.284,10.281,68,10.16,35.31
5.161,-0.558,0.145,6.273,10.234,68,10.16,35.31
5.226,-0.556,0.207,6.261,10.196,68,10.16,35.31
5.29,-0.449,0.145,6.242,10.162,62,10.16,35.3
5.355,-0.583,0.746,6.221,10.14,62,10.16,35.3
5.419,-0.769,2.155,6.201,10.129,62,10.16,35.31
5.484,-0.856,2.051,6.18,10.11,62,10.16,35.3
5.548,-0.91,0.518,6.159,10.104,62,10.16,35.3
5.613,-0.966,3.771,6.136,10.103,62,10.16,35.26
5.677,-1.003,0.787,6.113,10.053,62,10.16,35.21
5.742,-1.032,0.974,6.092,9.968,62,10.16,35.26
5.806,-1.028,1.367,6.072,9.889,62,10.16,35.69
5.871,-1.082,1.202,6.057,9.827,62,10.16,36.08
5.935,-0.751,2.507,6.039,9.768,62,10.16,36.38
6,-1.118,1.388,6.023,9.723,62,10.16,36.65
6.065,-1.134,1.057,6.007,9.68,62,10.16,36.85
6.129,-1.067,1.823,5.995,9.623,67,10.16,37.12
6.194,-0.91,0.891,5.981,9.558,67,10.16,37.31
6.258,-1.088,1.015,5.967,9.492,67,10.16,37.45
6.323,-1.195,0.787,5.952,9.434,67,10.16,37.64
6.387,-1.174,1.243,5.937,9.38,67,10.17,37.77
6.452,-1.178,1.243,5.922,9.332,67,10.16,37.8
6.516,-1.173,1.761,5.908,9.301,67,10.16,37.83
6.581,-1.143,0.932,5.89,9.298,67,10.17,37.87
6.645,-1.197,1.512,5.875,9.32,67,10.19,37.9
6.71,-0.758,0.622,5.86,9.323,67,10.21,37.9
6.774,-1.128,0.704,5.845,9.31,67,10.18,37.84
6.839,-1.052,1.098,5.83,9.28,67,10.16,37.73
6.903,-0.882,0.932,5.816,9.227,80,10.13,37.66
6.968,-0.824,0.787,5.799,9.135,80,10.13,37.57
7.032,-0.995,0.849,5.787,9.029,80,10.13,37.46
7.097,-0.972,0.849,5.776,8.951,80,10.13,37.35
7.161,-0.921,1.222,5.762,8.944,80,10.13,37.2
7.226,-0.901,1.222,5.749,9.009,80,10.13,37
7.29,-0.873,1.243,5.736,9.087,80,10.13,36.91
7.355,-0.827,0.497,5.721,9.098,80,10.15,36.87
7.419,-0.769,0.932,5.709,9.116,80,10.15,36.88
7.484,-0.694,1.305,5.696,9.112,80,10.15,36.93
7.548,-0.627,0.518,5.681,9.103,80,10.15,36.98
7.613,-0.499,0.808,5.67,9.097,80,10.15,37.03
7.677,-0.184,0.849,5.659,9.073,80,10.16,37.04
7.742,-0.485,0.684,5.648,9.046,80,10.16,37.04
7.806,-0.387,0.414,5.635,9.014,80,10.16,37
7.871,-0.192,0.87,5.623,8.987,63,10.16,36.86
7.935,-0.229,0.186,5.612,8.98,63,10.16,36.79
8,-0.37,0.704,5.599,8.976,63,10.16,36.77
8.065,-0.361,0.373,5.588,8.966,63,10.16,36.75
8.129,-0.342,0.145,5.575,8.955,63,10.15,36.68
8.194,-0.339,0.539,5.566,8.941,63,10.15,36.59
8.258,-0.327,0.269,5.555,8.928,63,10.16,36.53
8.323,-0.314,0.435,5.542,8.913,63,10.16,36.46
8.387,-0.302,0.228,5.531,8.898,63,10.16,36.37
8.452,-0.259,0.29,5.521,8.883,63,10.16,36.32
8.516,-0.265,0.249,5.51,8.868,63,10.16,36.28
8.581,0.027,0.373,5.498,8.852,63,10.15,36.25
8.645,-0.164,0.456,5.488,8.838,63,10.15,36.21
8.71,-0.262,0.186,5.479,8.824,63,10.15,36.18
8.774,-0.192,0.29,5.47,8.808,63,10.15,36.14
8.839,-0.019,0.207,5.461,8.791,63,10.15,36.12
8.903,-0.143,0.373,5.451,8.776,63,10.15,36.14
8.968,-0.261,0.145,5.445,8.764,63,10.15,36.18
9.032,-0.243,0.435,5.436,8.749,63,10.15,36.26
9.097,-0.224,0.269,5.428,8.734,63,10.15,36.35
9.161,-0.217,0.186,5.418,8.72,63,10.15,36.48
9.226,-0.171,0.207,5.409,8.707,63,10.15,36.62
9.29,-0.191,0.207,5.399,8.694,63,10.15,36.77
9.355,0.185,0.477,5.391,8.679,63,10.15,36.93
9.419,-0.153,0.228,5.383,8.667,63,10.15,37.04
9.484,-0.118,0.166,5.377,8.653,63,10.15,37.14
9.548,-0.016,0.249,5.369,8.641,63,10.15,37.26
9.613,0.156,0.331,5.362,8.627,63,10.15,37.35
9.677,-0.019,0.207,5.354,8.612,63,10.15,37.41
9.742,-0.088,0.124,5.346,8.6,63,10.15,37.44
9.806,-0.058,0.207,5.338,8.586,63,10.15,37.47
9.871,-0.05,0.145,5.332,8.572,63,10.15,37.49
9.935,-0.004,0.124,5.324,8.559,63,10.15,37.48
10,-0.042,0.104,5.317,8.546,63,10.15,37.47
10.065,0.373,0.394,5.307,8.534,63,10.15,37.45
10.129,-0.025,0.104,5.3,8.521,63,10.15,37.42
10.194,0.029,0.145,5.292,8.51,63,10.15,37.39
10.258,0.14,0.145,5.284,8.499,63,10.13,37.34
10.323,0.295,0.104,5.275,8.486,63,10.13,37.31
10.387,0.088,0.104,5.266,8.474,63,10.13,37.28
10.452,0.055,0.104,5.257,8.462,63,10.15,37.25
10.516,0.086,0.104,5.251,8.451,63,10.13,37.2
10.581,0.098,0.124,5.244,8.438,63,10.15,37.11
10.645,0.112,0.145,5.237,8.426,63,10.13,37.03
10.71,0.173,0.186,5.231,8.414,63,10.13,36.97
10.774,0.15,0.145,5.228,8.403,63,10.13,36.9
10.839,0.602,0.414,5.226,8.392,63,10.15,36.85
10.903,0.247,0.207,5.234,8.38,63,10.15,36.78
10.968,0.283,0.124,5.241,8.37,63,10.13,36.69
11.032,0.378,0.124,5.243,8.359,63,10.13,36.58
11.097,0.536,0.104,5.239,8.346,63,10.15,36.46
11.161,0.343,0.124,5.24,8.335,63,10.13,36.35
11.226,0.304,0.145,5.259,8.314,63,10.13,36.16
11.29,0.322,0.104,5.261,8.312,63,10.15,36.15
11.355,0.319,0.124,5.269,8.303,63,10.15,36.02
11.419,0.309,0.083,5.274,8.292,63,10.15,35.95
11.484,0.31,0.124,5.279,8.28,63,10.15,35.89
11.548,0.314,0.186,5.275,8.27,63,10.15,35.86
11.613,0.315,0.104,5.275,8.26,63,10.15,35.84
11.677,0.316,0.145,5.279,8.25,63,10.15,35.84
11.742,0.314,0.083,5.289,8.24,63,10.15,35.83
11.806,0.357,0.166,5.295,8.232,63,10.15,35.83
11.871,0.321,0.104,5.3,8.223,63,10.15,35.82
11.935,0.748,0.497,5.299,8.213,63,10.15,35.82
12,0.332,0.145,5.294,8.203,63,10.15,35.82
12.065,0.356,0.104,5.286,8.193,63,10.15,35.82
12.129,0.446,0.145,5.28,8.183,63,10.15,35.82
12.194,0.599,0.145,5.274,8.173,63,10.15,35.82
12.258,0.411,0.145,5.271,8.162,63,10.15,35.82
12.323,0.35,0.145,5.268,8.151,63,10.15,35.82
12.387,0.357,0.104,5.266,8.141,63,10.15,35.81
12.452,0.347,0.124,5.265,8.132,63,10.15,35.82
12.516,0.332,0.145,5.265,8.124,63,10.15,35.79
12.581,0.323,0.124,5.261,8.114,63,10.15,35.78
12.645,0.319,0.124,5.256,8.105,63,10.15,35.77
12.71,0.322,0.104,5.253,8.096,63,10.15,35.76
12.774,0.351,0.124,5.261,8.086,63,10.15,35.76
12.839,0.366,0.124,5.271,8.078,63,10.15,35.76
12.903,0.339,0.124,5.276,8.069,63,10.15,35.76
12.968,0.539,0.331,5.278,8.059,63,10.13,35.75
13.032,0.504,0.352,5.273,8.051,63,10.15,35.75
13.097,0.321,0.104,5.27,8.035,63,10.15,35.75
13.161,0.381,0.124,5.27,8.035,63,10.13,35.75
13.226,0.533,0.145,5.27,8.028,63,10.13,35.75
13.29,0.439,0.124,5.268,8.021,63,10.13,35.75
13.355,0.273,0.104,5.265,8.013,63,10.13,35.75
13.419,0.254,0.166,5.257,8.007,63,10.15,35.73
13.484,0.222,0.145,5.249,8.001,63,10.13,35.75
13.548,0.184,0.145,5.244,7.993,63,10.13,35.72
13.613,0.159,0.145,5.236,7.988,63,10.15,35.69
13.677,0.149,0.166,5.235,7.982,63,10.13,35.7
13.742,0.131,0.145,5.234,7.976,63,10.13,35.77
13.806,0.142,0.145,5.226,7.971,63,10.13,35.88
13.871,0.15,0.166,5.221,7.963,63,10.13,36
13.935,0.183,0.29,5.214,7.958,63,10.13,36.11
14,0.424,0.373,5.214,7.951,63,10.15,36.27
14.065,0.126,0.124,5.221,7.944,63,10.13,36.42
14.129,0.179,0.104,5.22,7.937,63,10.13,36.56
14.194,0.342,0.166,5.208,7.929,63,10.13,36.68
14.258,0.309,0.124,5.2,7.921,63,10.13,36.8
14.323,0.129,0.145,5.19,7.914,63,10.13,36.91
14.387,0.126,0.166,5.184,7.906,63,10.13,37.01
14.452,0.127,0.124,5.181,7.9,63,10.13,37.08
14.516,0.114,0.124,5.173,7.891,63,10.13,37.12
14.581,0.136,0.145,5.16,7.884,63,10.13,37.13
14.645,0.13,0.166,5.152,7.876,63,10.13,37.14
14.71,0.24,0.311,5.149,7.87,63,10.13,37.15
14.774,0.371,0.29,5.146,7.863,63,10.13,37.14
14.839,0.139,0.124,5.142,7.854,63,10.13,37.11
14.903,0.205,0.145,5.139,7.845,63,10.13,37.07
14.968,0.385,0.145,5.136,7.838,63,10.13,37.04
15.032,0.305,0.145,5.132,7.828,63,10.13,36.99
15.097,0.165,0.104,5.127,7.82,63,10.13,36.94
15.161,0.182,0.145,5.122,7.81,63,10.13,36.85
15.226,0.204,0.124,5.116,7.8,63,10.13,36.73
15.29,0.205,0.145,5.108,7.793,63,10.13,36.6
15.355,0.224,0.145,5.102,7.783,63,10.13,36.48
15.419,0.278,0.145,5.097,7.776,63,10.13,36.37
15.484,0.232,0.207,5.092,7.768,63,10.13,36.3
15.548,0.663,0.559,5.087,7.76,63,10.13,36.21
15.613,0.247,0.186,5.082,7.751,63,10.13,36.12
15.677,0.28,0.124,5.077,7.742,63,10.13,36.05
15.742,0.386,0.124,5.072,7.735,63,10.13,36.02
15.806,0.508,0.104,5.067,7.726,63,10.13,36
15.871,0.291,0.145,5.061,7.718,63,10.13,35.98
15.935,0.253,0.124,5.057,7.71,63,10.13,35.96
16,0.257,0.166,5.052,7.702,63,10.13,35.93
16.065,0.247,0.124,5.047,7.696,63,10.13,35.88
16.129,0.232,0.083,5.041,7.69,63,10.13,35.83
16.194,0.226,0.104,5.035,7.683,63,10.13,35.82
16.258,0.23,0.104,5.03,7.676,63,10.13,35.81
16.323,0.225,0.124,5.025,7.67,63,10.13,35.8
16.387,0.24,0.104,5.02,7.663,63,10.13,35.8
16.452,0.251,0.124,5.015,7.655,63,10.13,35.8
16.516,0.291,0.311,5.01,7.649,63,10.13,35.79
16.581,0.566,0.394,5.008,7.643,63,10.13,35.78
16.645,0.223,0.083,5,7.638,63,10.13,35.78
16.71,0.276,0.145,4.995,7.63,63,10.13,35.78
16.774,0.426,0.124,4.99,7.624,63,10.13,35.78
16.839,0.403,0.104,4.984,7.618,63,10.13,35.78
16.903,0.224,0.124,4.978,7.613,63,10.12,35.78
16.968,0.221,0.145,4.973,7.605,63,10.12,35.77
17.032,0.219,0.124,4.968,7.6,63,10.12,35.79
17.097,0.199,0.083,4.961,7.594,63,10.12,35.79
17.161,0.192,0.124,4.954,7.577,63,10.12,35.78
17.226,0.188,0.104,4.948,7.547,63,10.12,35.77
17.29,0.184,0.104,4.943,7.531,63,10.12,35.76
17.355,0.184,0.104,4.938,7.523,63,10.12,35.76
17.419,0.183,0.166,4.931,7.521,63,10.12,35.76
17.484,0.223,0.124,4.924,7.514,63,10.12,35.76
17.548,0.181,0.124,4.918,7.507,63,10.12,35.76
17.613,0.592,0.497,4.913,7.501,63,10.12,35.76
17.677,0.164,0.145,4.907,7.496,63,10.12,35.76
17.742,0.18,0.145,4.901,7.489,63,10.12,35.76
17.806,0.247,0.166,4.896,7.484,63,10.12,35.76
17.871,0.4,0.124,4.891,7.476,63,10.12,35.75
17.935,0.153,0.104,4.886,7.47,63,10.12,35.75
18,0.1,0.104,4.881,7.464,63,10.12,35.75
18.065,0.1,0.124,4.878,7.459,63,10.12,35.75
18.129,0.084,0.124,4.872,7.452,63,10.12,35.76
18.194,0.062,0.145,4.862,7.446,63,10.12,35.79
18.258,0.059,0.166,4.851,7.435,63,10.12,35.96
18.323,0.101,0.166,4.85,7.435,63,10.11,35.98
18.387,0.042,0.166,4.846,7.429,63,10.12,36.08
18.452,0.43,0.456,4.841,7.424,63,10.11,36.18
18.516,0.051,0.166,4.836,7.417,63,10.12,36.29
18.581,0.091,0.166,4.833,7.41,63,10.12,36.38
18.645,0.203,0.124,4.83,7.404,72,10.12,36.48
18.71,0.323,0.166,4.826,7.397,72,10.12,36.56
18.774,0.094,0.124,4.821,7.39,72,10.11,36.62
18.839,0.054,0.145,4.816,7.384,72,10.12,36.66
18.903,0.065,0.166,4.814,7.377,72,10.12,36.7
18.968,0.06,0.104,4.809,7.372,72,10.12,36.74
19.032,0.064,0.124,4.804,7.364,72,10.12,36.74
19.097,0.104,0.145,4.8,7.358,72,10.12,36.71
19.161,0.048,0.145,4.794,7.352,72,10.12,36.69
19.226,0.478,0.539,4.791,7.344,72,10.12,36.65
19.29,0.097,0.166,4.786,7.339,72,10.12,36.6
19.355,0.146,0.124,4.783,7.333,72,10.12,36.51
19.419,0.275,0.145,4.779,7.327,77,10.13,36.4
19.484,0.378,0.104,4.774,7.32,77,10.13,36.29
19.548,0.163,0.104,4.769,7.315,77,10.13,36.2
19.613,0.137,0.124,4.767,7.308,77,10.13,36.12
19.677,0.147,0.145,4.762,7.302,77,10.13,36.02
19.742,0.132,0.186,4.758,7.296,77,10.12,35.9
19.806,0.119,0.124,4.754,7.29,77,10.13,35.83
19.871,0.109,0.124,4.751,7.285,77,10.13,35.8
19.935,0.104,0.124,4.747,7.28,77,10.13,35.78
20,0.104,0.145,4.742,7.275,77,10.13,35.78
20.065,0.1,0.124,4.737,7.27,77,10.13,35.77
20.129,0.117,0.124,4.734,7.262,77,10.13,35.76
20.194,0.131,0.104,4.727,7.257,77,10.12,35.77
20.258,0.091,0.186,4.719,7.252,77,10.12,35.77
20.323,0.504,0.518,4.714,7.247,77,10.12,35.76
20.387,0.084,0.124,4.709,7.24,77,10.12,35.76
20.452,0.125,0.124,4.704,7.235,77,10.12,35.77
20.516,0.266,0.145,4.699,7.228,55,10.13,35.77
20.581,0.293,0.145,4.697,7.223,55,10.13,35.78
20.645,0.087,0.124,4.694,7.216,55,10.15,35.77
20.71,0.075,0.083,4.689,7.21,55,10.13,35.76
20.774,0.071,0.145,4.685,7.205,55,10.13,35.77
20.839,0.044,0.124,4.681,7.198,55,10.13,35.73
20.903,0.02,0.124,4.68,7.193,55,10.13,35.7
20.968,0.002,0.207,4.676,7.19,55,10.13,35.69
21.032,-0.014,0.124,4.672,7.198,55,10.13,35.69
21.097,-0.012,0.166,4.67,7.21,55,10.13,35.66
21.161,-0.003,0.124,4.665,7.218,55,10.13,35.65
21.226,-0.069,0.166,4.662,7.219,55,10.12,35.65
21.29,0.345,0.414,4.66,7.218,55,10.12,35.7
21.355,0.124,0.145,17.997,17.997,70,15.81,50
21.419,-0.028,0.166,18.03,18.024,70,10.17,50.04
21.484,-0.042,0.166,17.979,17.98,70,10.12,49.98
21.548,-0.029,0.166,17.884,17.91,70,10.1,49.88
21.613,-0.033,0.145,17.912,17.968,70,10.13,49.91
21.677,-0.002,0.145,5.434,7.884,70,10.13,37.39
21.742,-0.059,0.166,4.795,7.3,70,10.11,36.85
21.806,0.323,0.394,4.62,7.153,70,10.12,36.76
21.871,-0.048,0.186,4.581,7.122,70,10.13,36.8
21.935,-0.003,0.124,4.615,7.146,70,10.12,36.86
22,0.111,0.124,4.607,7.141,70,10.12,36.88
22.065,0.228,0.145,4.598,7.136,70,10.12,36.89
22.129,0.006,0.124,4.593,7.131,70,10.12,36.88
22.194,-0.022,0.104,4.59,7.126,70,10.11,36.86
22.258,0.003,0.166,4.585,7.118,70,10.12,36.78
22.323,0,0.145,4.583,7.113,70,10.12,36.68
22.387,0,0.186,4.576,7.108,70,10.11,36.56
22.452,0.021,0.145,4.57,7.103,70,10.12,36.46
22.516,0.049,0.166,4.565,7.098,70,10.12,36.38
22.581,0.006,0.186,4.559,7.093,70,10.11,36.31
22.645,0.458,0.539,4.555,7.088,70,10.12,36.24
22.71,0.085,0.124,4.55,7.083,70,10.12,36.16
22.774,0.115,0.145,4.545,7.078,70,10.11,36.07
22.839,0.24,0.124,4.539,7.073,70,10.12,36.01
22.903,0.273,0.124,4.535,7.069,70,10.12,35.95
22.968,0.071,0.104,4.53,7.064,70,10.12,35.9
23.032,0.063,0.145,4.523,7.054,70,10.12,35.79
23.097,0.073,0.124,4.523,7.054,70,10.12,35.77
23.161,0.06,0.145,4.52,7.049,70,10.12,35.71
23.226,0.047,0.083,4.517,7.044,70,10.12,35.66
23.29,0.045,0.124,4.511,7.041,70,10.12,35.64
23.355,0.045,0.145,4.507,7.036,70,10.12,35.63
23.419,0.043,0.083,4.503,7.031,70,10.12,35.62
23.484,0.045,0.145,4.501,7.026,70,10.12,35.62
23.548,0.085,0.104,4.496,7.024,70,10.12,35.62
23.613,0.02,0.145,4.492,7.019,70,10.12,35.61
23.677,0.476,0.58,4.488,7.014,72,10.12,35.6
23.742,0.037,0.145,4.486,7.009,72,10.12,35.61
23.806,0.065,0.145,4.482,7.004,72,10.12,35.6
23.871,0.172,0.104,4.478,7,72,10.12,35.6
23.935,0.294,0.145,4.476,6.995,72,10.12,35.6
24,0.071,0.166,4.472,6.991,72,10.13,35.6
24.065,0.033,0.166,4.468,6.986,72,10.13,35.59
24.129,0.036,0.124,4.463,6.981,72,10.12,35.6
24.194,0.02,0.124,4.458,6.978,72,10.13,35.6
24.258,0.004,0.145,4.456,6.976,72,10.13,35.59
24.323,0,0.083,4.451,6.973,72,10.13,35.59
24.387,-0.003,0.083,4.448,6.973,72,10.13,35.59
24.452,-0.006,0.104,4.443,6.973,72,10.12,35.58
24.516,0.034,0.145,4.441,6.974,72,10.12,35.58
24.581,-0.013,0.145,4.438,6.977,72,10.12,35.58
24.645,0.405,0.539,4.435,6.98,72,10.13,35.58
24.71,-0.015,0.186,4.431,6.986,72,10.13,35.58
24.774,0.004,0.124,4.428,6.992,72,10.13,35.58
24.839,0.094,0.145,4.426,7,72,10.11,35.56
24.903,0.247,0.166,4.423,7.006,72,10.1,35.56
24.968,0.048,0.145,4.421,7.014,72,10.1,35.57
25.032,-0.023,0.166,4.419,7.021,72,10.1,35.56
25.097,-0.017,0.124,4.418,7.029,72,10.1,35.57
25.161,-0.029,0.145,4.415,7.035,72,10.1,35.59
25.226,-0.046,0.166,4.411,7.041,72,10.1,35.58
25.29,-0.056,0.145,4.41,7.045,72,10.1,35.58
25.355,-0.063,0.166,4.406,7.047,72,10.1,35.58
25.419,-0.075,0.145,4.405,7.054,72,10.1,35.55
25.484,-0.04,0.186,4.403,7.055,72,10.1,35.54
25.548,-0.108,0.186,4.4,7.055,72,10.1,35.53
25.613,0.294,0.559,4.399,7.055,72,10.1,35.52
25.677,-0.119,0.228,4.396,7.055,72,10.1,35.53
25.742,-0.095,0.166,4.394,7.054,72,10.1,35.56
25.806,0.096,0.166,4.393,7.053,62,10.1,35.62
25.871,0.114,0.186,4.39,7.049,62,10.1,35.71
25.935,-0.075,0.186,4.388,7.046,62,10.1,35.8
26,-0.133,0.145,4.385,7.043,62,10.1,35.91
26.065,-0.124,0.145,4.384,7.039,62,10.1,36
26.129,-0.129,0.145,4.379,7.031,62,10.1,36.16
26.194,-0.104,0.166,4.378,7.03,62,10.1,36.16
26.258,-0.134,0.124,4.375,7.024,62,10.1,36.25
26.323,0.132,0.414,4.373,7.021,62,10.1,36.33
26.387,-0.058,0.331,4.369,7.014,62,10.1,36.39
26.452,-0.122,0.124,4.366,7.009,62,10.1,36.43
26.516,-0.054,0.166,4.364,7.001,81,10.1,36.46
26.581,0.126,0.166,4.361,6.996,81,10.1,36.49
26.645,0.004,0.124,4.358,6.989,81,10.1,36.49
26.71,-0.121,0.124,4.355,6.984,81,10.1,36.52
26.774,-0.111,0.124,4.354,6.978,81,10.1,36.51
26.839,-0.104,0.124,4.35,6.969,81,10.1,36.46
26.903,-0.111,0.124,4.348,6.964,81,10.1,36.37
26.968,-0.066,0.145,4.344,6.957,81,10.1,36.3
27.032,-0.112,0.145,4.341,6.952,81,10.1,36.25
27.097,0.31,0.622,4.338,6.945,81,10.1,36.21
27.161,-0.099,0.249,4.334,6.939,81,10.08,36.15
27.226,-0.061,0.124,4.332,6.934,81,10.1,36.1
27.29,0.042,0.124,4.329,6.927,79,10.1,36.05
27.355,0.207,0.166,4.326,6.922,79,10.08,36.01
27.419,0.01,0.145,4.323,6.915,79,10.08,35.96
27.484,-0.049,0.166,4.319,6.909,79,10.08,35.93
27.548,-0.037,0.124,4.317,6.903,79,10.08,35.87
27.613,-0.044,0.124,4.313,6.897,79,10.08,35.78
27.677,-0.051,0.145,4.309,6.892,79,10.08,35.71
27.742,-0.053,0.124,4.307,6.885,79,10.08,35.67
27.806,-0.013,0.145,4.303,6.881,79,10.08,35.65
27.871,-0.067,0.166,4.301,6.875,79,10.08,35.64
27.935,0.368,0.414,4.298,6.87,79,10.08,35.64
28,-0.055,0.166,4.294,6.865,79,10.08,35.64
28.065,-0.033,0.186,4.292,6.86,79,10.08,35.63
28.129,0.077,0.124,4.287,6.852,72,10.08,35.61
28.194,0.209,0.166,4.284,6.847,72,10.08,35.62
28.258,-0.008,0.166,4.282,6.842,72,10.08,35.62
28.323,-0.052,0.104,4.279,6.837,72,10.08,35.61
28.387,-0.043,0.145,4.276,6.832,72,10.1,35.61
28.452,-0.057,0.104,4.273,6.828,72,10.08,35.63
28.516,-0.071,0.124,4.269,6.824,72,10.08,35.6
28.581,-0.074,0.124,4.267,6.82,72,10.08,35.59
28.645,-0.076,0.145,4.263,6.815,72,10.1,35.58
28.71,-0.07,0.145,4.261,6.81,72,10.1,35.58
28.774,-0.036,0.186,4.257,6.805,72,10.1,35.58
28.839,-0.105,0.166,4.254,6.801,72,10.1,35.58
28.903,0.363,0.456,4.251,6.797,72,10.1,35.58
28.968,-0.082,0.166,4.247,6.793,72,10.1,35.56
29.032,-0.045,0.124,4.244,6.788,72,10.08,35.58
29.097,0.071,0.124,4.241,6.783,62,10.08,35.57
29.161,0.171,0.145,4.239,6.778,62,10.08,35.56
29.226,-0.049,0.166,4.236,6.775,62,10.1,35.57
29.29,-0.079,0.145,4.232,6.77,62,10.1,35.57
29.355,-0.075,0.145,4.23,6.767,62,10.08,35.57
29.419,-0.094,0.186,4.226,6.763,62,10.08,35.58
