tag,start_time,end_time,duration,mean_nni,sdnn,sdsd,nni_50,pnni_50,nni_20,pnni_20,rmssd,median_nni,range_nni,cvsd,cvnni,mean_hr,max_hr,min_hr,std_hr,lf,hf,lf_hf_ratio,lfnu,hfnu,total_power,vlf
drive01,693.8064516128994,753.7419354838681,59.93548387096871,588.8737864077669,115.9248979001906,147.7094066729832,72,69.90291262135922,72,69.90291262135922,147.72165133963878,581.0,968,0.25085452052598006,0.19685864879018092,104.58433793153041,155.03875968992247,44.28044280442804,15.206309235173611,822.2838077872132,846.0700107184948,0.9718862474382208,49.28713553841396,50.71286446158604,2261.2336373863263,592.8798188806186
drive01,725.290322580642,784.6451612903202,59.35483870967812,581.9611650485436,80.76241145800259,101.99757678933264,65,63.10679611650485,65,63.10679611650485,101.99956747313139,581.0,774,0.17526868388996922,0.13877629008331832,104.66547883563575,155.03875968992247,51.679586563307495,12.166866594670863,2519.289029316432,3423.296936995642,0.7359247753504589,42.39381716306722,57.60618283693278,6875.554746281587,932.968779969513
drive01,754.2580645161262,814.0645161290302,59.80645161290397,615.6020408163265,60.86705807478072,68.99379921338516,61,62.244897959183675,61,62.244897959183675,69.02278123849334,645.0,258,0.11212240483635312,0.09887403556048519,98.43174147919483,116.27906976744185,77.51937984496124,9.886623769582235,916.0855879479143,429.5427355144986,2.132699524881135,68.07864935473046,31.921350645269538,1447.3149397075263,101.68661624511337
drive01,785.2903225806427,845.0967741935466,59.80645161290386,657.1413043478261,119.78456683157157,168.72837228962229,56,60.869565217391305,56,60.869565217391305,168.7298380303799,645.0,645,0.2567634037215699,0.18228129329117526,93.48845235029988,116.27906976744185,51.679586563307495,12.63820543695898,1835.0185242875366,1516.9491072567566,1.2096770521233735,54.744518026330724,45.25548197366928,3498.3289118697844,146.36128032549118
drive01,814.774193548385,874.0645161290307,59.29032258064569,697.7325581395348,170.07420002966904,238.6621836904109,54,62.7906976744186,54,62.7906976744186,238.6670089821184,645.0,839,0.3420608744681641,0.2437527073169159,89.53611732595405,116.27906976744185,44.28044280442804,15.165324120069384,7290.573104757095,12512.59228742278,0.5826588877258732,36.81519070499754,63.18480929500247,23982.41517622783,4179.249784047956
drive01,845.7419354838692,905.3548387096765,59.61290322580737,753.325,202.89130188292162,280.8447924892937,52,65.0,52,65.0,280.8447924892937,710.0,839,0.37280694585908297,0.26932771630162494,83.75614871932086,116.27906976744185,44.28044280442804,15.840994913310912,6333.403036125535,13839.926672709593,0.45761825086935787,31.39493146414869,68.60506853585132,27563.580804726414,7390.251095891288
drive01,874.9032258064501,934.3870967741933,59.4838709677432,735.780487804878,192.25349934301755,267.68097732962394,54,65.85365853658537,54,65.85365853658537,267.6857149257477,710.0,1096,0.363811924021469,0.2612919240582,85.30542228160334,132.7433628318584,38.75968992248062,15.352979833148417,10403.759465178111,14065.275015674353,0.7396769315626004,42.51806287378962,57.48193712621038,25479.07346369383,1010.0389828413641
drive01,905.9999999999991,965.677419354839,59.67741935483991,677.8988764044943,134.77211784610046,189.4150981741485,61,68.53932584269663,61,68.53932584269663,189.41653834868802,710.0,1096,0.2794171003104973,0.19880858714638658,91.23746599692309,132.7433628318584,38.75968992248062,15.36995957573944,5967.90942416581,4723.405899626922,1.2634758796903702,55.820160975747,44.179839024253,11467.498984398215,776.1836606054818
drive01,935.0322580645159,993.9354838709686,58.903225806452724,669.1910112359551,113.55944342506807,152.68122572552784,64,71.91011235955057,64,71.91011235955057,152.68301239079372,645.0,709,0.22816058468687062,0.16969660607863019,92.14419841096019,132.7433628318584,51.679586563307495,15.547918956146844,1331.7071959996808,2207.4500223940254,0.6032785261228323,37.62780554304095,62.37219445695905,4498.7086167600355,959.55139836633
drive01,966.3870967741939,1026.3225806451626,59.93548387096871,673.9222222222222,126.80713726924827,182.58284251819083,69,76.66666666666667,69,76.66666666666667,182.58284251819083,645.0,709,0.27092568919323323,0.188162866704571,91.5098645468065,132.7433628318584,51.679586563307495,14.120107530120304,2675.6153530299457,8884.643858359947,0.3011505464580151,23.14494254933109,76.85505745066892,13845.267599394872,2285.008388004979
drive01,995.0967741935492,1054.7741935483898,59.677419354840595,691.4318181818181,161.2417187006197,225.29942613691784,68,77.27272727272727,68,77.27272727272727,225.39803872720137,645.0,967,0.3259873682410302,0.23319973779138375,89.91396077185567,132.7433628318584,42.28329809725159,14.256752907007897,1902.7797295965154,2864.620440329036,0.6642345013002695,39.91231408682501,60.08768591317498,6477.968031414019,1710.5678614884678
drive01,1026.9677419354853,1086.6451612903265,59.67741935484128,709.7647058823529,160.44221976260783,231.46119699484342,66,77.6470588235294,66,77.6470588235294,231.46119699484342,710.0,838,0.3261097587363118,0.226049870376623,87.29771510146195,103.27022375215147,42.28329809725159,12.791303044804799,7624.070070258457,14054.365191829756,0.5424698992943893,35.16891315302457,64.83108684697544,23113.760981503317,1435.3257194151033
drive01,1055.4838709677447,1115.0322580645213,59.54838709677665,708.9882352941177,154.6253917204606,199.39416283131715,67,78.82352941176471,67,78.82352941176471,199.39566432693806,710.0,774,0.28123973629015225,0.21809302894330201,87.25968496493518,103.27022375215147,44.28044280442804,12.626299830920079,15987.082166749222,8134.945153977949,1.9652353966924552,66.27586460368573,33.72413539631427,25576.805531824088,1454.778211096918
drive01,1087.2903225806492,1146.9677419354905,59.67741935484128,709.7411764705882,140.7780381395087,171.5666916300211,63,74.11764705882354,63,74.11764705882354,171.5735646748592,710.0,839,0.24174103231274088,0.19835123395203288,86.84453619857666,116.27906976744185,44.28044280442804,12.234217620538727,5047.268438690709,6652.492047610128,0.7587034155875336,43.13992961309352,56.86007038690647,12662.21807238342,962.4575860825847
drive01,1116.2580645161343,1175.8064516129116,59.54838709677733,715.035294117647,149.37659718682454,195.63974184310143,57,67.05882352941177,57,67.05882352941177,195.79037016058538,710.0,903,0.2738191691672934,0.2089080055427965,86.3807826953484,116.27906976744185,42.28329809725159,12.501966710107457,5730.081581865479,10394.683977859844,0.551251158194926,35.535906309096674,64.46409369090333,17691.207453496383,1566.441893771058
drive01,1147.8064516129098,1207.5483870967844,59.74193548387461,712.8,158.59800935518885,223.8875028794109,54,63.529411764705884,54,63.529411764705884,223.90856977580742,710.0,967,0.314125378473355,0.2225000131245635,86.96382154607024,132.7433628318584,42.28329809725159,13.35415885281289,3326.7492351154942,7925.255649080167,0.41976554226381435,29.565835327606184,70.43416467239382,13561.468295834864,2309.463411639203
drive01,1176.3870967742018,1235.7419354838826,59.354838709680735,713.6309523809524,160.65151837349237,211.4811222313731,59,70.23809523809524,59,70.23809523809524,211.4811222313731,710.0,967,0.29634522090975624,0.22511848433352838,86.99756247888261,132.7433628318584,42.28329809725159,13.995894428681972,20676.83087448785,8959.814207384923,2.3077298698275954,69.76778517732703,30.232214822672983,34783.278077530646,5146.632995657869
drive01,1208.7741935483973,1268.1290322580771,59.354838709679825,696.448275862069,168.69593939370031,209.77096790982745,68,78.16091954022988,68,78.16091954022988,209.87972746313542,645.0,967,0.30135723604648845,0.24222321346820366,89.3548838471079,132.7433628318584,42.28329809725159,14.102658065841355,8500.388122182036,3734.5556333120667,2.276144461836091,69.47631547848297,30.52368452151702,14060.869302111467,1825.925546617365
drive01,1236.4516129032374,1296.2580645161433,59.8064516129059,680.056179775281,130.8292050685794,188.42189889572566,66,74.15730337078652,66,74.15730337078652,188.4233024577664,645.0,839,0.2770702010531385,0.19237999588770865,90.29235099248231,116.27906976744185,44.28044280442804,11.384173829156621,5303.9121635249085,4669.0617182046635,1.135969598098257,53.18285424613056,46.817145753869426,11687.667334578538,1714.6934528489655
drive01,1268.7741935483998,1328.12903225808,59.35483870968028,731.8048780487804,184.47726876761877,229.43430163214938,58,70.73170731707317,58,70.73170731707317,229.43430163214938,710.0,709,0.3135184097759674,0.25208532260606487,85.54381895212927,103.27022375215147,46.51162790697674,14.514888571854526,14940.344219638802,5325.709839413594,2.8053244863381184,73.7210321067178,26.2789678932822,25573.85652226557,5307.802463213174
drive01,1296.9677419354982,1356.6451612903402,59.67741935484196,745.641975308642,203.75195144108284,270.1471358352703,59,72.8395061728395,59,72.8395061728395,270.1471358352703,710.0,903,0.36230140574294906,0.2732570834102308,84.83965006616042,132.7433628318584,44.28044280442804,16.722340326327334,17384.836121509226,10936.443191452126,1.5896243245790491,61.38436025223262,38.61563974776739,31704.616214432313,3383.336901470959
drive01,1328.838709677435,1388.258064516148,59.419354838712934,691.264367816092,149.18066616503808,206.87164597154617,66,75.86206896551724,66,75.86206896551724,206.87708405470323,645.0,903,0.29927346712270003,0.21580841297569525,89.79523049056773,132.7433628318584,44.28044280442804,15.034644203438498,6967.261987360757,11262.020216230396,0.6186511703574998,38.22016637598716,61.779833624012845,19908.55321961112,1679.271016019966
drive01,1357.2903225806629,1417.2258064516327,59.93548387096985,712.8235294117648,187.2023463725681,246.10660442708638,64,75.29411764705883,64,75.29411764705883,246.10782093182152,645.0,838,0.3452577121505996,0.26262088532213707,88.3250878849752,132.7433628318584,46.51162790697674,16.683895768865955,8155.511487865269,12188.911537900938,0.6690926800564619,40.08720953912685,59.912790460873154,25072.91444304839,4728.491417282183
drive01,1388.9677419355028,1448.451612903247,59.483870967744224,716.6666666666666,184.60536439185347,248.0726308826941,60,71.42857142857143,60,71.42857142857143,248.07749955030692,645.0,839,0.346154650535312,0.2575888805467723,87.48939018912166,116.27906976744185,44.28044280442804,15.24046766140972,8768.991805524713,11710.725606122849,0.7488000402758923,42.81793361336845,57.18206638663155,22134.15827648915,1654.4408648415902
drive01,1418.58064516131,1478.0000000000225,59.41935483871248,675.3555555555556,127.29610805555835,149.33224257301188,60,66.66666666666667,60,66.66666666666667,149.5079946004166,645.0,839,0.22137671537687956,0.18848754113060198,90.903374750133,116.27906976744185,44.28044280442804,11.695861532029216,866.4015750768158,493.68277640173295,1.7549763056181324,63.702047166041574,36.297952833958426,1565.001327113273,204.91697563472408
drive01,1449.0967741935697,1508.9677419355073,59.87096774193765,720.5238095238095,186.22971151342344,236.71400058359276,59,70.23809523809524,59,70.23809523809524,236.71400058359276,645.0,839,0.32853043501787377,0.25846434087514986,87.07437524076515,116.27906976744185,44.28044280442804,15.236146297955555,2800.3671207291154,16485.825112833936,0.16986514788083473,14.520062264316433,85.47993773568356,24792.777467929292,5506.58523436624
drive01,1479.2258064516354,1538.838709677444,59.61290322580862,733.0602409638554,213.111579007942,291.64577109932344,62,74.6987951807229,62,74.6987951807229,291.71365010663555,645.0,774,0.3979395332136406,0.29071496051638923,86.84141776613917,116.27906976744185,46.51162790697674,17.779206068002992,9902.452267425391,16555.589357731773,0.5981334794826111,37.42700388682516,62.57299611317483,29488.140567152364,3030.098941995201
drive01,1509.5483870967976,1569.354838709703,59.80645161290545,656.4239130434783,158.1535096312935,226.85842997946372,67,72.82608695652173,67,72.82608695652173,226.85842997946372,645.0,838,0.34559744925751623,0.24093197473264233,94.91625823515959,132.7433628318584,46.51162790697674,15.43325186827437,4187.583666771344,10047.173837087288,0.4167921979525876,29.418018997768037,70.58198100223196,17143.45108625363,2908.6935823949984
drive01,1539.4193548387343,1598.9032258064788,59.48387096774445,645.9139784946236,127.0517402233521,178.16786412589497,61,65.59139784946237,61,65.59139784946237,178.18993286354043,645.0,967,0.27587254463641186,0.19670071318081814,95.77281437795739,185.75851393188856,46.51162790697674,16.406824594751054,4475.809933186328,4250.467744723529,1.0530158566060255,51.291170168886794,48.708829831113206,10048.170005202388,1321.8923272925301
drive01,1570.0000000000257,1629.5483870968012,59.548387096775514,654.3695652173913,162.38684766419473,212.0782045264549,56,60.869565217391305,56,60.869565217391305,212.0782045264549,645.0,967,0.32409545889561564,0.24815770215451174,95.87148968281113,185.75851393188856,46.51162790697674,18.75095764334326,16423.40699695563,10820.894825370773,1.5177494340347115,60.28198888729397,39.71801111270604,30703.53895975739,3459.2371374309837
drive01,1599.483870967769,1658.8387096774475,59.35483870967846,637.7234042553191,229.49755330554763,306.91296493069217,65,69.14893617021276,65,69.14893617021276,307.0076353644043,581.0,1935,0.4814118994470691,0.3598700498902592,100.41323728687232,185.75851393188856,26.572187776793623,21.336178970313103,32305.569199993835,27217.725969055427,1.1869312387347464,54.273825244795894,45.7261747552041,65206.91536582159,5683.620196772326
drive01,1630.0645161290593,1689.8709677419647,59.80645161290545,670.3333333333334,246.44661203650105,358.1081065583834,65,72.22222222222223,65,72.22222222222223,358.11103983811023,645.0,1935,0.5342283040846995,0.36764785485305973,95.89641300852259,185.75851393188856,26.572187776793623,21.33789935902874,18263.874769939073,21094.085381249748,0.8658291857571406,46.40452579295426,53.595474207045754,41588.730340489245,2230.7701893004246
drive01,1659.5483870968023,1719.1612903226105,59.61290322580817,701.5232558139535,190.0023979256848,286.53545104555974,64,74.4186046511628,64,74.4186046511628,286.53545104555974,645.0,1226,0.40844754421306023,0.2708426218960218,89.2409896965792,116.27906976744185,34.44316877152698,14.638524212334305,12587.822125125957,23531.471873583723,0.5349356042303909,34.8506870748239,65.14931292517612,38258.54351935569,2139.249520646009
drive01,1690.5806451613196,1750.2580645161609,59.67741935484128,702.2906976744187,154.37219090306843,219.13244166398405,56,65.11627906976744,56,65.11627906976744,219.13377595593494,677.5,839,0.3120271657898638,0.2198123817021356,88.11890278507258,116.27906976744185,44.28044280442804,12.81658075436712,4049.323678503542,7345.4399859781315,0.5512704053444563,35.5367061374479,64.46329386255209,12045.847546077497,651.0838815958243
drive01,1719.8709677419654,1779.6129032258395,59.74193548387416,711.2823529411764,140.05046809434583,204.00662024905512,54,63.529411764705884,54,63.529411764705884,204.01240041676272,710.0,709,0.2868233684881462,0.1968985558480854,86.5394247005095,103.27022375215147,46.51162790697674,11.549339871608897,2310.76606888959,10234.393675986412,0.22578436417894326,18.419582658829107,81.58041734117089,13561.798036732065,1016.638291856064
drive01,1750.9032258064835,1810.7096774193892,59.806451612905676,737.2317073170732,164.99369975105992,241.25415212971836,59,71.95121951219512,59,71.95121951219512,241.25548672837104,710.0,838,0.32724513112213494,0.22380168692350938,84.16214455907291,103.27022375215147,42.28329809725159,12.930896789951266,5226.009843018884,5656.157320482547,0.9239505810939915,48.023612985351065,51.97638701464893,11303.83859198828,421.6714284868498
drive01,1780.2580645161622,1840.0645161290674,59.80645161290522,719.702380952381,179.73875149628554,234.63878033303362,58,69.04761904761905,58,69.04761904761905,234.76743170199697,710.0,967,0.3262007156226573,0.24974038748966976,87.18560084398072,132.7433628318584,42.28329809725159,16.518517703692293,8961.891131505283,10736.744119788194,0.8346935562139555,45.494984891995585,54.50501510800443,21881.681248582463,2183.0459972889853
drive01,1811.419354838744,1870.9032258064883,59.483870967744224,708.2235294117647,196.49666036605814,283.6489845864358,59,69.41176470588235,59,69.41176470588235,283.6500400812509,645.0,903,0.40050920126424566,0.2774500594879473,89.26777923690545,132.7433628318584,44.28044280442804,17.48995466605997,6280.661874331553,15376.214342020256,0.40846607198806434,29.000774680465703,70.9992253195343,23868.38113904009,2211.504922688283
drive01,1840.7096774193901,1900.0645161290695,59.35483870967937,740.7654320987655,232.55812561620687,344.27832104817463,57,70.37037037037037,57,70.37037037037037,344.28209726908545,645.0,1225,0.46476533913529416,0.3139430048150521,86.45281364800094,132.7433628318584,35.77817531305904,18.397998974171102,13949.460276050791,18177.5833700194,0.7673990536639691,43.41968227679456,56.58031772320544,35523.878432342506,3396.8347862723117
drive01,1872.064516129069,1932.0000000000389,59.93548387096985,710.4883720930233,198.43865516375857,271.06001174167676,60,69.76744186046511,60,69.76744186046511,271.1119369429188,645.0,1225,0.38158532580097243,0.2792989483827573,88.7870640629164,132.7433628318584,35.77817531305904,16.768358093321805,7717.896581781135,17743.86359944875,0.43496144672916154,30.31171657751564,69.68828342248436,29275.619172744468,3813.858991514582
drive01,1900.7741935484244,1960.193548387137,59.41935483871271,715.8809523809524,169.76208758084042,223.1140771468849,59,70.23809523809524,59,70.23809523809524,223.22348194481302,710.0,967,0.3118164845738566,0.23713731594090853,86.94001245616035,132.7433628318584,42.28329809725159,13.976562759635762,9767.833400651747,9952.485225603636,0.9814466617366228,49.531823424226914,50.468176575773086,21019.276718361423,1298.9580921060397
drive01,1933.4193548387486,1992.9032258064922,59.48387096774354,692.1477272727273,173.7163456051489,223.8198184646183,61,69.31818181818181,61,69.31818181818181,223.9965619604795,645.0,903,0.32362536657180707,0.2509816022796812,90.31843098675353,116.27906976744185,42.28329809725159,15.218518062327927,4962.449155301291,5384.83649487971,0.9215598579492517,47.958946172656255,52.041053827343745,15333.09671476678,4985.811064585779
drive01,1960.8387096774597,2020.709677419395,59.87096774193515,623.979381443299,113.09407766890389,154.99110637567418,63,64.94845360824742,63,64.94845360824742,154.99254014306624,581.0,645,0.24839368856156735,0.18124649793284997,98.24971410768293,116.27906976744185,51.679586563307495,12.078442066921898,419.89190363584135,1704.237519865791,0.24638109344577033,19.767717493581376,80.23228250641864,2978.590208262138,854.4607847605052
drive01,1993.5483870968148,2053.4838709677824,59.93548387096757,631.1145833333334,128.70413805899472,181.11319182999245,63,65.625,63,65.625,181.1144447725337,581.0,774,0.28697553432523865,0.20393149113941098,97.54282531925462,116.27906976744185,46.51162790697674,12.796995868059282,7585.289479145889,8371.074108038067,0.906130967334568,47.53770768446479,52.46229231553521,18958.751557740456,3002.3879705565005
drive01,2021.225806451653,2080.709677419391,59.483870967738085,652.2282608695652,176.15509545308373,263.3849812568066,67,72.82608695652173,67,72.82608695652173,263.3849812568066,645.0,1225,0.40382331931716037,0.2700819728636564,95.88465888809837,132.7433628318584,35.77817531305904,15.664593674000889,8812.54067856365,15208.25145708871,0.5794578491438633,36.687135997833394,63.31286400216661,25763.9057388235,1743.1136031711437
drive01,2054.129032258105,2113.7419354839026,59.61290322579771,648.0322580645161,153.31435818724697,230.3578029746428,73,78.49462365591398,73,78.49462365591398,230.3578029746428,645.0,1225,0.3554727409136307,0.2365844543682939,95.6844040511878,132.7433628318584,35.77817531305904,14.457976521729371,1931.8138513501656,5833.397166361457,0.3311644649347821,24.877802379663645,75.12219762033635,8274.077713333603,508.8666956219807
drive01,2081.3548387097135,2141.3548387097085,59.999999999995,713.5294117647059,187.86897588702698,257.7243983493514,63,74.11764705882354,63,74.11764705882354,257.7255600162977,645.0,903,0.3611982292066827,0.26329534955312933,87.9441076240307,116.27906976744185,42.28329809725159,15.478242502551153,1840.4758602719699,5678.064722600993,0.32413787975084746,24.479163741757613,75.52083625824238,10056.8916317045,2538.351048831537
drive01,2114.387096774225,2174.193548387124,59.806451612898854,765.2151898734177,210.84072679158066,317.3292393616544,54,68.35443037974683,54,68.35443037974683,317.3292393616544,710.0,903,0.4146928126376414,0.2755312879066842,82.40532100750035,116.27906976744185,42.28329809725159,15.01540238691416,16614.225602788305,9445.528810691856,1.7589513446808664,63.754344492955454,36.245655507044546,26945.643615979836,885.889202499676
