tag,start_time,end_time,duration,mean_nni,sdnn,sdsd,nni_50,pnni_50,nni_20,pnni_20,rmssd,median_nni,range_nni,cvsd,cvnni,mean_hr,max_hr,min_hr,std_hr,lf,hf,lf_hf_ratio,lfnu,hfnu,total_power,vlf,tonic_mean,tonic_var,phasic_mean,phasic_var,phasic_sum,phasic_peaks,phasic_sum_over_1,phasic_peaks_over_1
drive01,544.645161,603.935484,59.290323,789.539474,276.901977,367.029937,51,67.105263,51,67.105263,367.033968,710.000000,1807,0.464871,0.350713,81.503624,116.279070,25.828670,17.054066,64152.511794,35960.128660,1.783990,64.080331,35.919669,116437.895941,16325.255487,-0.000022,0.000001,0.077603,0.000245,0.000000,0,0.000000,0
drive01,573.096774,632.774194,59.677419,764.455696,189.565955,263.570913,49,62.025316,49,62.025316,263.572230,710.000000,903,0.344784,0.247975,81.815402,116.279070,42.283298,14.105654,13873.714359,16096.606791,0.861903,46.291510,53.708490,33522.694202,3552.373052,-0.000048,0.000001,0.053672,0.000172,0.000000,0,0.000000,0
drive01,604.838710,664.322581,59.483871,764.430380,149.283475,214.582141,52,65.822785,52,65.822785,214.607632,710.000000,774,0.280742,0.195287,80.443341,93.023256,42.283298,10.413707,5421.174533,7832.725964,0.692118,40.902484,59.097516,14078.819502,824.919005,-0.000017,0.000001,0.030176,0.000159,0.000000,0,0.000000,0
drive01,633.483871,693.096774,59.612903,718.166667,136.059327,191.241222,65,77.380952,65,77.380952,191.241222,710.000000,903,0.266291,0.189454,85.584859,116.279070,42.283298,11.470678,5770.070659,8449.278352,0.682907,40.579007,59.420993,15271.334473,1051.985463,0.000606,0.002427,0.166210,0.112879,0.070037,2,0.108487,1
drive01,664.967742,724.709677,59.741935,642.489362,134.390039,174.263426,74,78.723404,74,78.723404,174.264784,645.000000,1032,0.271234,0.209171,96.216759,155.038760,42.283298,15.086102,3821.043059,4656.805416,0.820529,45.070905,54.929095,10301.133800,1823.285325,0.004482,0.006982,1.169740,0.757968,0.539338,5,0.577788,4
drive01,693.806452,753.741935,59.935484,588.873786,115.924898,147.709407,72,69.902913,72,69.902913,147.721651,581.000000,968,0.250855,0.196859,104.584338,155.038760,44.280443,15.206309,822.283808,846.070011,0.971886,49.287136,50.712864,2261.233637,592.879819,-0.003759,0.018443,2.841027,1.367221,0.977942,7,0.977942,7
drive01,725.290323,784.645161,59.354839,581.961165,80.762411,101.997577,65,63.106796,65,63.106796,101.999567,581.000000,774,0.175269,0.138776,104.665479,155.038760,51.679587,12.166867,2519.289029,3423.296937,0.735925,42.393817,57.606183,6875.554746,932.968780,-0.006943,0.036324,3.802521,0.580294,1.527417,8,1.527417,8
drive01,754.258065,814.064516,59.806452,615.602041,60.867058,68.993799,61,62.244898,61,62.244898,69.022781,645.000000,258,0.112122,0.098874,98.431741,116.279070,77.519380,9.886624,916.085588,429.542736,2.132700,68.078649,31.921351,1447.314940,101.686616,-0.000638,0.036244,3.407440,0.293441,1.658554,7,1.658554,7
drive01,785.290323,845.096774,59.806452,657.141304,119.784567,168.728372,56,60.869565,56,60.869565,168.729838,645.000000,645,0.256763,0.182281,93.488452,116.279070,51.679587,12.638205,1835.018524,1516.949107,1.209677,54.744518,45.255482,3498.328912,146.361280,0.008233,0.028904,3.093717,0.069309,1.749800,7,1.749800,7
drive01,814.774194,874.064516,59.290323,697.732558,170.074200,238.662184,54,62.790698,54,62.790698,238.667009,645.000000,839,0.342061,0.243753,89.536117,116.279070,44.280443,15.165324,7290.573105,12512.592287,0.582659,36.815191,63.184809,23982.415176,4179.249784,0.003330,0.015106,2.598196,0.354962,1.221812,7,1.237429,6
drive01,845.741935,905.354839,59.612903,753.325000,202.891302,280.844792,52,65.000000,52,65.000000,280.844792,710.000000,839,0.372807,0.269328,83.756149,116.279070,44.280443,15.840995,6333.403036,13839.926673,0.457618,31.394931,68.605069,27563.580805,7390.251096,-0.002508,0.001830,1.928852,0.026026,0.407079,7,0.422696,6
drive01,874.903226,934.387097,59.483871,735.780488,192.253499,267.680977,54,65.853659,54,65.853659,267.685715,710.000000,1096,0.363812,0.261292,85.305422,132.743363,38.759690,15.352980,10403.759465,14065.275016,0.739677,42.518063,57.481937,25479.073464,1010.038983,0.003231,0.027381,2.372519,0.610214,0.890017,6,0.890017,6
drive01,906.000000,965.677419,59.677419,677.898876,134.772118,189.415098,61,68.539326,61,68.539326,189.416538,710.000000,1096,0.279417,0.198809,91.237466,132.743363,38.759690,15.369960,5967.909424,4723.405900,1.263476,55.820161,44.179839,11467.498984,776.183661,-0.001990,0.041464,2.943624,0.304094,1.447446,6,1.447446,6
drive01,935.032258,993.935484,58.903226,669.191011,113.559443,152.681226,64,71.910112,64,71.910112,152.683012,645.000000,709,0.228161,0.169697,92.144198,132.743363,51.679587,15.547919,1331.707196,2207.450022,0.603279,37.627806,62.372194,4498.708617,959.551398,-0.005906,0.019175,2.916332,0.024159,1.143383,7,1.143383,7
drive01,966.387097,1026.322581,59.935484,673.922222,126.807137,182.582843,69,76.666667,69,76.666667,182.582843,645.000000,709,0.270926,0.188163,91.509865,132.743363,51.679587,14.120108,2675.615353,8884.643858,0.301151,23.144943,76.855057,13845.267599,2285.008388,-0.002998,0.005402,2.606748,0.110049,0.625867,6,0.625867,6
drive01,995.096774,1054.774194,59.677419,691.431818,161.241719,225.299426,68,77.272727,68,77.272727,225.398039,645.000000,967,0.325987,0.233200,89.913961,132.743363,42.283298,14.256753,1902.779730,2864.620440,0.664235,39.912314,60.087686,6477.968031,1710.567861,0.003319,0.003318,2.191115,0.055774,0.656142,6,0.656142,6
drive01,1026.967742,1086.645161,59.677419,709.764706,160.442220,231.461197,66,77.647059,66,77.647059,231.461197,710.000000,838,0.326110,0.226050,87.297715,103.270224,42.283298,12.791303,7624.070070,14054.365192,0.542470,35.168913,64.831087,23113.760982,1435.325719,0.005547,0.006553,2.101793,0.046278,0.490488,5,0.490488,5
drive01,1055.483871,1115.032258,59.548387,708.988235,154.625392,199.394163,67,78.823529,67,78.823529,199.395664,710.000000,774,0.281240,0.218093,87.259685,103.270224,44.280443,12.626300,15987.082167,8134.945154,1.965235,66.275865,33.724135,25576.805532,1454.778211,-0.005415,0.018724,2.411321,0.147078,0.497246,5,0.503579,4
drive01,1087.290323,1146.967742,59.677419,709.741176,140.778038,171.566692,63,74.117647,63,74.117647,171.573565,710.000000,839,0.241741,0.198351,86.844536,116.279070,44.280443,12.234218,5047.268439,6652.492048,0.758703,43.139930,56.860070,12662.218072,962.457586,0.000651,0.022420,2.869483,0.200544,1.192321,8,1.198654,7
drive01,1116.258065,1175.806452,59.548387,715.035294,149.376597,195.639742,57,67.058824,57,67.058824,195.790370,710.000000,903,0.273819,0.208908,86.380783,116.279070,42.283298,12.501967,5730.081582,10394.683978,0.551251,35.535906,64.464094,17691.207453,1566.441894,0.010816,0.010003,2.556480,0.379397,1.081388,8,1.081388,8
drive01,1147.806452,1207.548387,59.741935,712.800000,158.598009,223.887503,54,63.529412,54,63.529412,223.908570,710.000000,967,0.314125,0.222500,86.963822,132.743363,42.283298,13.354159,3326.749235,7925.255649,0.419766,29.565835,70.434165,13561.468296,2309.463412,-0.000719,0.002769,2.006266,0.017776,0.372096,5,0.372096,5
drive01,1176.387097,1235.741935,59.354839,713.630952,160.651518,211.481122,59,70.238095,59,70.238095,211.481122,710.000000,967,0.296345,0.225118,86.997562,132.743363,42.283298,13.995894,20676.830874,8959.814207,2.307730,69.767785,30.232215,34783.278078,5146.632996,-0.002297,0.009732,2.159851,0.054752,0.676629,4,0.676629,4
drive01,1208.774194,1268.129032,59.354839,696.448276,168.695939,209.770968,68,78.160920,68,78.160920,209.879727,645.000000,967,0.301357,0.242223,89.354884,132.743363,42.283298,14.102658,8500.388122,3734.555633,2.276144,69.476315,30.523685,14060.869302,1825.925547,0.001011,0.011525,2.272989,0.036182,0.797725,5,0.797725,5
drive01,1236.451613,1296.258065,59.806452,680.056180,130.829205,188.421899,66,74.157303,66,74.157303,188.423302,645.000000,839,0.277070,0.192380,90.292351,116.279070,44.280443,11.384174,5303.912164,4669.061718,1.135970,53.182854,46.817146,11687.667335,1714.693453,0.002880,0.016853,2.394386,0.118006,0.869513,5,0.869513,5
drive01,1268.774194,1328.129032,59.354839,731.804878,184.477269,229.434302,58,70.731707,58,70.731707,229.434302,710.000000,709,0.313518,0.252085,85.543819,103.270224,46.511628,14.514889,14940.344220,5325.709839,2.805324,73.721032,26.278968,25573.856522,5307.802463,0.000757,0.020827,2.706660,0.070196,0.951687,4,0.951687,4
drive01,1296.967742,1356.645161,59.677419,745.641975,203.751951,270.147136,59,72.839506,59,72.839506,270.147136,710.000000,903,0.362301,0.273257,84.839650,132.743363,44.280443,16.722340,17384.836122,10936.443191,1.589624,61.384360,38.615640,31704.616214,3383.336901,-0.004677,0.008505,2.638913,0.049506,0.707942,6,0.706250,5
drive01,1328.838710,1388.258065,59.419355,691.264368,149.180666,206.871646,66,75.862069,66,75.862069,206.877084,645.000000,903,0.299273,0.215808,89.795230,132.743363,44.280443,15.034644,6967.261987,11262.020216,0.618651,38.220166,61.779834,19908.553220,1679.271016,0.006002,0.011870,2.532638,0.042504,0.822021,6,0.820329,5
drive01,1357.290323,1417.225806,59.935484,712.823529,187.202346,246.106604,64,75.294118,64,75.294118,246.107821,645.000000,838,0.345258,0.262621,88.325088,132.743363,46.511628,16.683896,8155.511488,12188.911538,0.669093,40.087210,59.912790,25072.914443,4728.491417,0.002410,0.012340,2.451628,0.041833,0.759142,4,0.759142,4
drive01,1388.967742,1448.451613,59.483871,716.666667,184.605364,248.072631,60,71.428571,60,71.428571,248.077500,645.000000,839,0.346155,0.257589,87.489390,116.279070,44.280443,15.240468,8768.991806,11710.725606,0.748800,42.817934,57.182066,22134.158276,1654.440865,-0.000841,0.038491,2.742663,0.474441,1.022713,4,1.022713,4
drive01,1418.580645,1478.000000,59.419355,675.355556,127.296108,149.332243,60,66.666667,60,66.666667,149.507995,645.000000,839,0.221377,0.188488,90.903375,116.279070,44.280443,11.695862,866.401575,493.682776,1.754976,63.702047,36.297953,1565.001327,204.916976,-0.001630,0.036337,2.994391,0.388489,0.834875,4,0.834875,4
drive01,1449.096774,1508.967742,59.870968,720.523810,186.229712,236.714001,59,70.238095,59,70.238095,236.714001,645.000000,839,0.328530,0.258464,87.074375,116.279070,44.280443,15.236146,2800.367121,16485.825113,0.169865,14.520062,85.479938,24792.777468,5506.585234,-0.002664,0.002516,2.584884,0.114134,0.343450,5,0.343450,5
drive01,1479.225806,1538.838710,59.612903,733.060241,213.111579,291.645771,62,74.698795,62,74.698795,291.713650,645.000000,774,0.397940,0.290715,86.841418,116.279070,46.511628,17.779206,9902.452267,16555.589358,0.598133,37.427004,62.572996,29488.140567,3030.098942,0.001674,0.005491,2.471588,0.047115,0.739571,6,0.739571,6
drive01,1509.548387,1569.354839,59.806452,656.423913,158.153510,226.858430,67,72.826087,67,72.826087,226.858430,645.000000,838,0.345597,0.240932,94.916258,132.743363,46.511628,15.433252,4187.583667,10047.173837,0.416792,29.418019,70.581981,17143.451086,2908.693582,-0.000323,0.006464,2.547060,0.043049,0.730329,5,0.730329,5
drive01,1539.419355,1598.903226,59.483871,645.913978,127.051740,178.167864,61,65.591398,61,65.591398,178.189933,645.000000,967,0.275873,0.196701,95.772814,185.758514,46.511628,16.406825,4475.809933,4250.467745,1.053016,51.291170,48.708830,10048.170005,1321.892327,-0.004700,0.018246,2.736949,0.093042,0.996200,5,0.996200,5
drive01,1570.000000,1629.548387,59.548387,654.369565,162.386848,212.078205,56,60.869565,56,60.869565,212.078205,645.000000,967,0.324095,0.248158,95.871490,185.758514,46.511628,18.750958,16423.406997,10820.894825,1.517749,60.281989,39.718011,30703.538960,3459.237137,0.004130,0.022403,3.120633,0.049953,1.182317,6,1.182317,6
drive01,1599.483871,1658.838710,59.354839,637.723404,229.497553,306.912965,65,69.148936,65,69.148936,307.007635,581.000000,1935,0.481412,0.359870,100.413237,185.758514,26.572188,21.336179,32305.569200,27217.725969,1.186931,54.273825,45.726175,65206.915366,5683.620197,0.004138,0.007433,2.986807,0.099079,0.535492,6,0.535492,6
drive01,1630.064516,1689.870968,59.806452,670.333333,246.446612,358.108107,65,72.222222,65,72.222222,358.111040,645.000000,1935,0.534228,0.367648,95.896413,185.758514,26.572188,21.337899,18263.874770,21094.085381,0.865829,46.404526,53.595474,41588.730340,2230.770189,-0.003527,0.000799,2.484988,0.068092,0.205967,5,0.205967,5
drive01,1659.548387,1719.161290,59.612903,701.523256,190.002398,286.535451,64,74.418605,64,74.418605,286.535451,645.000000,1226,0.408448,0.270843,89.240990,116.279070,34.443169,14.638524,12587.822125,23531.471874,0.534936,34.850687,65.149313,38258.543519,2139.249521,-0.010992,0.009021,2.220091,0.095519,0.482925,6,0.483317,5
drive01,1690.580645,1750.258065,59.677419,702.290698,154.372191,219.132442,56,65.116279,56,65.116279,219.133776,677.500000,839,0.312027,0.219812,88.118903,116.279070,44.280443,12.816581,4049.323679,7345.439986,0.551270,35.536706,64.463294,12045.847546,651.083882,0.001439,0.015486,2.717936,0.500140,0.454742,5,0.454742,5
drive01,1719.870968,1779.612903,59.741935,711.282353,140.050468,204.006620,54,63.529412,54,63.529412,204.012400,710.000000,709,0.286823,0.196899,86.539425,103.270224,46.511628,11.549340,2310.766069,10234.393676,0.225784,18.419583,81.580417,13561.798037,1016.638292,0.007113,0.007956,2.966126,0.214229,0.228975,5,0.230008,4
drive01,1750.903226,1810.709677,59.806452,737.231707,164.993700,241.254152,59,71.951220,59,71.951220,241.255487,710.000000,838,0.327245,0.223802,84.162145,103.270224,42.283298,12.930897,5226.009843,5656.157320,0.923951,48.023613,51.976387,11303.838592,421.671428,-0.001402,0.002848,2.447319,0.092930,0.181329,4,0.182363,3
drive01,1780.258065,1840.064516,59.806452,719.702381,179.738751,234.638780,58,69.047619,58,69.047619,234.767432,710.000000,967,0.326201,0.249740,87.185601,132.743363,42.283298,16.518518,8961.891132,10736.744120,0.834694,45.494985,54.505015,21881.681249,2183.045997,-0.001441,0.000058,2.039204,0.032423,0.051513,4,0.048213,3
drive01,1811.419355,1870.903226,59.483871,708.223529,196.496660,283.648985,59,69.411765,59,69.411765,283.650040,645.000000,903,0.400509,0.277450,89.267779,132.743363,44.280443,17.489955,6280.661874,15376.214342,0.408466,29.000775,70.999225,23868.381139,2211.504923,-0.000272,0.000160,1.790072,0.008912,0.113875,7,0.110575,6
drive01,1840.709677,1900.064516,59.354839,740.765432,232.558126,344.278321,57,70.370370,57,70.370370,344.282097,645.000000,1225,0.464765,0.313943,86.452814,132.743363,35.778175,18.397999,13949.460276,18177.583370,0.767399,43.419682,56.580318,35523.878432,3396.834786,0.000046,0.000297,1.691845,0.001462,0.170242,7,0.170242,7
drive01,1872.064516,1932.000000,59.935484,710.488372,198.438655,271.060012,60,69.767442,60,69.767442,271.111937,645.000000,1225,0.381585,0.279299,88.787064,132.743363,35.778175,16.768358,7717.896582,17743.863599,0.434961,30.311717,69.688283,29275.619173,3813.858992,-0.000630,0.000201,1.577532,0.010227,0.117608,5,0.117608,5
drive01,1900.774194,1960.193548,59.419355,715.880952,169.762088,223.114077,59,70.238095,59,70.238095,223.223482,710.000000,967,0.311816,0.237137,86.940012,132.743363,42.283298,13.976563,9767.833401,9952.485226,0.981447,49.531823,50.468177,21019.276718,1298.958092,-0.007685,0.000782,1.465517,0.004085,0.047242,4,0.047242,4
drive01,1933.419355,1992.903226,59.483871,692.147727,173.716346,223.819818,61,69.318182,61,69.318182,223.996562,645.000000,903,0.323625,0.250982,90.318431,116.279070,42.283298,15.218518,4962.449155,5384.836495,0.921560,47.958946,52.041054,15333.096715,4985.811065,0.002713,0.019065,2.035336,0.329387,0.590325,5,0.590325,5
drive01,1960.838710,2020.709677,59.870968,623.979381,113.094078,154.991106,63,64.948454,63,64.948454,154.992540,581.000000,645,0.248394,0.181246,98.249714,116.279070,51.679587,12.078442,419.891904,1704.237520,0.246381,19.767717,80.232283,2978.590208,854.460785,0.010042,0.017846,2.354609,0.071616,0.619317,5,0.619317,5
drive01,1993.548387,2053.483871,59.935484,631.114583,128.704138,181.113192,63,65.625000,63,65.625000,181.114445,581.000000,774,0.286976,0.203931,97.542825,116.279070,46.511628,12.796996,7585.289479,8371.074108,0.906131,47.537708,52.462292,18958.751558,3002.387971,-0.010310,0.002312,2.088711,0.024860,0.309713,5,0.309713,5
drive01,2021.225806,2080.709677,59.483871,652.228261,176.155095,263.384981,67,72.826087,67,72.826087,263.384981,645.000000,1225,0.403823,0.270082,95.884659,132.743363,35.778175,15.664594,8812.540679,15208.251457,0.579458,36.687136,63.312864,25763.905739,1743.113603,0.000996,0.007918,2.429015,0.198228,0.417496,6,0.459779,5
drive01,2054.129032,2113.741935,59.612903,648.032258,153.314358,230.357803,73,78.494624,73,78.494624,230.357803,645.000000,1225,0.355473,0.236584,95.684404,132.743363,35.778175,14.457977,1931.813851,5833.397166,0.331164,24.877802,75.122198,8274.077713,508.866696,0.008425,0.008734,2.864300,0.048250,0.366213,5,0.408496,4
drive01,2081.354839,2141.354839,60.000000,713.529412,187.868976,257.724398,63,74.117647,63,74.117647,257.725560,645.000000,903,0.361198,0.263295,87.944108,116.279070,42.283298,15.478243,1840.475860,5678.064723,0.324138,24.479164,75.520836,10056.891632,2538.351049,-0.001725,0.003617,2.585647,0.123480,0.336613,4,0.336613,4
drive01,2114.387097,2174.193548,59.806452,765.215190,210.840727,317.329239,54,68.354430,54,68.354430,317.329239,710.000000,903,0.414693,0.275531,82.405321,116.279070,42.283298,15.015402,16614.225603,9445.528811,1.758951,63.754344,36.245656,26945.643616,885.889202,-0.001124,0.000495,2.088582,0.039431,0.128158,3,0.128733,2
drive01,2142.000000,2201.677419,59.677419,718.142857,179.877612,261.632779,58,69.047619,58,69.047619,261.632779,645.000000,839,0.364319,0.250476,87.069528,116.279070,44.280443,14.739626,7508.409882,10807.153930,0.694763,40.994697,59.005303,20372.825253,2057.261441,-0.000976,0.000025,1.802875,0.028404,0.015800,2,0.016375,1
drive01,2174.967742,2234.451613,59.483871,700.767442,158.048516,215.965352,63,73.255814,63,73.255814,215.966664,645.000000,839,0.308186,0.225536,88.506581,116.279070,44.280443,13.509898,8606.462175,11623.685310,0.740425,42.542755,57.457245,21478.963175,1248.815689,-0.000389,0.000020,1.544887,0.011829,0.016375,1,0.016375,1
drive01,2202.387097,2262.258065,59.870968,688.556818,146.320767,190.183629,64,72.727273,64,72.727273,190.189410,645.000000,839,0.276215,0.212504,89.780378,116.279070,44.280443,13.085619,6371.133531,10038.162250,0.634691,38.826368,61.173632,17861.459103,1452.163322,-0.000444,0.000007,1.393516,0.006728,0.006583,1,0.006583,1
drive01,2235.096774,2294.516129,59.419355,675.022472,203.823117,279.528174,62,69.662921,62,69.662921,279.528174,645.000000,1613,0.414102,0.301950,93.221648,132.743363,29.055690,16.160534,6573.000619,8459.209228,0.777023,43.726110,56.273890,20421.107317,5388.897470,0.001397,0.004028,1.761304,0.286040,0.237025,3,0.237025,3
drive01,2262.903226,2322.709677,59.806452,694.954023,213.233681,285.494553,60,68.965517,60,68.965517,285.494553,645.000000,1613,0.410811,0.306831,90.810915,132.743363,29.055690,16.343225,28803.214217,19421.688325,1.483044,59.726848,40.273152,54183.856820,5958.954279,0.000629,0.004041,2.059264,0.125107,0.235650,4,0.236742,3
drive01,2295.225806,2354.967742,59.741935,703.011628,155.214500,203.189604,66,76.744186,66,76.744186,203.191043,645.000000,839,0.289029,0.220785,88.207654,116.279070,44.280443,13.639183,3327.039693,4277.917157,0.777724,43.748305,56.251695,8702.198719,1097.241868,0.000198,0.000457,1.881239,0.015831,0.058425,3,0.059517,2
drive01,2323.419355,2382.903226,59.483871,676.438202,134.081467,195.086412,68,76.404494,68,76.404494,195.098868,645.000000,710,0.288421,0.198217,91.178582,116.279070,48.939641,13.126252,4247.410826,5331.206177,0.796707,44.342631,55.657369,10328.876975,750.259972,0.000736,0.000876,1.853512,0.015606,0.099550,3,0.102442,2
drive01,2355.548387,2415.096774,59.548387,660.835165,122.111631,179.211312,68,74.725275,68,74.725275,179.212723,645.000000,838,0.271191,0.184784,92.934419,132.743363,46.511628,12.367855,3205.131455,12357.517984,0.259367,20.595024,79.404976,15971.336054,408.686615,-0.000197,0.004694,2.026633,0.035691,0.426833,5,0.429725,4
drive01,2383.483871,2442.903226,59.419355,652.250000,142.937212,205.993815,66,71.739130,66,71.739130,205.998693,645.000000,1290,0.315828,0.219145,94.958132,185.758514,37.197768,16.060487,8602.493963,12159.098193,0.707494,41.434654,58.565346,22235.097827,1473.505671,0.000281,0.005949,2.273265,0.049001,0.579217,5,0.582317,4
drive01,2415.612903,2475.161290,59.548387,706.752941,172.375138,224.737699,54,63.529412,54,63.529412,224.896590,710.000000,1290,0.318211,0.243897,88.679042,185.758514,37.197768,17.913533,4313.415759,8307.655528,0.519210,34.176305,65.823695,15502.951264,2881.879977,-0.001791,0.001723,2.133426,0.092455,0.198717,2,0.201817,1
drive01,2444.129032,2503.677419,59.548387,732.313253,148.525265,202.547601,56,67.469880,56,67.469880,202.700277,710.000000,774,0.276794,0.202817,84.365420,116.279070,46.511628,12.550119,3672.192855,7518.058168,0.488450,32.816001,67.183999,14035.577712,2845.326689,-0.000850,0.000050,1.786840,0.016494,0.027575,2,0.027575,2
